Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Manufacture Progress,,,,,,
,Scope,,,site qa,manufacture,
,Rows,,,,,
,,Ground Floor,dynamic,ground floor,manufacture,site qa
,Columns,,,,,
,,Internal set out - Rebates,,formwork set out,internal set out - rebates,
,,Internal set out - Far Side Ferrules,,formwork set out,internal set out - far side ferrules,
,,Internal set out - Vertical Joint,,formwork set out,internal set out - vertical joint,
,,Internal set out - Horizontal Joint,,formwork set out,internal set out - horizontal joint,
,,Internal set out - Penos,,formwork set out,internal set out - penos,
,,Formwork Set Out - 30x18mm Edge Rebate,,30x18mm Edge Rebate,Formwork Set Out,
,,Formwork Set Out - Exposed Aggregate Finish - Near Side,,Exposed Aggregate Finish - Near Side,Formwork Set Out,
,,Panel ID Tag fitted,,formwork set out,panel id tag fitted,
,,Formwork,,formwork,pre-pour inspection,
,,Formwork - Dimensions,Dimensions,formwork,pre-pour inspection,
,,Formwork - Stability,Stability,formwork,pre-pour inspection,
,,Panel edge,,panel edge,pre-pour inspection,
,,Panel edge - Details,Details,panel edge,pre-pour inspection,
,,Panel edge - Penetrations,Penetrations,panel edge,pre-pour inspection,
,,Reinforcement,,reinforcement,pre-pour inspection,
,,Reinforcement - Sizes,Sizes,reinforcement,pre-pour inspection,
,,Reinforcement - Location,Location,reinforcement,pre-pour inspection,
,,Reinforcement - Fixing,Fixing,reinforcement,pre-pour inspection,
,,Lifters,,lifters,pre-pour inspection,
,,Lifters - Type,Type,lifters,pre-pour inspection,
,,Lifters - Location,Location,lifters,pre-pour inspection,
,,Grout Tubes,,grout tubes,pre-pour inspection,
,,Grout Tubes - Type,Type,grout tubes,pre-pour inspection,
,,Grout Tubes - Location,Location,grout tubes,pre-pour inspection,
,,Pre-Pour Inspection - Exposed Aggregate Finish - Near Side,,Exposed Aggregate Finish - Near Side,Pre-Pour Inspection,
,,Pre-Pour Inspection - Exposed Aggregate Finish - Near Side (Details),Details,Exposed Aggregate Finish - Near Side,Pre-Pour Inspection,
,,Pre-Pour Inspection - 30x18mm Edge Rebate,,30x18mm Edge Rebate,Pre-Pour Inspection,
,,Pre-Pour Inspection - 30x18mm Edge Rebate (Details),Details,30x18mm Edge Rebate,Pre-Pour Inspection,
,,Connectors,,connectors,pre-pour inspection,
,,Connectors - Type,Type,connectors,pre-pour inspection,
,,Connectors - Location,Location,connectors,pre-pour inspection,
,,Other ferrules,,other ferrules,pre-pour inspection,
,,Other ferrules - Type,Type,other ferrules,pre-pour inspection,
,,Other ferrules - Location,Location,other ferrules,pre-pour inspection,
,,Other Inserts,,other inserts,pre-pour inspection,
,,Other Inserts - Type,Type,other inserts,pre-pour inspection,
,,Other Inserts - Location,Location,other inserts,pre-pour inspection,
,,Cover Check,,cover check,pre-pour inspection,
,,Test,,test,pour,
,,Test - Date:,Date:,test,pour,
,,Test - Time:,Time:,test,pour,
,,Test - Air Temp:,Air Temp:,test,pour,
,,Test - Water:,Water:,test,pour,
,,Test - Docket No:,Docket No:,test,pour,
,,Test - Placed By:,Placed By:,test,pour,
,,Test - Finished By:,Finished By:,test,pour,
,,Panel Stripped - Grout tubes cleared,,pour,panel stripped - grout tubes cleared,
,,Panel Stripped - Lifters cleared & clutch tested,,pour,panel stripped - lifters cleared & clutch tested,
,,Attach relevant documents/photos,,attach any relevant documents or photos,removed from mould,
,,Crane or Forklift,Crane or Forklift,attach any relevant documents or photos,removed from mould,
,,All perimeter dimensions,,all perimeter dimensions,as built panel inspection,
,,Square check,,square check,as built panel inspection,
,,All penetration dimensions,,all penetration dimensions,as built panel inspection,
,,As Built Panel Inspection - Exposed Aggregate Finish - Near Side,,Exposed Aggregate Finish - Near Side,As Built Panel Inspection,
,,As Built Panel Inspection - 30x18mm Edge Rebate,,30x18mm Edge Rebate,As Built Panel Inspection,
,,Rebates,,rebates,as built panel inspection,
,,Top lifters,,top lifters,as built panel inspection,
,,Side lifters,,side lifters,as built panel inspection,
,,Propoints,,propoints,as built panel inspection,
,,Grout tube location,,grout tube location,as built panel inspection,
,,Ferrules checked,,ferrules checked,as built panel inspection,
,,Ferrules cleared with tap & spray,,ferrules cleared with tap & spray,as built panel inspection,
,,All arisis rubbed smooth,,all arisis rubbed smooth,as built panel inspection,
,,Grout tube fill points cleared,,grout tube fill points cleared,as built panel inspection,
,,Panel Racked,,panel racked,as built panel inspection,
,,Panel Racked - Rack No.,Rack No.,panel racked,as built panel inspection,
,,Panel Racked - Crane,Crane,panel racked,as built panel inspection,
,,Panel Racked - Forklift,Forklift,panel racked,as built panel inspection,
,,Completed,,completed,as built panel inspection,
