type,name,values,prefix,postfix,usage count,user addable,template name,Resource ID,,,,,,,
checklist,ITP-299-CIV-PSDS-Lean Concrete,itp,,,,,ITP-299-CIV-PSDS-Lean Concrete Rev 0,,,,,,,,
section,Referenced Documentation,,,,,,,,,,,,,,
checkpoint,Referenced Documentation,,,,,,,,,,,,,,
label,Document Title: ITP-299-CIV-PSDS-Lean Concrete,,,,,,,,,,,,,,
label,ITP Description: PSDS-Lean Concrete,,,,,,,,,,,,,,
label,Discipline (e.g. CIV/STR/RAIL): 299-CIV,,,,,,,,,,,,,,
label,Revision Number: 0,,,,,,,,,,,,,,
label,Revision Date: 7/08/2025,,,,,,,,,,,,,,
label,ITP created by: Nathan Cooper,,,,,,,,,,,,,,
label,ITP approved for use by: Romualdo Magpantay,,,,,,,,,,,,,,
label,1.1 Non Dependent,,,,,,,,,,,,,,
label,Reference: Vic road 503 November 2018,,,,,,,,,,,,,,
label,1.2 Non Dependent,,,,,,,,,,,,,,
label,"Reference: Vic Road 173,408,610,687, 689",,,,,,,,,,,,,,
label,1.3 Non Dependent,,,,,,,,,,,,,,
label,Reference: AS 1012,,,,,,,,,,,,,,
label,1.4 Non Dependent,,,,,,,,,,,,,,
label,Reference: AS 1379,,,,,,,,,,,,,,
section,Preliminaries - Materials,,,,,,,,,,,,,,
checkpoint,2.1 Concrete mix,,,,,,,,,,,,,,
label,REFERENCE: Vic Road 503.04,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Ensure all plant, materials, mix design and/or any additional approvals have been obtained prior to planning commencement. ",,,,,,,,,,,,,,
label,○ Requirements for Lean Mix Concrete Subbase Course,,,,,,,,,,,,,,
label,"○ The mean 28 day compressive strength of the concrete mix used for the construction of the lean mix concrete subbase course shall be 6 MPa to 15 MPa. The lean mix concrete shall be sampled and tested in accordance with the requirements of clause 503.05, except that each sample shall consist of four specimens tested in accordance with AS 1012. The mean compressive strength shall be the average of at least three individual results within a range of 2.0 MPa.",,,,,,,,,,,,,,
label,○ The minimum cementitious material content in the lean subbase course mix shall be 150 kg/m3 of concrete.,,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,2.2 Plant and Equipment,,,,,,,,,,,,,,
label,REFERENCE: Vic Road 503.07,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Equipment as proposed for the construction of the full scale works, to satisfy the specification requirements.",,,,,,,,,,,,,,
label,METHOD: Document Review,,,,,,,,,,,,,,
label,FREQUENCY: Each period/change,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Construction Activities,,,,,,,,,,,,,,
checkpoint,3.1 Check subgrade or lower sub-base course,,,,,,,,,,,,,,
label,REFERENCE: Vic Road 503.03,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Check the shape and level of base course and ensure specified thickness of concrete is achieved.,,,,,,,,,,,,,,
label,○ Surface must be clean and free of excess water,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,3.2 Inspection of the Area & Formwork,,,,,,,,,,,,,,
label,REFERENCE: Vic Road 503.07a,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: The area in which concrete is proposed to be placed shall be inspected and checked immediately prior to commencement of placing.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,3.3 Commence hand placing of concrete,,,,,,,,,,,,,,
label,REFERENCE: Vic road 503.07,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Concrete shall not be placed until the proposed method of placement, spacing of planned transverse construction joints and the provision of dowels, constructed formwork, reinforcement and embedments conforming to the requirements of this specification and the drawings, has been reviewed by the Superintendent",,,,,,,,,,,,,,
label,○ For the subbase course loose material shall be removed from the surface of the subgrade and the subgrade shall be wetted to ensure a uniformly moist surface at the time of placing.,,,,,,,,,,,,,,
label,"○ Concrete shall not be placed when the temperature is below 5C or above 35C and the temperature of concrete, when placed, shall be not less than 10C nor more than 32C. Concrete shall not be placed when rain is falling or when rain is expected within one hour of placing. The Contractor shall have available on site sufficient waterproof covers to protect the freshly placed concrete against the effects of unexpected rain. Covers when required shall be installed in such a manner to not disturb the surface of the subbase or base slab.",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: HP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
holdpoint,NOMINATED AUTHORITY HOLDPOINT,,,,,,,,,,,,,,
checkpoint,3.4 Assesment of Concrete,,,,,,,,,,,,,,
label,REFERENCE: Vic Road 503.05e(ii),,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: Assessment of concrete shall be based upon the following criterion:,,,,,,,,,,,,,,
label, (i) 28 day compressive strength values of cylinder specimens cast on site with strengths adjusted for in situ density;,,,,,,,,,,,,,,
label, (ii) thickness determined from subbase and base surface level measurements;,,,,,,,,,,,,,,
label, (iii) rideability as indicated by the Profile Factor.,,,,,,,,,,,,,,
label,"○ The Contractor shall sample, prepare, cure and compression test the cylinders cast on site in accordance with AS 1012.",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: NATA,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
section,Post-construction Activities,,,,,,,,,,,,,,
checkpoint,4.1 Complete Straight edge Finishing,,,,,,,,,,,,,,
label,REFERENCE: Vic road 503.03,,,,,,,,,,,,,,
label,ACCEPTANCE CRITERIA: (a) Alignment,,,,,,,,,,,,,,
label,"○ The edge of the base and subbase shall be within 15 mm and 25 mm of the plan location, respectively. The horizontal alignment of the edges shall not deviate by more than 5 mm and 10 mm from a 3 metre straight edge placed along the edge of the base and subbase, respectively",,,,,,,,,,,,,,
label,Surface Level,,,,,,,,,,,,,,
label, — The level at the top of the base shall not be less than the specified level nor exceed the specified level by more than 10 mm except against kerb and channel where the surface shall be flush with or not more than 5 mm above the lip of the channel.,,,,,,,,,,,,,,
label, — The level of the top of the subbase shall not exceed the specified level or be more than 15 mm below the specified level.,,,,,,,,,,,,,,
label,Shape,,,,,,,,,,,,,,
label," — No point on the finished surface of the base shall lie more than 5 mm below a 3 metre straight edge laid on the surface at any location, and in any direction, including across joints. The surface shape of the base shall be such that water cannot pond at any point.",,,,,,,,,,,,,,
label, — No point on the surface of the subbase shall lie more than 5 mm below a 3 metre straight edge laid on the surface in any direction.,,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: SE/PE,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: This ITP,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.2 Curing,,,,,,,,,,,,,,
label,REFERENCE: Vic 503.18,,,,,,,,,,,,,,
label,"ACCEPTANCE CRITERIA: Prior to the use of curing compounds, the Contractor shall submit to the Superintendent for review not less than four weeks prior to placement of concrete",,,,,,,,,,,,,,
label,"○ Concrete shall not be placed until the Superintendent has reviewed the proposed method of placement, compaction, and curing of concrete.",,,,,,,,,,,,,,
label,METHOD: Visual,,,,,,,,,,,,,,
label,FREQUENCY: Each Lot,,,,,,,,,,,,,,
label,CATEGORY: IP,,,,,,,,,,,,,,
label,RESPONSIBILITY: Nominated Authority,,,,,,,,,,,,,,
label,VERIFYING DOCUMENTS: ConQA Hold Point Release,,,,,,,,,,,,,,
date,Date Completed:,,,,,,,,,,,,,,
checkpoint,4.3 Ensure adequate surface protection,,,,,,,,,,,,,,
label,REFERENCE: Vic 503.18,,,,,,,,,,,,,,
