type,name,values,prefix,postfix,usage count,user addable,template name,
checklist-flat,Toolbox Minutes,,,,,Yes,H&S - Toolbox Minutes,77d3542b-8d57-4b9a-8a61-f75ab42e3d44
checkpoint-status,Record of attendance and discussions,,,,,,,
text,Date:,,,,,,,
text,Location:,,,,,,,
text,Attendees:,,,,,,,
label,(separate attendees with a comma),,,,,,,
checkpoint-status,Matters arising from previous minutes,,,,,,,
text,,,,,,,,
checkpoint-status,Safe work practices/incidents,,,,,,,
text,,,,,,,,
checkpoint-status,New hazards discussed/reviewed,,,,,,,
text,,,,,,,,
checkpoint-status,Training/employee concerns,,,,,,,
text,,,,,,,,
checkpoint-status,Description of today's work,,,,,,,
text,,,,,,,,
checkpoint-status,Other items,,,,,,,
text,,,,,,,,
