"Id","Type","Name","Values","Prompting Name","Prefix","Usage Count","Resource Id"
"ce89e2c3-92c3-4532-b5c5-8bea55f7b656/1","checklist-flat","Commissioning Document","","Commissioning Document",,5,"481adb5e-6303-4166-ad8a-7959ba996935"
"b152ee0e-78f6-4d21-b800-3748af9cb859","checkpoint","Please attached commissioning document and pictures",,,,,

"2a9628d4-038f-5ea7-b387-0074ac866db3/2","checklist","ITC-001 DUCT ROUGH IN","","ITC-001 DUCT ROUGH IN",,13,"6ca2b634-86d9-41e8-94cd-3439bc5239b8"
"8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","Details",,,,,
"ab71e213-f13e-5103-8d87-5f3e61a64b6b","checkpoint","Installed to Entire standard (ENT-STD-3.1) and to latest drawings",,,,,
"6ecf71b4-7c6b-5dd2-bac5-c1af4af1361e","checkpoint","Cleats installed",,,,,
"bcd797b1-534a-5337-baa5-fe969652e445","checkpoint","Insulated as required",,,,,
"482ee3db-6f04-5363-98cd-6ee38c5efd5a","checkpoint","No visible damage",,,,,
"d2eb3452-7078-50f4-96e3-b54548749662","checkpoint","Flex Supported to Entire standard (ENT-STD-1.1)",,,,,
"88be402d-1dca-535a-bd99-a07ab43d3221","checkpoint","Seismic restraints installed as per Seismic design",,,,,
"bfdf87bd-ebe0-5c3b-9db1-6bd249c357f5","checkpoint","Fan Coil Units installed as per the latest drawing",,,,,

"6c551f67-8816-51d6-bd5c-e919ba49e4b6/2","checklist","ITC-002 PIPE ROUGH IN","","ITC-002 PIPE ROUGH IN",,7,"63b89e8c-5f22-4b32-acb6-444577d7a0ee"
"8111ace1-1386-5c1f-8290-3df28e3c8d3f","section","Details",,,,,
"93a545e7-7502-5b0b-abe3-b8c7cbbedb7d","checkpoint","Pipes installed to Entire standards and latest drawings",,,,,
"ec0ea9ab-2cda-5276-830f-1440f9463de1","checkpoint","Hydrostatically tested as per (ITC-010 & ITC-011)",,,,,
"b60ae240-d6b9-5efe-965b-7776041f68b8","checkpoint","Pipes insulated as required",,,,,
"88be402d-1dca-535a-bd99-a07ab43d3221","checkpoint","Seismic restraints installed as per Seismic design",,,,,
"30064092-46b7-5000-9ea0-c34a67b786ee","checkpoint","Drains installed to standard & on correct grade",,,,,
"aa0a2940-2cbd-5140-b7a0-c960562d7dd8","checkpoint","Refrigeration pressure test as per (ITC-013)",,,,,

"1abbab8e-4156-505d-93ea-e75858a881f2/2","checklist","ITC-003 Floor Fit Off","","ITC-003 Floor Fit Off",,4,"a38572d3-0959-4d51-9043-b1b7cf101e32"
"52f837fa-499b-580f-b260-d2391770aaa4","section","Grilles",,,,,
"a5db1d62-4e31-573f-80a5-65e6754a8061","checkpoint","Installed to latest drawing",,,,,
"c3616b25-490e-5de4-a053-924be04470b1","checkpoint","Balancing dampers open",,,,,
"482ee3db-6f04-5363-98cd-6ee38c5efd5a","checkpoint","No visible damage",,,,,
"6e23c08a-9180-5c70-8ab6-c8e267a66798","section","Filters",,,,,
"cd19ea75-cb3d-4a76-a56e-ae9e72f134bd","checkpoint","Installed to latest drawing",,,,,
"c31b2cba-b937-5613-8bfa-f7818b88cd0a","checkpoint","Accessible",,,,,
"56377b54-fde7-5406-837c-3890686afe74","section","Equipment",,,,,
"3d3ab952-0804-5813-987f-f1f38d2b8dd5","checkpoint","Access panels in correct location",,,,,
"b9b4166f-f76e-5c2b-ac76-7cf5ceca3ed4","checkpoint","Equipment clearly labelled",,,,,

"b2a0f432-8835-5bfa-9492-c7e58c49e2e9/2","checklist","ITC-004 Penetration Treatment (sign off by relevant sub contractor)","","ITC-004 Penetration Treatment (sign off by relevant sub contractor)",,0,"e679ea8f-f6f9-42d6-b66c-1b7e95e8d60e"
"9cac26a2-4c4f-516e-a752-7613e04a3b30","section","Penetrations",,,,,
"ff9e7d34-42c4-51f8-b23d-385909560d4f","checkpoint","Acoustic penetrations correctly sealed",,,,,
"9481689d-18b3-5213-a396-16c7e79ad882","checkpoint","Fire Penetrations correctly sealed",,,,,
"3f9eca7d-068a-58c2-93ff-3e88e60cff2e","checkpoint","Photos and documentation captured by contractor",,,,,
"dc3db1bd-2d96-555b-b25c-facbaaecd07a","checkpoint","Penetrations labeled as required",,,,,

"243a68e5-3acb-54f4-b104-af708e3d24ef/3","checklist","ITC-005 Equipment Installation ADMIN ROOF Plant Room","","ITC-005 Equipment Installation ADMIN ROOF Plant Room",,2,"9c232e4e-f6a9-4a20-aa25-8f67291918cb"
"79926eb8-0713-549e-a7ff-63174b2831f0","section","Fans",,,,,
"e043fca1-1f36-5453-83f9-b60661a3cac9","checkpoint","Installed to latest drawing in the correct positions and egress access clearances checked",,,,,
"2342da2f-67d4-52a4-9ef6-49f9bca13f78","checkpoint","Vibration isolations installed",,,,,
"395bd320-3a36-5f01-bd01-09adc7188acc","checkpoint","Seismic restraints Installed as per Seismic design",,,,,
"7a23791a-a1b0-56d2-ad21-35cae509487f","checkpoint","Labelled",,,,,
"7e8d519d-4dbb-5d69-814c-a1718257632d","section","Evaporative Cooling Units",,,,,
"1f0bae44-15aa-4509-9e0d-f5e6e3abd116","checkpoint","Installed to latest drawing in the correct positions and egress access clearances checked",,,,,
"cf5354f5-1c7f-446e-99ad-312dcdc13985","checkpoint","Vibration isolations installed",,,,,
"bf2c2dcc-f61c-4880-acf8-1f12b7a66483","checkpoint","Seismic restraints Installed as per Seismic design",,,,,
