type,name,values,prefix,postfix,usage count,user addable,template name
checklist,In-Ground Sewer ITP (V140421),,,,,,In-Ground Sewer ITP (V140421)
section,Pits and Pipes,,,,,,
checkpoint,Is Approval from Local Water Authority Required If so please provide permit,,,,,,
holdpoint,Sign Off Required,,,,,,
checkpoint,Details,,Dep true,,,,
text,Engineering plan number(s),,,,,,
text,Name of certified drainlayer,,,,,,
text,Location (pit to pit),,,,,,
text,Delivery Date (Pits and Pipes),,,,,,
text,Is work area clear and available for construction,,,,,,
text,Do you have the appropriate plant / equitment to perform scope of works Provide details,,,,,,
section,Trench / Excavation Methodology,,,,,,
checkpoint,Method,,,,,,
bool,Shield,,,,,,
bool,Bench,,,,,,
bool,Batter,,,,,,
bool,Other,,,,,,
text,"If other, please specify",,,,,,
bool,Certified / Tagged lifting Equitment,,,,,,
section,Product / Material check,,,,,,
checkpoint,Pits,,Dep true,,,,
text,Type,,,,,,
text,Size,,,,,,
checkpoint,Pipes,,Dep true,,,,
text,Type,,,,,,
text,Size,,,,,,
checkpoint,Lot / Building Connections,,Dep true,,,,
text,Type,,,,,,
text,Lot number location,,,,,,
checkpoint,Bends,,Dep true,,,,
text,Type,,,,,,
text,Size,,,,,,
text,Location,,,,,,
checkpoint,Quality Onsite Visual Inpection of Products/Materials - Defects to be Notified,,,,,,
text,Surveyors name,,,,,,
checkpoint,Set out / Off Set Check,,,,,,
holdpoint,Sign Off Required,,,,,,
section,Pit Installation,,,,,,
checkpoint,Pits,,Dep true,,,,
text,Bedding and backfill type as per detail,,,,,,
text,"If under cutting required, note metreage and depth ( Approval Required)",,,,,,
bool,Backfill to be compacted in 150mm Layers as per detail,,,,,,
bool,External Concrete Bandage,,,,,,
bool,Internal Benching,,,,,,
bool,Internal Plastering / Render / Sealent,,,,,,
bool,Sealant Between Riser,,,,,,
bool,Steps Required,,,,,,
text,Have pits been secured and covered through the construction phase to elemenate debris/silt,,,,,,
text,Pressure testing,,,,,,
checkpoint,Pipe invert levels through pit as per design,,,,,,
holdpoint,Sign Off Required,,,,,,
section,Pipe Installation,,,,,,
checkpoint,Pipes,,,,,,
text,Are pipes free and clean of debris before installation,,,,,,
text,Bedding and backfill type as per detail,,,,,,
text,"If under cutting required, note metreage and depth ( Approval Required)",,,,,,
bool,Backfill to be compacted in 150mm Layers as per detail,,,,,,
section,Drainage Check,,,,,,
checkpoint,Backfill to be compacted in 150mm Layers as per detail,,,,,,
text,Grade and Alignment Check,,,,,,
text,As-built measurements / Pick up Recorded Before Backfilling,,,,,,
text,Invert/ RL check,,,,,,
text,Pressure Testing,,,,,,
text,CCTV Pipe Inspection / data and comments supplied,,,,,,
checkpoint,Progress Photos,,,,,,
section,Service Connections,,,,,,
checkpoint,"All Connections, Bends, Junctions installed",,,,,,
text,As-built measurements / Pick up Recorded Before Backfilling,,,,,,
holdpoint,Sign Off Required,,,,,,
