Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
AE-ITCX-010 - Torque Settings,,,,,,,,
,Scope,,,Appselec - Site QA,AE-ITCX-010 - Torque Settings,,,
,Rows,,,,,,,
,,AE-ITCX-010 - Torque Settings,grouping,AE-ITCX-010 - Torque Settings,,,,
,,Mains Reticulation - Consumer Mains Installation - MSB,,Appselec - Site QA,Mains Reticulation,Consumer Mains Installation,MSB,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 1 - CONSUMER MAINS,,Appselec - Site QA,Mains Reticulation,Submain Installation,1 - CONSUMER MAINS,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 2- FIRE PUMP,,Appselec - Site QA,Mains Reticulation,Submain Installation,2- FIRE PUMP,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 3 - EWIS,,Appselec - Site QA,Mains Reticulation,Submain Installation,3 - EWIS,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 4 - FIP,,Appselec - Site QA,Mains Reticulation,Submain Installation,4 - FIP,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 5 - LIFT DB,,Appselec - Site QA,Mains Reticulation,Submain Installation,5 - LIFT DB,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 5.1 - LIFT 1,,Appselec - Site QA,Mains Reticulation,Submain Installation,5.1 - LIFT 1,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 5.2 - LIFT 2,,Appselec - Site QA,Mains Reticulation,Submain Installation,5.2 - LIFT 2,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 5.3 - LIFT 3,,Appselec - Site QA,Mains Reticulation,Submain Installation,5.3 - LIFT 3,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 5.4 - EWIS DGP,,Appselec - Site QA,Mains Reticulation,Submain Installation,5.4 - EWIS DGP,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 6 - LIFT 4,,Appselec - Site QA,Mains Reticulation,Submain Installation,6 - LIFT 4,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 7 - MSSB-2,,Appselec - Site QA,Mains Reticulation,Submain Installation,7 - MSSB-2,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 8 - MSSB-5,,Appselec - Site QA,Mains Reticulation,Submain Installation,8 - MSSB-5,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 9 - FFCP,,Appselec - Site QA,Mains Reticulation,Submain Installation,9 - FFCP,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 10 - MSSB-1,,Appselec - Site QA,Mains Reticulation,Submain Installation,10 - MSSB-1,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 11 - MSSB-3,,Appselec - Site QA,Mains Reticulation,Submain Installation,11 - MSSB-3,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 12 - MSSB-4,,Appselec - Site QA,Mains Reticulation,Submain Installation,12 - MSSB-4,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 13 - DSB-B,,Appselec - Site QA,Mains Reticulation,Submain Installation,13 - DSB-B,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 14 - DSB-G,,Appselec - Site QA,Mains Reticulation,Submain Installation,14 - DSB-G,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 15 - DSB-LAUNDRY,,Appselec - Site QA,Mains Reticulation,Submain Installation,15 - DSB-LAUNDRY,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 16 - House Riser,,Appselec - Site QA,Mains Reticulation,Submain Installation,16 - House Riser,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 16.1 - House DB tails,,Appselec - Site QA,Mains Reticulation,Submain Installation,16.1 - House DB tails,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 16.2 - House DB tails,,Appselec - Site QA,Mains Reticulation,Submain Installation,16.2 - House DB tails,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 17 - House Riser,,Appselec - Site QA,Mains Reticulation,Submain Installation,17 - House Riser,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 17.1 - House DB tails,,Appselec - Site QA,Mains Reticulation,Submain Installation,17.1 - House DB tails,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 17.2 - House DB tails,,Appselec - Site QA,Mains Reticulation,Submain Installation,17.2 - House DB tails,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 17.3 - House DB tails,,Appselec - Site QA,Mains Reticulation,Submain Installation,17.3 - House DB tails,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 17.4 - House DB tails,,Appselec - Site QA,Mains Reticulation,Submain Installation,17.4 - House DB tails,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 18 - House Riser,,Appselec - Site QA,Mains Reticulation,Submain Installation,18 - House Riser,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 18.1 - House DB tails,,Appselec - Site QA,Mains Reticulation,Submain Installation,18.1 - House DB tails,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 18.2 - House DB tails,,Appselec - Site QA,Mains Reticulation,Submain Installation,18.2 - House DB tails,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 18.3 - House DB tails,,Appselec - Site QA,Mains Reticulation,Submain Installation,18.3 - House DB tails,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 18.4 - House DB tails,,Appselec - Site QA,Mains Reticulation,Submain Installation,18.4 - House DB tails,AE-ITCX-010 - Torque Settings
,,Mains Reticulation - Submain Installation - 18.5 - House DB tails,,Appselec - Site QA,Mains Reticulation,Submain Installation,18.5 - House DB tails,AE-ITCX-010 - Torque Settings
