Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Prefab Progress,,,,,
,Scope,,,Prefab,
,Rows,,,,
,,Basement 1,dynamic,Basement 1,Prefab
,,Basement 2,dynamic,Basement 2,Prefab
,,Basement 3,dynamic,Basement 3,Prefab
,,Level 1,dynamic,Level 1,Prefab
,,Level 2,dynamic,Level 2,Prefab
,,Level 3,dynamic,Level 3,Prefab
,,Level 4,dynamic,Level 4,Prefab
,,Level 5,dynamic,Level 5,Prefab
,,Level 6,dynamic,Level 6,Prefab
,,Level 7,dynamic,Level 7,Prefab
,,Level 8,dynamic,Level 8,Prefab
,Columns,,,,
,,Set Out,,Set Out,
,,Attach any relevant documents or photos,,attach any relevant documents or photos,Set Out
,,Panel/ Draw No:,Panel/ Draw No:,attach any relevant documents or photos,Set Out
,,Panel ID:,Panel ID:,attach any relevant documents or photos,Set Out
,,Concrete:,Concrete:,attach any relevant documents or photos,Set Out
,,Drawing Rev No: IFA,Drawing Rev No: IFA,attach any relevant documents or photos,Set Out
,,Drawing Rev No: IFC,Drawing Rev No: IFC,attach any relevant documents or photos,Set Out
,,Panel Thickness:,Panel Thickness:,attach any relevant documents or photos,Set Out
,,Length:,Length:,attach any relevant documents or photos,Set Out
,,Height:,Height:,attach any relevant documents or photos,Set Out
,,Weight,Weight,attach any relevant documents or photos,Set Out
,,Prefab,,Prefab,
,,U Bars Top,,U Bars Top,Prefab
,,Bar Type,Bar Type,U Bars Top,Prefab
,,U Bars Bottom,,U Bars Bottom,Prefab
,,Bar Type,Bar Type,U Bars Bottom,Prefab
,,Sides,,Sides,Prefab
,,Bar Type,Bar Type,Sides,Prefab
,,Trimmer/ Corner Bar Near Side,,Trimmer/ Corner Bar Near Side,Prefab
,,Bar Type,Bar Type,Trimmer/ Corner Bar Near Side,Prefab
,,Central,,Central,Prefab
,,Bar Type,Bar Type,Central,Prefab
,,Far Side,,Far Side,Prefab
,,Bar Type,Bar Type,Far Side,Prefab
,,Bar,,Bar,Prefab
,,A Layer,A Layer,Bar,Prefab
,,B Layer,B Layer,Bar,Prefab
,,C Layer,C Layer,Bar,Prefab
,,D Layer,D Layer,Bar,Prefab
,,Mesh,,Mesh,Prefab
,,A Layer,A Layer,Mesh,Prefab
,,B Layer,B Layer,Mesh,Prefab
,,Mid Layer,Mid Layer,Mesh,Prefab
,,Penos,,Penos,Prefab
,,Rebates Near,,Rebates Near,Prefab
,,Rebates Far,,Rebates Far,Prefab
,,Propoints Near,,Propoints Near,Prefab
,,No Of:,No Of:,Propoints Near,Prefab
,,Propoints Far,,Propoints Far,Prefab
,,No Of:,No Of:,Propoints Far,Prefab
,,Correct Heights for Panel Thickness,,Correct Heights for Panel Thickness,Prefab
,,Grout Tubes - Top,,Grout Tubes - Top,Prefab
,,Diameter,Diameter,Grout Tubes - Top,Prefab
,,No of Lengths,No of Lengths,Grout Tubes - Top,Prefab
,,Grout Tubes - Bottom,,Grout Tubes - Bottom,Prefab
,,Diameter,Diameter,Grout Tubes - Bottom,Prefab
,,No of Lengths,No of Lengths,Grout Tubes - Bottom,Prefab
,,Spouts - Near,,Spouts - Near,Prefab
,,Spouts - Far,,Spouts - Far,Prefab
,,Structural Connections,,Structural Connections,Prefab
,,M16,,M16,Prefab
,,No Of.,No Of.,M16,Prefab
,,M20,,M20,Prefab
,,No Of.,No Of.,M20,Prefab
,,Cast Plate,,Cast Plate,Prefab
,,No Of.,No Of.,Cast Plate,Prefab
,,Correct Heights for Panel Thickness,,Correct Heights for Panel Thickness,Prefab
,,Slab Connections,,Slab Connections,Prefab
,,Type,Type,Slab Connections,Prefab
,,No Of.,No Of.,Slab Connections,Prefab
,,Top,Top,Slab Connections,Prefab
,,Centre,Centre,Slab Connections,Prefab
,,Bottom,Bottom,Slab Connections,Prefab
,,Lifters: GAL Top,,Lifters: GAL Top,Prefab
,,No Of.,No Of.,Lifters: GAL Top,Prefab
,,SWL,SWL,Lifters: GAL Top,Prefab
,,Lifters: GAL Side,,Lifters: GAL Side,Prefab
,,No Of.,No Of.,Lifters: GAL Side,Prefab
