type,name,values,prefix,postfix,usage count,user addable,template name,,,,,,
checklist,"ITP002 - Stripping, Bulk Exc, Fill and Subgrade Prep",,,,,,"ITP002 - Stripping, Bulk Exc, Fill and Subgrade Prep",,,,,,
section,1 Preliminary Activities,,,,,,,,,,,,
checkpoint,1.1 - Inspection and Test Plan,,,,,,,,,,,,
label,Frequency: Prior to commencing works,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Hold Point,,,,,,,,,,,,
label,"○ The Contractor must submit an Inspection and Test Plan to the Principal’s Representative for review, outlining the tests, frequencies of tests, certifications and Hold Points",,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP signed,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Project Engineer/ Principal’s Representative,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,HOLDPOINT AUTHORITY,,,,,,,,,,,,
checkpoint,1.2 - Current Drawings being utilised,,,,,,,,,,,,
label,Frequency: Prior to commencing works,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Current revision drawing is being used including the subcontractors copy.,,,,,,,,,,,,
label,• Current Revision to be obtained via Aconex,,,,,,,,,,,,
label,Reference Documents: Aconex,,,,,,,,,,,,
label,Inspection/ Test Method: Visual Inspection,,,,,,,,,,,,
label,Record of conformity: This ITP signed,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Project Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.3 - Survey,,,,,,,,,,,,
label,Frequency: Prior to commencing works,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• Area has been surveyed, highlighting any areas where excavations should not occur (e.g. exclusion zone)",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• Drawings,,,,,,,,,,,,
label,• Permits,,,,,,,,,,,,
label,Inspection/ Test Method: Visual Inspection,,,,,,,,,,,,
label,Record of conformity: This ITP signed,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Project Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.4 - Native grass,,,,,,,,,,,,
label,Frequency: Prior to commencing works,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• APAM to confirm native grass permit.,,,,,,,,,,,,
label,• Surveyor to mark out the native grass area and place bollards/fencing along the boundary. ,,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• EMP,,,,,,,,,,,,
label,• Native grass ITP No.29,,,,,,,,,,,,
label,Inspection/ Test Method: Visual Inspection,,,,,,,,,,,,
label,Record of conformity: This ITP signed,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,Responsibility: Project Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.5 - Implementation of all measures and controls,,,,,,,,,,,,
label,Frequency: Prior to works,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,"• All necessary measures and controls are being implemented, that is: ",,,,,,,,,,,,
label,"○ PSP, EMP, TMP, SWMS and WP",,,,,,,,,,,,
label,Reference Documents: ,,,,,,,,,,,,
label,• PSP,,,,,,,,,,,,
label,• EMP,,,,,,,,,,,,
label,• TMP,,,,,,,,,,,,
label,• SWMS,,,,,,,,,,,,
label,• WP,,,,,,,,,,,,
label,Inspection/ Test Method: Visual Inspection,,,,,,,,,,,,
label,Record of conformity: This ITP signed,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,Responsibility: Project Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.6 - APAM permits,,,,,,,,,,,,
label,Frequency: Prior to commencing works,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Excavation permit and if working near HV electrical. An Electricity supply Isolation form and cabling permit has been issued from Melbourne Airport,,,,,,,,,,,,
label,• Fulton Hogan Excavation permit issued to plant operators prior to excavation works,,,,,,,,,,,,
label,Reference Documents: Excavation permit,,,,,,,,,,,,
label,Inspection/ Test Method: Approved permits,,,,,,,,,,,,
label,Record of conformity: This ITP signed,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,Responsibility: Project Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.7 - Maintenance of Pavements,,,,,,,,,,,,
label,Frequency: Prior to Commencing Works,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Hold Point,,,,,,,,,,,,
label,"○ Prior to the use of any existing roads within the airport boundary and site access roads, the contractor shall carry out a site inspection and provide a dilapidation report. ",,,,,,,,,,,,
label,Reference Documents: Aconex,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP signed,,,,,,,,,,,,
label,HP,,,,,,,,,,,,
label,Responsibility: Project Engineer/Principal’s Representative,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
holdpoint,HOLDPOINT AUTHORITY,,,,,,,,,,,,
checkpoint,1.8 - Drainage of Earthworks,,,,,,,,,,,,
label,Frequency: Prior to Commencing Works,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Fulton Hogan to submit dewatering plan for each area of the works prior to carrying out any excavations for pavement design subgrade level.,,,,,,,,,,,,
label,• As safely practical the contractor must keep all earthworks free from standing water and must provide sufficient pumps at low points and other special dewatering equipment for the disposal of all water encountered in the excavations.,,,,,,,,,,,,
label,• Including the installation of any design or temporary drainage works to allow for preparedness of pavement construction. ,,,,,,,,,,,,
label,Inspection/ Test Method: Verify,,,,,,,,,,,,
label,Record of conformity: This ITP signed,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,Responsibility: Project Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,1.9 - Plant and Equipment,,,,,,,,,,,,
label,Frequency: Prior to Commencing Works,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• Plant and Equipment used in the works are appropriate to achieve specifications requirements.,,,,,,,,,,,,
label,• All plant inducted and inspected as per Fulton Hogan’s plant safety guidelines.,,,,,,,,,,,,
label,Inspection/ Test Method: Visual Inspection,,,,,,,,,,,,
label,Record of conformity: This ITP signed,,,,,,,,,,,,
label,HP*,,,,,,,,,,,,
label,Responsibility: Project Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
section,2 Stripping/Excavation to Subgrade,,,,,,,,,,,,
checkpoint,2.1 - Site Preparation,,,,,,,,,,,,
label,Frequency: Each lot,,,,,,,,,,,,
label,Acceptance Criteria: ,,,,,,,,,,,,
label,• All excavation and filling will be free draining to low points clear of the Works at all times;,,,,,,,,,,,,
label,"• Sufficient pumps, well-points or other equipment for work area de-watered during the works shall be provided where required.",,,,,,,,,,,,
label,• Existing drainage lines and water mains found to be traversing the site must be removed as shown on drawings. ,,,,,,,,,,,,
label,• Contractor must provide temporary pollution control devices or ponds in existing drainage systems and receiving waters. ,,,,,,,,,,,,
label,Inspection/ Test Method: Visual Inspection,,,,,,,,,,,,
label,Record of conformity: This signed ITP,,,,,,,,,,,,
label,IP,,,,,,,,,,,,
label,Responsibility: Project Engineer,,,,,,,,,,,,
text,Date Completed:,,,,,,,,,,,,
checkpoint,2.2 - Dust control,,,,,,,,,,,,
label,Frequency: Each Lot,,,,,,,,,,,,
