Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Overall Progress,,,,,,,
,Scope,,,Site QA,Resilience Australia,,
,Rows,,,,,,
,,Ground Floor & Interstatial Area,dynamic,Site QA,Resilience Australia,Ground Floor & Interstatial Area,
,,Level 1,dynamic,Site QA,Resilience Australia,Level 1,
,,Preaction & Gas Risks,dynamic,Site QA,Resilience Australia,Preaction & Gas Risks,
,Columns,,,,,,
,,Sprinklers Rough In & Fit Off ,,Sprinklers Rough In & Fit Off ,,,
,,Hydrant Rough In & Fit Off,,Hydrant Rough In & Fit Off,,,
,,Pressure Test (1),,Pressure Test (1),,,
,,Pressure Test (2),,Pressure Test (2),,,
,,Extinguishers,,Extinguishers,,,
,,Fire Electrical Rough In and Fit Off,,Fire Electrical Rough In and Fit Off,,,
,,EWIS Rough in and Fit off ,,EWIS Rough in and Fit off ,,,
,,Sprinkler Control Valves,,Sprinkler Control Valves,,,
,,Hydrant Rough In & Fit Off ,,Hydrant Rough In & Fit Off ,,,
,,Pumps,,Pumps,,,
,,Fire Electrical Rough In and Fit Off ,,Fire Electrical Rough In and Fit Off ,,,
,,EWIS Rough in and Fit off,,EWIS Rough in and Fit off,,,
,,Sprinklers Rough In & Fit Off,,Sprinklers Rough In & Fit Off,,,
,,Gaseous Suppression Rough in & Fit off,,Gaseous Suppression Rough in & Fit off,,,
,,MASDS Rough In & Fit off ,,MASDS Rough In & Fit off ,,,
,,Pre Action Sprinkler Rough In & Fit Off,,Pre Action Sprinkler Rough In & Fit Off,,,
