type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,TST Testing Potable Water (900 kPa Test 3) - [Island Sink],,,,,,TST Testing Potable Water (900 kPa Test 3) - [Island Sink]
checkpoint,This testing procedure conforms with that as set out in AS-3500.1 (2018) &/or AS-3500.4 (2018),,,,,,
checkpoint,Ensure all valves dedicated to isolating the test zone are securely shut off & tagged,,,,,,
checkpoint,Nominate an air purging valve point,,,,,,
checkpoint,Nominate a pressure testing valve point (if none at meter manifold),,,,,,
checkpoint,Ensure isolating valves within the test zone are open as required,,,,,,
checkpoint,"Ensure all terminal open ends i.e. lugged elbows, etc are securely capped off",,,,,,
checkpoint,Slowly open a feeder valve & fill the test zone with water until completely purged of any air,,,,,,
checkpoint,Connect pressure testing device to the nominated test point,,,,,,
checkpoint,Shut off the water feeder valve,,,,,,
checkpoint,Commence testing by slowly increasing pressure up to 900 kPa and hold for 30 minutes,,,,,,
checkpoint,[For Couta System] Release pressure down to 500 kpa and hold briefly,,,,,,
checkpoint,[For Couta System] Rapidly increase shock pressure back to 900 kPa and hold for test duration,,,,,,
checkpoint,Testing is deemed successful if the water pressure remains unchanged after 30 minutes,,,,,,
checkpoint,"If test is successful, slowly release test pressure and return the system back to neutral conditions",,,,,,
checkpoint,Test sticker in visible location,,,,,,
checkpoint,Test result recorded by photo/time/date,,,,,,
checkpoint,Test route/location attached to this Check Point as PDF plan or snap shot with its unique I.D. number.,,,,,,
checkpoint,Failures are to be immediately reported to management for analysis & repatriation,,,,,,
,,,,,,,
checklist-flat,CW Risers (Pumped or Mains Pressure Risers),,,,,,CW Risers (Pumped or Mains Pressure Risers)
checkpoint,This installation and following checks are to comply with AS-3500,,,,,,
checkpoint,"General visual check for pipe damage/leaks, etc",,,,,,
checkpoint,Penetrations are installed,,,,,,
checkpoint,Pipe materials are correct for application,,,,,,
checkpoint,"Pipe-work is designed, installed & sized as per current IFC documentation",,,,,,
checkpoint,Check all valves &/or meter assemblies conform with current documentation,,,,,,
checkpoint,Ensure all risers are installed professionally with no abnormalities,,,,,,
checkpoint,Roll Groove joints are torqued down to manufacturers Instructions,,,,,,
checkpoint,Welded pipe joints are completed,,,,,,
checkpoint,CU pressed pipe joints crimped & witness marked as per manufacturers instructions,,,,,,
checkpoint,XLPE pipe joints are correctly crimped & witness marked as per manufacturers instructions,,,,,,
checkpoint,Pipe penetrations are caulked,,,,,,
checkpoint,Anchors are installed as per manufacturer instructions & compliant with AS3500,,,,,,
