Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,Shipping Container Inspection Checklist,,,,,Yes,Shipping Container Inspection Checklist,c4694b50-25ec-4454-9521-f62c2216e4bf
checkpoint-group,,,section,External Checks,,,,,,,
checkpoint-status,,,checkpoint,Check Visual Inspection of Container to ensure no Surface Damage or Holes,,,,,,,
checkpoint-status,,,checkpoint,Ensure the external surface is clean and no dust/sand,,,,,,,
checkpoint-status,,,checkpoint,Enure there is no Algae growth in the under carriage,,,,,,,
checkpoint-status,,,checkpoint,Ensure Container Identification Number is Visible in all sides,,,,,,,
checkpoint-status,,,checkpoint,Ensure Container Licence Plate is available,,,,,,,
checkpoint-status,,,checkpoint,Ensure the Doors are locked and sealed,,,,,,,
checkpoint-status,,,checkpoint,Clean the Container with Compressed air/water before loading,,,,,,,
checkpoint-status,,,checkpoint,Ensure the Contaner is lashed with the truck after loading,,,,,,,
checkpoint-group,,,section,Internal Checks,,,,,,,
checkpoint-status,,,checkpoint,Ensure Internal Floor/Walls/Ceiling are clean before loading,,,,,,,
checkpoint-status,,,checkpoint,Ensure no Pinholes visible for water ingress & Seal (if any),,,,,,,
checkpoint-status,,,checkpoint,Enure the Timber Floor is intact without any damages,,,,,,,
checkpoint-status,,,checkpoint,Ensure all the materials are loaded as per Packing list,,,,,,,
checkpoint-status,,,checkpoint,Ensure the Materials are protected for any damages,,,,,,,
checkpoint-status,,,checkpoint,Ensure the materials are lashed with internal hooks,,,,,,,
checkpoint-status,,,checkpoint,Ensure the sea container is locked properly at all sides ,,,,,,,
checkpoint-group,,,section,Fumigation,,,,,,,
checkpoint-status,,,checkpoint,Ensure the Modules are Fumigated,,,,,,,
checkpoint-status,,,checkpoint,Attach Fumigation Certificates (If Any),,,,,,,
checkpoint-status,,,checkpoint,TLC - Cleaning & Packing Supervisor/Head Sign-off,,,,,,,
holdpoint,,,signoff,Request signoff,,,,,,,
checkpoint-group,,,section,Delivery Handover Checklist,,,,,,,
checkpoint-status,,,checkpoint,Any comments after Visual inspection,,,,,,,
checkpoint-status,,,checkpoint,TLC - QAQC Sign-off,,,,,,,
holdpoint,,,signoff,Request signoff,,,,,,,
checkpoint-status,,,checkpoint,Shipping Agent Sign-off,,,,,,,
holdpoint,,,signoff,Request signoff,,,,,,,
,,,,,,,,,,,
checklist-sectioned,,,checklist,Module Packing/Loading Inspection Checklist,,,,,Yes,Module Packing/Loading Inspection Checklist,ffa7cace-0bd4-4964-ae5b-ddae487069bc
checkpoint-group,,,section,Internal Checks,,,,,,,
checkpoint-status,,,checkpoint,"Check the internal of module to ensure the floor, cabinet, furnitures and doors are clean and no residual dust",,,,,,,
checkpoint-status,,,checkpoint,Check the sliding door to ensure the door is closed and locked. Place the key inside with plastic strap key chain,,,,,,,
checkpoint-status,,,checkpoint,Check the protection for all items required protection against damage,,,,,,,
checkpoint-status,,,checkpoint,Check all interior door and main door are in closed condition,,,,,,,
checkpoint-status,,,checkpoint,Check all loose pack items are lashed inside modules and protected against damage,,,,,,,
checkpoint-status,,,checkpoint,Check the application of protective membrane wherever required,,,,,,,
checkpoint-status,,,checkpoint,Check the Installation of Temporaray Exposed Walls,,,,,,,
checkpoint-group,,,section,External Checks,,,,,,,
checkpoint-status,,,checkpoint,Visual checks to ensure there is no obvious damage on wrapping of module,,,,,,,
checkpoint-status,,,checkpoint,Check that all exterior surfaces of wrapping is clean,,,,,,,
checkpoint-status,,,checkpoint,Check underneat of Module is cleaned with compressed air and make sure no Dust is present,,,,,,,
checkpoint-status,,,checkpoint,Check corner blocks make sure are clean with air compressor,,,,,,,
checkpoint-status,,,checkpoint,Check the fastening straps around modules are tight,,,,,,,
checkpoint-status,,,checkpoint,Check Polystyrene protection for all items required protection against damage (Windows/Sliding Doors),,,,,,,
checkpoint-status,,,checkpoint,Ensure Riser and Stair case openings are fixed with temporary covers,,,,,,,
checkpoint-status,,,checkpoint,Ensure Hazard Markings and labelling of Access Openings,,,,,,,
checkpoint-status,,,checkpoint,Final check of shrink wrapping for the touch-up welding,,,,,,,
checkpoint-status,,,checkpoint,Ensure Module identification Number is Available,,,,,,,
checkpoint-status,,,checkpoint,Ensure the module is lashed properly on the truck ,,,,,,,
checkpoint-status,,,checkpoint,Ensure the roof truss module/Substructure is lashed and locked properly (if any),,,,,,,
checkpoint-group,,,section,Fumigation,,,,,,,
checkpoint-status,,,checkpoint,Ensure the Modules are Fumigated,,,,,,,
checkpoint-status,,,checkpoint,Attach Fumigation Certificates (If Any),,,,,,,
checkpoint-status,,,checkpoint,TLC - Cleaning & Packing Supervisor/Head Sign-off,,,,,,,
holdpoint,,,signoff,Request signoff,,,,,,,
checkpoint-group,,,section,Delivery Handover Checklist,,,,,,,
checkpoint-status,,,checkpoint,Any comments after Visual inspection,,,,,,,
checkpoint-status,,,checkpoint,TLC - QAQC Sign-off,,,,,,,
holdpoint,,,signoff,Request signoff,,,,,,,
checkpoint-status,,,checkpoint,Shipping Agent Sign-off,,,,,,,
holdpoint,,,signoff,Request signoff,,,,,,,
