Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,EFPQF04 - Pre Action - Sprinkler,,,,,Yes,EFPQF04 - Pre Action - Sprinkler,406cb4f7-ccd4-491f-b50e-d90fbbc346d1
checkpoint-group,,,section,Documentation,,,,,,,
checkpoint-status,,,checkpoint,Confirm correct construction drawings approved for use.,,,,,,,
checkpoint-group,,,section,Incoming Inspection,,,,,,,
checkpoint-status,,,checkpoint,Incoming Inspection - PASS if received in good condition - If not FAIL & Attach Photos/Comments below,,,,,,,
boolean,9aef36b3-79a3-52fd-8841-5b99c7922f38,,tickbox,Fabricated pipework - All pipe galvanised.,,,,,,,
boolean,5972d0e6-a55b-513f-be4a-45d0364eb63d,,tickbox,Fittings - All fittings galvanised.,,,,,,,
boolean,d08fe346-3b61-5e6d-88a1-acaf718629d6,,tickbox,Hangers - All hangers galvanised.,,,,,,,
boolean,ff29940d-a758-5b00-9015-6d919fae039c,,tickbox,Sprinklers.,,,,,,,
boolean,2dc5c9a0-a914-575d-858f-9d1fe95c280e,,tickbox,Valves.,,,,,,,
checkpoint-group,,,section,Installation Rough In / Fit Off,,,,,,,
checkpoint-status,,,checkpoint,Confirm hanger spacing,,,,,,,
label,9100195f-a99d-50e4-8f89-3d6004a5d8a1,,note,25mm - max 4m spacing.,,,,,,,
label,d17d0b81-41ed-50f4-871f-62d5c40ec66a,,note,32 – 100mm - max 5m spacing.,,,,,,,
label,eac96831-a6d3-5c9a-9658-d2c3a7ccc062,,note,≥ 150mm - max 6m spacing.,,,,,,,
checkpoint-status,,,checkpoint,Confirm support at change of direction at 1m max.,,,,,,,
checkpoint-status,,,checkpoint,Confirm support of pipework no more than 1m from end.,,,,,,,
checkpoint-status,,,checkpoint,Confirm support of armpiece exceeding 500mm.,,,,,,,
checkpoint-status,,,checkpoint,Confirm first support of range pipe within 2m of mains.,,,,,,,
checkpoint-status,,,checkpoint,Confirm pipework installed as per drawing.,,,,,,,
checkpoint-status,,,checkpoint,Confirm pipework installed fall back to drain,,,,,,,
checkpoint-status,,,checkpoint,Mains minimum 2mm per 1m.,,,,,,,
checkpoint-status,,,checkpoint,Ranges minimum 4mm per 1m.,,,,,,,
checkpoint-status,,,checkpoint,Confirm sprinklers installed.,,,,,,,
checkpoint-status,,,checkpoint,Confirm sprinkler guards installed.,,,,,,,
checkpoint-group,,,section,Pressure Testing,,,,,,,
checkpoint-status,,,checkpoint,Confirm all open ends plugged.,,,,,,,
checkpoint-status,,,checkpoint,Confirm isolation and drain valves are closed.,,,,,,,
checkpoint-status,,,checkpoint,Fill pipework with air to 50kpa to confirm no open ends.,,,,,,,
checkpoint-status,,,checkpoint,Fill pipework with water to 1600kpa. Hold 2 hours. No pressure loss permitted.,,,,,,,
checkpoint-status,,,checkpoint,Fill pipework with air to 300kpa. Hold for 30 minutes. Pressure loss of 10% (30kpa) permitted.,,,,,,,
checkpoint-status,,,checkpoint,Record pressure test results on Pressure Test Form.,,,,,,,
checkpoint-group,,,section,Pressure Test Report Sheet,,,,,,,
checkpoint-status,,,checkpoint,Test Details & Results,,,,,,,
text,6b3a6052-4fe6-58c4-bde5-8389eef7d421,,textbox,Test number,,,,,,,
select,d4eb77e8-f1d0-5c5a-ae0a-ad98888cbdb7,,dropdown,Select relevant Test Criteria,"PRE-ACTION FIRE SPRINKLERS - HYDROSTATIC TEST – 1600kpa 2 HOURS - NO LOSS, PRE-ACTION FIRE SPRINKLERS - PNEUMATIC TEST – 300kpa 30 MINS - PERMITTED LOSS 10% (30kpa)",,,,,,
text,3b04f0b7-cee4-5be4-add2-1f682b62edb7,,textbox,Start Date,,,,,,,
text,81b58a79-8a38-54df-970d-d9e1ffdff6ab,,textbox,Start Time,,,,,,,
text,6c85620b-6a59-5823-858f-7aa276cb7e31,,textbox,Start Pressure,,,,,,,
text,d06cd18e-74b9-5081-b514-d799ddcbebb8,,textbox,Finish Time,,,,,,,
text,a6ebfcfb-1d71-5e46-af17-4122a998d42f,,textbox,Finish Pressure,,,,,,,
text,76ee7cd6-0b5a-54b6-82c7-3d3ec86503f6,,textbox,Gauge Reference,,,,,,,
checkpoint-status,,,checkpoint,Test completed to specification/drawings & Area left clean/tidy,,,,,,,
label,efc9eca9-f5c9-55eb-b1fe-15f1211a1100,,note,FINAL - Pass when happy to proceed with work(s) (Any issues please comment below),,,,,,,
checkpoint-status,,,checkpoint,Entire Fire Sign-Off (attach signature),,,,,,,
