Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Material Inspections,,,,,,
,Scope,,,material inspection checklists,,
,Rows,,,,,
,,Area 1 Checklists,dynamic,material inspection checklists,area 1 checklists,
,,Area 2 Checklists,dynamic,material inspection checklists,area 2 checklists,
,,Area 2 Checklists - Zone 7 Mickleham Road Occo,dynamic,material inspection checklists,zone 7 mickleham road occo,area 2 checklists
,Columns,,,,,
,,Order Acceptance Certificate - Details:,,order acceptance certificate - details:,,
,,"Subcontractor (full name of Subcontractor, ABN, Subcontractor's ACN and ABN)","Subcontractor (full name of Subcontractor, ABN, Subcontractor's ACN and ABN)",order acceptance certificate - details:,,
,,Order No.:,Order No.:,order acceptance certificate - details:,,
,,Delivery Site:,Delivery Site:,order acceptance certificate - details:,,
,,Date on which materials delivered:,Date on which materials delivered:,order acceptance certificate - details:,,
,,Inspecting Engineer:,Inspecting Engineer:,order acceptance certificate - details:,,
,,Delivery vehicle (registration number):,Delivery vehicle (registration number):,order acceptance certificate - details:,,
,,Subcontractor's delivery personnel (full name),Subcontractor's delivery personnel (full name),order acceptance certificate - details:,,
,,Subcontractor checked all Materials included in delivery & satisfied all Materials comply with Subcontract,,the subcontractor has checked all materials included in this delivery and is satisfied that all of the materials comply with the subcontract.,,
,,Fault ID:,,fault id:,,
,,1),,1),,
,,1) Item ID:,Item ID:,1),,
,,1) Item description:,Item description:,1),,
,,1) Units ordered:,Units ordered:,1),,
,,1) Units delivered:,Units delivered:,1),,
,,1) Special Storage/ Handling Requirements?,Special Storage/ Handling Requirements?,1),,
,,1) Confirmation of receipt of Units delivered,Confirmation of receipt of Units delivered. [Subcontractor does not complete. Contractor will initial on receipt.],1),,
,,1) QA Docs Delivered?,QA Docs Delivered?,1),,
,,1) Defective?,Defective?,1),,
,,1) Number Accepted / Number Rejected?,Number Accepted / Number Rejected?,1),,
,,1) Fault ID:,Fault ID:,1),,
,,2),,2),,
,,2) Item ID:,Item ID:,2),,
,,2) Item description:,Item description:,2),,
,,2) Units ordered:,Units ordered:,2),,
,,2) Units delivered:,Units delivered:,2),,
,,2) Special Storage/ Handling Requirements?,Special Storage/ Handling Requirements?,2),,
,,2) Confirmation of receipt of Units delivered,Confirmation of receipt of Units delivered. [Subcontractor does not complete. Contractor will initial on receipt.],2),,
,,2) QA Docs Delivered?,QA Docs Delivered?,2),,
,,2) Defective?,Defective?,2),,
,,2) Number Accepted / Number Rejected?,Number Accepted / Number Rejected?,2),,
