Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
ITP 0001 - Clearing & Grubbing,,,,,
,Scope,,,ITP 0001 - Clearing & Grubbing,
,Rows,,,,
,,Area 1,dynamic,Area 1,ITP 0001 - Clearing & Grubbing
,,Area 2,dynamic,Area 2,ITP 0001 - Clearing & Grubbing
,Columns,,,,
,,1.1 Induction,,1.1 Induction,
,,"1.2 Safety measures are in place, SWMS undertaken",,"1.2 Safety measures are in place, SWMS undertaken",
,,1.3 Check that current revision drawings are being used,,1.3 Check that current revision drawings are being used,
,,1.4 Confirm understanding of current EMP related to the work area & that all prescribed environmental controls are in place,,1.4 Confirm understanding of current EMP related to the work area and that all prescribed environmental controls are in place,
,,1.5 Excavation Permit issued,,1.5 Excavation Permit issued,
,,1.6 Traffic Management (When required),,1.6 Traffic Management (When required),
,,1.7 Vegetation Removal Permit (if required),,1.7 Vegetation Removal Permit (if required),
,,1.8 Extent of Clearing & Grubbing,,1.8 Extent of Clearing and Grubbing,
,,2.1 Identification of Cultural Heritage sites & areas of Cultural Significance,,2.1 Identification of Cultural Heritage sites and areas of Cultural Significance,
,,2.2 Stockpiling,,2.2 Stockpiling,
,,2.3 Stripping of topsoil,,2.3 Stripping of topsoil,
,,2.4 Removal of abandoned services,,2.4 Removal of abandoned services,
,,2.5 Clearing of Trees & Vegetation,,2.5 Clearing of Trees and Vegetation,
,,2.6 Clearing Process,,2.6 Clearing Process,
,,2.7 Grubbing of vegetation,,2.7 Grubbing of vegetation,
,,3.1 Disposal of vegetation,,3.1 Disposal of vegetation,
,,3.2 Topsoil Placement,,3.2 Topsoil Placement,
,,Final Inspection,,Final Inspection,
,,,,,
"ITP 0006 - Excavation, Fill With Type B & Subgrade Prep",,,,,
,Scope,,,"ITP 0006 - Excavation, Fill With Type B & Subgrade Prep",
,Rows,,,,
,,Area 1,dynamic,Area 1,"ITP 0006 - Excavation, Fill With Type B & Subgrade Prep"
,,Area 2,dynamic,Area 2,"ITP 0006 - Excavation, Fill With Type B & Subgrade Prep"
,Columns,,,,
,,1.1 - Check that current revision drawings are being used,,1.1 - Check that current revision drawings are being used,
,,1.2 - Excavation Permit issued,,1.2 - Excavation Permit issued,
,,1.3 - Re-Use of insitu material,,1.3 - Re-Use of insitu material,
,,1.4 - Type B Material Approval,,1.4 - Type B Material Approval,
,,1.4 - Type B Material Approval - Teambinder Approval number,Teambinder Approval number,1.4 - Type B Material Approval,
,,2.1 - Survey set-out,,2.1 - Survey set-out,
,,2.2 - Ground water,,2.2 - Ground water,
,,2.3 - Acceptance of Rock Subgrade (when applicable),,2.3 - Acceptance of Rock Subgrade (when applicable),
,,2.4 - Proof Roll - Cut Floor,,2.4 - Proof Roll - Cut Floor,
,,2.5 - Compaction Testing,,2.5 - Compaction Testing,
,,2.6 - Survey Pickup,,2.6 - Survey Pickup,
,,3.1 - Placement of Fill,,3.1 - Placement of Fill,
,,3.2 - Preparation of final surface - Subgrade,,3.2 - Preparation of final surface - Subgrade,
,,3.3 - Trimming & level conformity,,3.3 - Trimming and level conformity,
,,3.4 - Proof Roll - Top of fill layer,,3.4 - Proof Roll - Top of fill layer,
,,3.5 - Post-compaction Testing,,3.5 - Post-compaction Testing,
,,3.6 - Survey Pickup - Top of subgrade,,3.6 - Survey Pickup - Top of subgrade,
,,4.1 - Survey As-Built,,4.1 - Survey As-Built,
,,4.2 - Non-conformance Closure,,4.2 - Non-conformance Closure,
,,4.2 - Non-conformance Closure - CAMS Case Number(s),CAMS Case Number(s),4.2 - Non-conformance Closure,
,,4.3 - Red Line Markups,,4.3 - Red Line Markups,
,,4.3 - Red Line Markups - RFI References,RFI References,4.3 - Red Line Markups,
,,4.4 - Final Inspection,,4.4 - Final Inspection,
,,Final Inspection,,Final Inspection,
,,,,,
ITP 0007 - Fill With Material Type A,,,,,
,Scope,,,ITP 0007 - Fill With Material Type A,
,Rows,,,,
,,Area 1,dynamic,Area 1,ITP 0007 - Fill With Material Type A
,,Area 2,dynamic,Area 2,ITP 0007 - Fill With Material Type A
,Columns,,,,
,,1.1 - Check that current revision drawings are being used,,1.1 - Check that current revision drawings are being used,
,,1.2 - Excavation Permit issued,,1.2 - Excavation Permit issued,
,,1.3 - Type A Material Approval,,1.3 - Type A Material Approval,
,,1.3 - Type A Material Approval - Teambinder Approval number:,Teambinder Approval number:,1.3 - Type A Material Approval,
,,1.4 - Review of Subgrade Test Roll,,1.4 - Review of Subgrade Test Roll,
,,Subgrade ITP Number:,,Subgrade ITP Number:,
,,2.1 - Survey set-out,,2.1 - Survey set-out,
,,2.2 - Placement of Fill,,2.2 - Placement of Fill,
,,2.2 - Placement of Fill - RFI Number:,RFI Number:,2.2 - Placement of Fill,
,,2.5 - Preparation of final surface,,2.5 - Preparation of final surface,
,,2.7 - Proof Roll - Top of placed layer,,2.7 - Proof Roll - Top of placed layer,
,,2.8 - Post-compaction Testing,,2.8 - Post-compaction Testing,
,,3.1 - Survey As-Built,,3.1 - Survey As-Built,
,,3.2 - Non-conformance Closure,,3.2 - Non-conformance Closure,
,,3.2 - Non-conformance Closure - CAMS Case Number(s):,CAMS Case Number(s):,3.2 - Non-conformance Closure,
,,3.3 - Red Line Markups,,3.3 - Red Line Markups,
,,3.4 - Final Inspection,,3.4 - Final Inspection,
,,Final Inspection,,Final Inspection,
,,,,,
ITP 0009 - Unbound Pavements,,,,,
,Scope,,,ITP 0009 - Unbound Pavements,
,Rows,,,,
,,Area 1,dynamic,Area 1,ITP 0009 - Unbound Pavements
,,Area 2,dynamic,Area 2,ITP 0009 - Unbound Pavements
,Columns,,,,
,,1.1 - Induction,,1.1 - Induction,
,,1.2 - Check that current revision drawings are being used,,1.2 - Check that current revision drawings are being used,
,,1.3 - Confirm understanding of current Environment Management Plan (EMP) related to the work area & that all prescribed environmental controls are in place,,1.3 - Confirm understanding of current Environment Management Plan (EMP) related to the work area and that all prescribed environmental controls are in place,
,,"1.4 - Safety measures are in place, Safe Work Method Statement (SWMS) undertaken",,"1.4 - Safety measures are in place, Safe Work Method Statement (SWMS) undertaken",
,,1.5 - Crushed Rock Mix design,,1.5 - Crushed Rock Mix design,
,,1.6 - Excavation Permit issued,,1.6 - Excavation Permit issued,
