Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Building B - Lower Ground,dynamic,Site QA,Building B,Lower Ground
,,Building B - Ground,dynamic,Site QA,Building B,Ground
,,Building B - Level 1,dynamic,Site QA,Building B,Level 1
,,Building B - Level 2,dynamic,Site QA,Building B,Level 2
,,Building B - Level 3,dynamic,Site QA,Building B,Level 3
,,Building B - Level 4,dynamic,Site QA,Building B,Level 4
,,Building B - Level 5,dynamic,Site QA,Building B,Level 5
,,Building B - Level 6,dynamic,Site QA,Building B,Level 6
,,Building B - Level 7,dynamic,Site QA,Building B,Level 7
,,Building B - Level 8,dynamic,Site QA,Building B,Level 8
,,Building B - Level 9,dynamic,Site QA,Building B,Level 9
,,Building B - Level 10,dynamic,Site QA,Building B,Level 10
,,Building B - Level 11,dynamic,Site QA,Building B,Level 11
,,Building B - Level 12,dynamic,Site QA,Building B,Level 12
,,Building B - Level 13,dynamic,Site QA,Building B,Level 13
,,Building D - Ground,dynamic,Site QA,Building D,Ground
,,Building D - Level 1,dynamic,Site QA,Building D,Level 1
,,Building D - Level 2,dynamic,Site QA,Building D,Level 2
,,Building D - Level 3,dynamic,Site QA,Building D,Level 3
,,Building D - Level 4,dynamic,Site QA,Building D,Level 4
,,Building D - Level 5,dynamic,Site QA,Building D,Level 5
,,Building E - Ground,dynamic,Site QA,Building E,Ground
,,Building E - Level 1,dynamic,Site QA,Building E,Level 1
,,Building E - Level 2,dynamic,Site QA,Building E,Level 2
,,Building E - Level 3,dynamic,Site QA,Building E,Level 3
,,Building E - Level 4,dynamic,Site QA,Building E,Level 4
,,Building E - Level 5,dynamic,Site QA,Building E,Level 5
,Columns,,,,,
,,Wall Set Out,,Wall Set Out.,,
,,Wall Framing,,Wall Framing.,,
,,Wall Sheeting,,Wall Sheeting.,,
,,Wall Finishing,,Wall Finishing.,,
,,Plaster Walls,,Plaster Walls,,
,,Ceilings,,Ceilings,,
,,Ceilings (grid/sheeting),,Ceilings (grid/sheeting),,
,,Speedpanel,,Speedpanel,,
,,Soffit Lining,,Soffit Lining,,
