resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,step,,,QA Documentation,,,,,,,,
,,,,step,,,,Quality Management Plan ,,,,,,,
,,,,step,,,,Drawings ,,,,,,,
,,,,step,,,,,AE Smith Construction Drawing,,,,,,
,,,,step,,,,,,X,,,,,
,,,,step,,,,,,Y,,,,,
,,,,step,,,,,,Z,,,,,
,,,,step,,,,,Consultant,,,,,,
,,,,step,,,,,,X,,,,,
,,,,step,,,,,,Y,,,,,
,,,,step,,,,,,Z,,,,,
,,,,step,,,,,Seismic ,,,,,,
,,,,step,,,,,,X,,,,,
,,,,step,,,,,,Y,,,,,
,,,,step,,,,,,Z,,,,,
,,,,step,,,,Producer Statement Design,,,,,,,
,,,,step,,,,,Building / Area,,,,,,
,,,,step,,,,,,PS 1,,,,,
,,,,step,,,,,,PS 3,,,,,
,,,,step,,,,,,PS 4,,,,,
,,,,step,,,,BMS,,,,,,,
,,,,step,,,,,Building / Area,,,,,,
,,,,step,,,,,,X,,,,,
,,,,step,,,,,,Y,,,,,
,,,,step,,,,,,Z,,,,,
,,,,step,,,,Electrical ,,,,,,,
,,,,step,,,,,Building / Area,,,,,,
,,,,step,,,,,,COC's,,,,,
,,,,step,,,,,,,X,,,,
,,,,step,,,,,,,Y,,,,
,,,,step,,,,,,,Z,,,,
,,,,step,,,,Specifications Document ,,,,,,,
,,,,step,,,,,HTM_02-01_Part A,,,,,,
,,,,step,,,,General,,,,,,,
,,,,step,,,,,X,,,,,,
,,,,step,,,,,Y,,,,,,
,,,,step,,,,,Z,,,,,,
,,,,step,,,,Photos,,,,,,,
,,,,step,,,,,X,,,,,,
,,,,step,,,,,Y,,,,,,
,,,,step,,,,,Z,,,,,,
,,,,step,,,Admin Block ,,,,,,,,
,,,,step,,,,AB- MD100 Ventilation,,,,,,,
,,,,step,,,,,Mechanical QA,,,,,,
Fan Coil Units ,External Acoustic Insulation (FCU's),Condensate Insulation,,folder-with-checklists,,,,,,AB-IU1 ,,,,,
