Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Apartments Commissioning (Ground),,,,,,,,
,Scope,,,Site QA,Commissioning,Apartment (s),,
,Rows,,,,,,,
,,Ground - G-01,dynamic,Site QA,Commissioning,Apartment (s),Ground,G-01
,,Ground - G-02,dynamic,Site QA,Commissioning,Apartment (s),Ground,G-02
,,Ground - G-03,dynamic,Site QA,Commissioning,Apartment (s),Ground,G-03
,,Ground - G-04,dynamic,Site QA,Commissioning,Apartment (s),Ground,G-04
,,Ground - G-05,dynamic,Site QA,Commissioning,Apartment (s),Ground,G-05
,,Ground - G-06,dynamic,Site QA,Commissioning,Apartment (s),Ground,G-06
,,Ground - G-07,dynamic,Site QA,Commissioning,Apartment (s),Ground,G-07
,,Ground - G-08,dynamic,Site QA,Commissioning,Apartment (s),Ground,G-08
,Columns,,,,,,,
,,System energised,,System is energised,,,,
,,System labelled at SB,,System is labelled at SB,,,,
,,Power isolation at equipment installed,,Power isolation at equipment installed (isolator lead/PB),,,,
,,Wall Controller installed,,Wall Controller is installed,,,,
,,Wall Controller mounted level,,Wall Controller is mounted level,,,,
,,Wall Controller initial setup complete,,Wall Controller initial setup is complete (i.e. time and date),,,,
,,Drain termination point accessible,,Drain termination point accessible and complete,,,,
,,Drain terminated at termination point,,Drain has been terminated correctly at termination point (TAKE PHOTO),,,,
,,Access/Access Panel installed at Indoor Unit,,Access/Access Panel is installed at Indoor Unit,,,,
,,Access to service electrical/test drains/access filters,,"Access is sufficient to service electrical, test drains and access filters",,,,
,,Return Air Filters installed,,Return Air Filters are installed,,,,
,,Drain installed at indoor unit,,Drain is installed correctly at indoor unit,,,,
,,Drain passed flow test,,Drain passed flow test,,,,
,,Model/Serial numbers clearly visible,,Model and Serial numbers are clearly visible (TAKE PHOTO),,,,
,,Unit installed & mounted,,Unit installed and mounted correctly,,,,
,,Pipes & Flare Connections fully insulated,,Pipes and Flare Connections are fully insulated,,,,
,,Fan operating & free of vibration,,Fan operating and free of vibration,,,,
,,Fan free of obstruction,,Fan is free of obstruction,,,,
,,Grilles installed (level/without obstruction),,Grilles installed correctly (level and without obstruction),,,,
,,Strings removed from damper,,Strings removed from damper IF APPLICABLE,,,,
,,Airflow measured to meet design RECORD AIRFLOW,,Airflow is measured to meet design RECORD AIRFLOW (design/actual) (l/s),,,,
,,Record Fan Speed & Static Pressure at time of Airflow,,Record Fan Speed and Static Pressure Setting at time of Airflow measurement,,,,
,,Record Temperature Difference in heating (K),,Record Temperature Difference in heating (K),,,,
,,Other Comments/Notes,,Other Comments or Notes,,,,
,,System Vacced & Gassed,,System Vacced and Gassed,,,,
,,Electrical fit off & labelled at MSSB/SB,,Electrical fit off and correctly labelled at MSSB/SB,,,,
,,Lockable Isolation device installed at outdoor unit,,Lockable Isolation device is installed at outdoor unit,,,,
,,Outdoor Unit clearly labelled for identification,,Outdoor Unit is correctly and clearly labelled for identification,,,,
,,Unit mounted securely,,Unit is mounted securely (TAKE PHOTO),,,,
,,Unit installed on anti-vibration pads,,Unit is installed on anti-vibration pads,,,,
,,Model/Serial number are visible,,Model and Serial number are clearly visible (TAKE PHOTO),,,,
,,Pipes fully insulated,,Pipes are fully insulated,,,,
,,Electrical conduit secure & no cable is visible,,Electrical conduit is secure and no cable is visible,,,,
,,Drain correctly terminated,,Drain correctly terminated,,,,
,,Drain flow tested & good,,Drain flow tested and good,,,,
,,All Ductwork on System complete,,All Ductwork on System is complete,,,,
,,All Dampers installed as per drawings,,All Dampers are installed as per drawings,,,,
