type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,First Fix - 2JS,,,,,,,
section,Details,,,,,,,
checkpoint,Cable Rough In - Ceilings,,,,,,,
checkpoint,Cable Rough In - Walls,,,,,,,
checkpoint,Cable at Corridor Light/DCV Location,,,,,,,
checkpoint,Station Cut out / Flush box in correction location per room elevations,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
checkpoint,Minimum of 50 mm separation from parallel power cables and data cables (excludes ELV),,,,,,,
checkpoint,All cables have slack either side of full height walls,,,,,,,
checkpoint,All flush boxes in acoustic walls do not degrade acoustic performance either by positioning or acoustic treatment.,,,,,,,
checkpoint,Fire rating applied to all flush boxes in FR walls,,,,,,,
,,,,,,,,
checklist,Second Fix - 2JS,,,,,,,
section,Details,,,,,,,
checkpoint,Cables terminated correctly,,,,,,,
checkpoint,Station Fit off and Installed,,,,,,,
checkpoint,Station sealed with silicone (wet locations),,,,,,,
checkpoint,Station Addressed (DIP Switches),,,,,,,
,,,,,,,,
,,,,,,,,
checklist,First Fix - Ca,,,,,,,
section,Details,,,,,,,
checkpoint,Cable Rough In - Run patch lead from structured cable port to clock location as per elevations,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
checkpoint,Minimum of 50 mm separation from parallel power cables and data cables (excludes ELV),,,,,,,
checkpoint,All cables have slack either side of full height walls,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
checkpoint,All cables have slack either side of full height walls,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Second Fix - Ca,,,,,,,
section,Details,,,,,,,
checkpoint,Clock fixed onto correct location per room elevations,,,,,,,
checkpoint,Patch lead connected from structured cabling port to clock,,,,,,,
,,,,,,,,
checklist,First Fix - EC,,,,,,,
section,Details,,,,,,,
checkpoint,Cable Rough In - Ceilings,,,,,,,
checkpoint,Cable Rough In - Walls,,,,,,,
checkpoint,Cable at Corridor Light/DCV Location,,,,,,,
checkpoint,Station Cut out / Flush box in correction location per room elevations,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
checkpoint,Minimum of 50 mm separation from parallel power cables and data cables (excludes ELV),,,,,,,
checkpoint,All cables have slack either side of full height walls,,,,,,,
checkpoint,All flush boxes in acoustic walls do not degrade acoustic performance either by positioning or acoustic treatment.,,,,,,,
checkpoint,Fire rating applied to all flush boxes in FR walls,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Second Fix - EC,,,,,,,
section,Details,,,,,,,
checkpoint,Cables terminated correctly,,,,,,,
checkpoint,Station Fit off and Installed,,,,,,,
checkpoint,Station sealed with silicone (wet locations),,,,,,,
checkpoint,Station Addressed (DIP Switches),,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Second Fix - HMF,,,,,,,
section,Details,,,,,,,
checkpoint,Install MFH Cradle to wall location,,,,,,,
checkpoint,Plug in MFH into master device,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
,,,,,,,,
checklist,Second Fix - H1Bj,,,,,,,
section,Details,,,,,,,
checkpoint,Install H1Bj Cradle to wall location,,,,,,,
checkpoint,Plug in H1Bj into master device,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,First Fix - NC,,,,,,,
section,Details,,,,,,,
checkpoint,Cable Rough In - Ceilings,,,,,,,
checkpoint,Cable Rough In - Walls,,,,,,,
checkpoint,Cable at Corridor Light/DCV Location,,,,,,,
checkpoint,Station Cut out / Flush box in correction location per room elevations,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
checkpoint,Minimum of 50 mm separation from parallel power cables and data cables (excludes ELV),,,,,,,
checkpoint,All cables have slack either side of full height walls,,,,,,,
checkpoint,All flush boxes in acoustic walls do not degrade acoustic performance either by positioning or acoustic treatment.,,,,,,,
checkpoint,Fire rating applied to all flush boxes in FR walls,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Second Fix - NC,,,,,,,
section,Details,,,,,,,
checkpoint,Cables terminated correctly,,,,,,,
checkpoint,Station Fit off and Installed,,,,,,,
checkpoint,Station sealed with silicone (wet locations),,,,,,,
checkpoint,Station Addressed (DIP Switches),,,,,,,
,,,,,,,,
checklist,First Fix - PC,,,,,,,
section,Details,,,,,,,
checkpoint,Cable Rough In - Ceilings,,,,,,,
checkpoint,Cable Rough In - Walls,,,,,,,
checkpoint,Cable at Corridor Light/DCV Location,,,,,,,
checkpoint,Station Cut out / Flush box in correction location per room elevations,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
checkpoint,Minimum of 50 mm separation from parallel power cables and data cables (excludes ELV),,,,,,,
checkpoint,All cables have slack either side of full height walls,,,,,,,
checkpoint,All flush boxes in acoustic walls do not degrade acoustic performance either by positioning or acoustic treatment.,,,,,,,
checkpoint,Fire rating applied to all flush boxes in FR walls,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Second Fix - PC,,,,,,,
section,Details,,,,,,,
checkpoint,Cables terminated correctly,,,,,,,
checkpoint,Station Fit off and Installed,,,,,,,
checkpoint,Station sealed with silicone (wet locations),,,,,,,
checkpoint,Station Addressed (DIP Switches),,,,,,,
,,,,,,,,
,,,,,,,,
checklist,First Fix - SA,,,,,,,
section,Details,,,,,,,
checkpoint,Cable Rough In - Ceilings,,,,,,,
checkpoint,Cable Rough In - Walls,,,,,,,
checkpoint,Cable at Corridor Light/DCV Location,,,,,,,
checkpoint,Station Cut out / Flush box in correction location per room elevations,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
checkpoint,Minimum of 50 mm separation from parallel power cables and data cables (excludes ELV),,,,,,,
checkpoint,All cables have slack either side of full height walls,,,,,,,
checkpoint,All flush boxes in acoustic walls do not degrade acoustic performance either by positioning or acoustic treatment.,,,,,,,
checkpoint,Fire rating applied to all flush boxes in FR walls,,,,,,,
,,,,,,,,
checklist,Second Fix - SA,,,,,,,
section,Details,,,,,,,
checkpoint,Cables terminated correctly,,,,,,,
checkpoint,Station Fit off and Installed,,,,,,,
checkpoint,Station sealed with silicone (wet locations),,,,,,,
checkpoint,Station Addressed (DIP Switches),,,,,,,
,,,,,,,,
,,,,,,,,
checklist,First Fix - SP,,,,,,,
section,Details,,,,,,,
checkpoint,Cable Rough In - Ceilings,,,,,,,
checkpoint,Cable Rough In - Walls,,,,,,,
checkpoint,Cable at Corridor Light/DCV Location,,,,,,,
checkpoint,Station Cut out / Flush box in correction location per room elevations,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
checkpoint,Minimum of 50 mm separation from parallel power cables and data cables (excludes ELV),,,,,,,
checkpoint,All cables have slack either side of full height walls,,,,,,,
checkpoint,All flush boxes in acoustic walls do not degrade acoustic performance either by positioning or acoustic treatment.,,,,,,,
checkpoint,Fire rating applied to all flush boxes in FR walls,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Second Fix - SP,,,,,,,
section,Details,,,,,,,
checkpoint,Cables terminated correctly,,,,,,,
checkpoint,Station Fit off and Installed,,,,,,,
checkpoint,Station sealed with silicone (wet locations),,,,,,,
checkpoint,Station Addressed (DIP Switches),,,,,,,
,,,,,,,,
checklist,First Fix - CLc,,,,,,,
section,Details,,,,,,,
checkpoint,Cable Rough In - Ceilings,,,,,,,
checkpoint,Cable at Corridor Light/DCV Location,,,,,,,
checkpoint,Corridor Light cut out in correct location as per Shop Drawings / RCP,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
checkpoint,Minimum of 50 mm separation from parallel power cables and data cables (excludes ELV),,,,,,,
checkpoint,All cables have slack either side of full height walls,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Second Fix - CLc,,,,,,,
section,Details,,,,,,,
checkpoint,Cables terminated at T-Tap correctly,,,,,,,
checkpoint,Corridor Light Fit Off & Installed (Back plate facing correct direction),,,,,,,
checkpoint,"Service loop neat, taped and no more the 2m long",,,,,,,
checkpoint,Addressed (Dip Switches),,,,,,,
checkpoint,Station M-Net runs connected to correct ports (R5),,,,,,,
,,,,,,,,
,,,,,,,,
checklist,First Fix - CLmc,,,,,,,
section,Details,,,,,,,
checkpoint,Cable Rough In - Ceilings,,,,,,,
checkpoint,Cable at Corridor Light/DCV Location,,,,,,,
checkpoint,Corridor Light cut out in correct location as per Shop Drawings / RCP,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
checkpoint,Minimum of 50 mm separation from parallel power cables and data cables (excludes ELV),,,,,,,
checkpoint,All cables have slack either side of full height walls,,,,,,,
,,,,,,,,
checklist,Second Fix - CLmc,,,,,,,
section,Details,,,,,,,
checkpoint,Cables terminated correctly,,,,,,,
checkpoint,Mini Corridor Light Fit off and Installed,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,First Fix - EPS,,,,,,,
section,Details,,,,,,,
checkpoint,Cable Rough In - Ceilings,,,,,,,
checkpoint,Cable Rough In - Walls,,,,,,,
checkpoint,Cable at Corridor Light/DCV Location,,,,,,,
checkpoint,Station Cut out / Flush box in correction location per room elevations,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
checkpoint,Minimum of 50 mm separation from parallel power cables and data cables (excludes ELV),,,,,,,
checkpoint,All cables have slack either side of full height walls,,,,,,,
checkpoint,All flush boxes in acoustic walls do not degrade acoustic performance either by positioning or acoustic treatment.,,,,,,,
checkpoint,Fire rating applied to all flush boxes in FR walls,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Second Fix - EPS,,,,,,,
section,Details,,,,,,,
checkpoint,Cables terminated correctly,,,,,,,
checkpoint,Station Fit off and Installed,,,,,,,
checkpoint,Station sealed with silicone (wet locations),,,,,,,
checkpoint,Station Addressed (DIP Switches),,,,,,,
,,,,,,,,
checklist,First Fix - NCAP,,,,,,,
section,Details,,,,,,,
checkpoint,Cable Roughed In through ceiling & coiled at Annunciator location per the RCP/NC Shop Drawing,,,,,,,
checkpoint,Cable terminated with RG-6 Compression Crimp,,,,,,,
checkpoint,Cable dressed into nominated Comms Rack and Labelled per the NC Shop drawings,,,,,,,
checkpoint,Materials align with spec/submitted products,,,,,,,
checkpoint,All cables have slack either side of full height walls,,,,,,,
,,,,,,,,
