Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Defects,,,,,
,Scope,,,Defects,
,Rows,,,,
,,Fulton Hogan,dynamic,Defects,Fulton Hogan
,,Subcontractors,dynamic,Defects,Subcontractors
,Columns,,,,
,,Defect Identification,,Defect Identification,
,,Identified on (date):,Identified on (date):,Defect Identification,
,,Identified by:,Identified by:,Defect Identification,
,,Process:,Process:,Defect Identification,
,,Area:,Area:,Defect Identification,
,,Location:,Location:,Defect Identification,
,,Client Reference (if any):,Client Reference (if any):,Defect Identification,
,,CAMS NO. (if applicable):,CAMS NO. (if applicable):,Defect Identification,
,,Description,Description,Defect Identification,
,,Photo Attached,Photo Attached,Defect Identification,
,,Defect Rectification,,Defect Rectification,
,,Completion Date:,Completion Date:,Defect Rectification,
,,Defect rectification accepted & closed (signed off by FH & Client),,Defect rectification accepted and closed (signed off by FH & Client),
,,Date Completed:,Date Completed:,Defect rectification accepted and closed (signed off by FH & Client),
,,Fulton Hogan Representative,Fulton Hogan Representative,Defect rectification accepted and closed (signed off by FH & Client),
,,Client Representative,Client Representative,Defect rectification accepted and closed (signed off by FH & Client),
,,Date Signed off,Date Signed off,Defect rectification accepted and closed (signed off by FH & Client),
,,Request Approval,,Request Approval,
