"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","Drainage","",,,1,"Yes","Add Drainage checks","0379271e-6998-4be0-aff1-d968a861619e"
"checkpoint-group",,"","section","Storm Water"
"checkpoint-status",,"","checkpoint","Plans correct issue and construction set"
"checkpoint-status",,"","checkpoint","Check set out from builders"
"checkpoint-status",,"","checkpoint","Check Plans for correct sizing and pipe material"
"checkpoint-status",,"","checkpoint","All Falls achieved as per plans"
"checkpoint-status",,"","checkpoint","All Manholes hauched as per code"
"checkpoint-status",,"","checkpoint","All Cesspits, Manholes installed to correct heights"
"checkpoint-status",,"","checkpoint","All Trenches compacted with compactor"
"checkpoint-status",,"","checkpoint","Subgrade Scala test ever 10m - 3 Blows per 100mm"
"checkpoint-status",,"","checkpoint","Backfill in layers of 300mm and test every 10m - 3 Blows per 100mm"
"checkpoint-status",,"","checkpoint","Pipes tested for inspection"
"checkpoint-status",,"","checkpoint","Rainwater Tank installed as per engineers report"
"checkpoint-status",,"","checkpoint","Photos Taken"
"checkpoint-status",,"","checkpoint","Inspection passed"
"checkpoint-status",,"","checkpoint","Engineer Inspected"
"checkpoint-status",,"","checkpoint","Mark up drawings Done"
"checkpoint-group",,"","section","Sewer"
"checkpoint-status",,"","checkpoint","Plans correct issue and construction set"
"checkpoint-status",,"","checkpoint","Check Plans for correct sizing and pipe material"
"checkpoint-status",,"","checkpoint","All Falls achieved as per plans"
"checkpoint-status",,"","checkpoint","All Manholes hauched as per code"
"checkpoint-status",,"","checkpoint","All Manholes installed to correct heights"
"checkpoint-status",,"","checkpoint","All Trenches compacted with compactor"
"checkpoint-status",,"","checkpoint","Subgrade Scala test ever 10m - 3 Blows per 100mm"
"checkpoint-status",,"","checkpoint","Backfill in layers of 300mm and test every 10m - 3 Blows per 100mm"
"checkpoint-status",,"","checkpoint","All ORG and RE installed as per plan"
"checkpoint-status",,"","checkpoint","Pipes tested for inspection"
"checkpoint-status",,"","checkpoint","Inspection passed"
"checkpoint-status",,"","checkpoint","Mark up drawings Done"
"checkpoint-status",,"","checkpoint","Photos Taken"
"checkpoint-group",,"","section","Water Mains and Infrastructure"
"checkpoint-status",,"","checkpoint","Plans correct issue and construction set"
"checkpoint-status",,"","checkpoint","Check Plans for correct sizing and pipe material"
"checkpoint-status",,"","checkpoint","EF welding completed by a certified welder"
"checkpoint-status",,"","checkpoint","Subgrade Scala test ever 10m - 3 Blows per 100mm"
"checkpoint-status",,"","checkpoint","Backfill in layers of 300mm and test every 10m - 3 Blows per 100mm"
"checkpoint-status",,"","checkpoint","Water Main flushed ready for connection - Fire Main 1600L/Min at 250KPA"
"checkpoint-status",,"","checkpoint","Pipes tested for inspection"
"checkpoint-status",,"","checkpoint","Chlorination of Pipe work completed as per TCC IDC Code"
"checkpoint-status",,"","checkpoint","E Coli Test done and Passed"
"checkpoint-status",,"","checkpoint","Warning tape installed"
"checkpoint-status",,"","checkpoint","All Trenches compacted with compactor"
"checkpoint-status",,"","checkpoint","Inspection passed"
"checkpoint-status",,"","checkpoint","Mark up drawings Done"
"checkpoint-status",,"","checkpoint","Photos Taken"
"checkpoint-group",,"","section","Dewatering"
"checkpoint-status",,"","checkpoint","Pumps supplied able to do flow rates required"
"checkpoint-status",,"","checkpoint","Wells installed to heights slightly lower than cut"
"checkpoint-status",,"","checkpoint","Storage tanks install and linked dup to prevent overflow to street"
"checkpoint-status",,"","checkpoint","Valves installed on tanks for Sludge removal"
"checkpoint-status",,"","checkpoint","Water Quanilty Monitored and checked daily"
"checkpoint-status",,"","checkpoint","Balance pipes installed between tanks"
"checkpoint-status",,"","checkpoint","Water Flow rate checked daily"
"checkpoint-status",,"","checkpoint","Power supply checked for reliability"

"checklist-flat",,"","checklist","Variation Details -","",,,0,"Yes","Add Variation","39c5b4b4-bcb3-4750-93f0-4c72083cfceb"
"checkpoint-status",,"","checkpoint","Variation Details Approved"
"text","1d219079-d951-5e85-8d55-3db63943c050","","textbox","Reference/Drawing/Instruction Number",,,
"text","dd08d29f-e2d7-502d-b954-98262563c270","","textbox","Variation Area",,,
"text","35251c75-59d5-5066-bc14-5e905bb08899","","textbox","Materials & labour breakdown",,,
"holdpoint",,"","signoff","Request Variation Acknowledgement"
"checkpoint-status",,"","checkpoint","Variation Completed"
"holdpoint",,"","signoff","Request Variation Signoff"

"checklist-flat",,"","checklist","Fire Penetration","",,,0,"Yes","Add Penetrations","7de5d2ca-f5dd-4b93-8c0f-9b48d51b8b6d"
"checkpoint-status",,"","checkpoint","Wraps/ Collars/ Cast in installed"
"checkpoint-status",,"","checkpoint","Seal approved for the wall / floor type"
"checkpoint-status",,"","checkpoint","Seal approved for the penetration & its application"
"checkpoint-status",,"","checkpoint","Are pipes supported as specified by the manufacturer"
"checkpoint-status",,"","checkpoint","Sealed is installed as per specification"
"checkpoint-status",,"","checkpoint","Penetration Label includes"

"checklist-sectioned",,"","checklist","Second Fix","",,,0,"Yes","Add Second Fix checks","8938b6cf-d712-4fe2-b8d4-11d21fa86842"
"checkpoint-group",,"","section","Preinstall QA"
"checkpoint-status",,"","checkpoint","Substrate acceptable"
"checkpoint-status",,"","checkpoint","Area accessible and ok to begin work"
"checkpoint-group",,"","section","Second fix checks"
"checkpoint-status",,"","checkpoint","Fixtures and fittings checked for damage"
"checkpoint-status",,"","checkpoint","Flanges installed on all penetrations"
"checkpoint-status",,"","checkpoint","All fixtures sealed with silicone as required"
"checkpoint-status",,"","checkpoint","All fittings checked for leaks"
"checkpoint-status",,"","checkpoint","Hot Water system commissioned"
"checkpoint-status",,"","checkpoint","System commissioned"
"checkpoint-group",,"","section","Handover checks"
"checkpoint-status",,"","checkpoint","Photos Taken & attached"
"checkpoint-status",,"","checkpoint","Work completed as per spec and tidied up"

"checklist-sectioned",,"","checklist","Underfloor","",,,6,"Yes","Add Underfloor checks","912b495e-48d1-41d8-836f-d654a248eb38"
"checkpoint-group",,"","section","Preinstall QA"
"checkpoint-status",,"","checkpoint","Substrate acceptable"
"checkpoint-status",,"","checkpoint","Area accessible and ok to begin work"
"checkpoint-status",,"","checkpoint","Plans correct issue and construction set"
"checkpoint-status",,"","checkpoint","Check set out from builders"
"checkpoint-group",,"","section","Install QA"
"checkpoint-status",,"","checkpoint","Hot Water System (relief drain)"
"checkpoint-status",,"","checkpoint","Drains laid to correct falls"
"checkpoint-status",,"","checkpoint","Pipes wrapped though floor"
"checkpoint-status",,"","checkpoint","Pipes tested for inspection"
"checkpoint-group",,"","section","Handover checks"
"checkpoint-status",,"","checkpoint","Photos Taken & attached"
"checkpoint-status",,"","checkpoint","Inspection passed"
"checkpoint-status",,"","checkpoint","Water needed in floor for 1st fix"
"checkpoint-status",,"","checkpoint","Work completed as per spec and tidied up"

"checklist-sectioned",,"","checklist","Toolbox Checklist","",,,0,"Yes","H&S Toolbox Talks","aee625fb-2770-4156-8739-d577c2cec47f"
"checkpoint-group",,"","section","Details"
"checkpoint-status",,"","checkpoint","Details Complete"
"text","09020810-29af-59cb-8738-ed3c206406fa","","textbox","Office location:",,,
"text","22438a23-102d-5a40-9f75-a5112c4f34c4","","textbox","Who is running this meeting:",,,
"text","84e17b0b-b543-51f0-a6ff-0ddf7666f6f3","","textbox","Company",,,
"text","a4e2c638-2e08-5854-93c5-fa6f6d3da816","","textbox","Agenda items:",,,
"text","4a37a44d-e7dc-53e7-af99-a075e4607111","","textbox","Theme of the week (topic for focus):",,,
"checkpoint-group",,"","section","Health and safety issues"
"checkpoint-status",,"","checkpoint","1"
"text","159ba9d8-dafe-561e-91a5-2fb4a6f40812","","textbox","Issues raised from site safety inspection:",,,
"text","14c27c0b-2226-5434-9e78-f75e190ba8f6","","textbox","Actions:",,,
"text","8f3a5c2e-e3f5-503d-ab85-9c42870f768f","","textbox","By who and when:",,,
"checkpoint-status",,"","checkpoint","2"
"text","3bb0df4d-5496-5a54-9242-25d4989edd43","","textbox","Issues outstanding from previous briefings:",,,
"text","eacd8cef-901d-5ac0-9da6-f4e2cdbe9b07","","textbox","Actions:",,,
"text","11ff0792-1f5a-5290-ba6c-61eddc0a518a","","textbox","By who and when:",,,
"checkpoint-status",,"","checkpoint","3"
"text","6b604528-3642-5d95-8405-0bd6a4296afc","","textbox","Employee-raised issues:",,,
"text","39861733-b210-585c-bb9a-2230d5f813a7","","textbox","Actions:",,,
"text","a74b34ec-f244-59df-8f9a-a687c130c680","","textbox","By who and when:",,,
"checkpoint-status",,"","checkpoint","4"
"text","2c490cd2-0a6f-5c5b-aac8-54a874720dbf","","textbox","Positive safe-action observations:",,,
"text","ccd2a70e-350d-5092-a54d-b2d401e73f89","","textbox","Actions:",,,
"text","8ec86626-e486-5bc2-b22f-aca37c7d7b49","","textbox","By who and when:",,,
"checkpoint-status",,"","checkpoint","5"
"text","f86da1f9-2286-5b05-ab4c-9edea3cfcdcc","","textbox","Incidents or injuries:",,,
"text","98cac4be-9db4-5c20-9648-0af36717e94b","","textbox","Actions:",,,
"text","34abfd1a-e08b-5c05-8747-f34e53c99b6e","","textbox","By who and when:",,,
"checkpoint-group",,"","section","Job plans reviewed"
"checkpoint-status",,"","checkpoint","Job/Task & Action/Outcome"
"text","4a91354d-f959-5d7d-b0dd-96a83061d23c","","textbox","1",,,
"text","1a014b15-25c7-571d-b186-e1ae30bb1438","","textbox","2",,,
"text","4256dbdb-804a-563c-8e45-281d580fc06d","","textbox","3",,,
"text","76775c53-3903-5e27-9d33-11c9897b44a4","","textbox","4",,,
"text","0f815e2c-ddba-5f14-94c0-d163ebb0b4cf","","textbox","5",,,
"text","0738b909-5034-52d9-acbf-e110260384c9","","textbox","6",,,
"checkpoint-group",,"","section","Operational issues"
"checkpoint-status",,"","checkpoint","Issue & Action"
"text","e8a4616c-147b-560c-87e6-28e19c37c713","","textbox","1",,,
"text","e108f108-e763-58c1-af6a-939e1104e89f","","textbox","2",,,
"text","af8f69ab-3326-548f-9084-201b968e9b0a","","textbox","3",,,
"text","e5c29fb7-501b-5efb-8885-69a4bdedea67","","textbox","4",,,
"text","3e654e50-dfd1-5746-832a-11bf8f8838e9","","textbox","5",,,
"text","74ccec0f-4832-5df4-a4f8-8c95739b8863","","textbox","6",,,
"checkpoint-group",,"","section","Other business"
"checkpoint-status",,"","checkpoint","Item & Action"
"text","6c0f4fe2-f9e8-5c25-ab0c-381203cf5f3b","","textbox","1",,,
"text","51dbd5bc-d440-58dc-84ec-581fd1ae8935","","textbox","2",,,
"text","44f584c0-17ff-522a-a902-77cb68a7d7d7","","textbox","3",,,
"text","129f0ed8-fae2-5475-ba5d-daf5fa086a90","","textbox","4",,,
"checkpoint-group",,"","section","Attendees"
"checkpoint-status",,"","checkpoint","Add name and Photo of attendees"
"checkpoint-group",,"","section","Review by management"
"checkpoint-status",,"","checkpoint","Reviewed and signed off"
"text","ed8044f2-9314-58e9-9593-c47d5c920671","","textbox","1",,,
"text","8fc8a6ca-10ec-5144-86da-4b9c74916fa9","","textbox","2",,,

"checklist-sectioned",,"","checklist","First Fix","",,,0,"Yes","Add First Fix checks","e3d0b476-9849-4560-96b2-86e0569535c6"
"checkpoint-group",,"","section","Preinstall QA"
"checkpoint-status",,"","checkpoint","Substrate acceptable"
"checkpoint-status",,"","checkpoint","Area accessible and ok to begin work"
"checkpoint-status",,"","checkpoint","Plans correct issue and construction set"
"checkpoint-status",,"","checkpoint","Check Plans for correct sizing and pipe material"
"checkpoint-group",,"","section","First fix checks"
"checkpoint-status",,"","checkpoint","Sanitary fixtures and fittings specifications received for set out"
"checkpoint-status",,"","checkpoint","All Pipes silicone though noggs"
"checkpoint-status",,"","checkpoint","Vents install though roof"
"checkpoint-status",,"","checkpoint","All stud stiffeners installed"
"checkpoint-status",,"","checkpoint","Marshall flashings installed"
"checkpoint-status",,"","checkpoint","All pipes pressure tested to 1500KPA (fusiotherm refer to test procedures)"
"checkpoint-status",,"","checkpoint","Gas sized and install as per NZS 5061"
"checkpoint-status",,"","checkpoint","Gas tested to 7KPA or Greater"
"checkpoint-status",,"","checkpoint","Gas piping material correct for installation"
"checkpoint-status",,"","checkpoint","Noggs installed for fixing of sanitary fixtures and fittings"
"checkpoint-group",,"","section","Handover checks"
"checkpoint-status",,"","checkpoint","Photos Taken & attached"
"checkpoint-status",,"","checkpoint","Inspection passed"
"checkpoint-status",,"","checkpoint","Work completed as per spec and tidied up"

