resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,,step,,,Rough In,,,,,,,,
,,,,step,,,,BUILDING-A,,,,,,,
,,,,step,,,,,Level-2,,,,,,
,,,,step,,,,,,Apartment Wall Closure,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A208,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A209,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A210,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A211,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A212,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A213,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A214,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A215,, ,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A216,,,,
,,,,step,,,,,,Apartment Ceiling Closure,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A208,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A209,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A210,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A211,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A212,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A213,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A214,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A215,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A216,,,,
Duct Installation Checklist [C],Lobby Area [J],Ducting-Common Area [K],Sign Off,folder-with-checklists,,,,,,Common Area,,,,,
,,,,step,,,,,Level-3,,,,,,
,,,,step,,,,,,Apartment Wall Closure,,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A308,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A309,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A310,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A311,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A312,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A313,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A314,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A315,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A316,,,,
Wall Closure Checklist 1 Rough In [A],Sign Off,,,folder-with-checklists,,,,,,,A317,,,,
,,,,step,,,,,,Apartment Ceiling Closure,,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A308,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A309,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A310,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A311,,,,
Ceiling Closure Checklist 1 Rough In [B],Sign Off,,,folder-with-checklists,,,,,,,A312,,,,
