Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Drainage Progress,,,,,,,
,Scope,,,,,,
,Rows,,,,,,
,,Civil,grouping,Civil,,,
,,Block A,expanded,Subgrades,Block A,Civil,Site QA
,,Block B,expanded,Subgrades,Block B,Civil,Site QA
,,Block C,expanded,Subgrades,Block C,Civil,Site QA
,,Block D,expanded,Subgrades,Block D,Civil,Site QA
,,Block E,expanded,Subgrades,Block E,Civil,Site QA
,,Block F,expanded,Subgrades,Block F,Civil,Site QA
,Columns,,,,,,
,,Expose building sub-base,,expose building sub-base,,,
,,Geotech Eng inspection report received- and close-out,,geotech eng inspection report received- and close-out,,,
,,Geotech Eng Inspection of sub-base and proof rolling prior to filling,,geotech eng inspection of sub-base and proof rolling prior to filling,,,
,,GL and datum provided,,gl and datum provided,,,
,,Geogrid (Tensar TX160) installed as per civil details,,geogrid (tensar tx160) installed as per civil details,,,
,,Placement of hardfill layer compacted as per design,,placement of hardfill layer compacted as per design,,,
,,Drainage piping installed under foundation level,,drainage piping installed under foundation level,,,
,,Platforms spot checks heights and location,,platforms spot checks heights and location,,,
,,Subgrade QA and test results received,,subgrade qa and test results received,,,
,,Geotech Eng Inspection of subgrade and proof rolling report received and close-out,,geotech eng inspection of subgrade and proof rolling report received and close-out,,,
