"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"311eca92-8143-44dd-b9f6-b8b2a4d39e76","","checklist-flat","no-status-started","734b9d363aedb7dda42c38a805789356110a5ecc0dc38ec6ebe7d6973e97b96f","checklist-flat","FALSE","FALSE","Overall Pre-set"
"890e2b3b-0a28-41ac-bd4e-36ce0e5f7147","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","Overall Pre-set"
"b5fa4882-7fdc-49bb-953e-44626458493a","","checkpoint-no-status","no-status-started","","","FALSE","FALSE","Overall Pre-set","System information:"
"62285d38-b438-431f-bdf6-0d6ccfb00eae","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","SSP Attached"
"23ce447e-488a-48aa-9fa0-327c70e5fff9","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Task Analysis Attached"
"0f329fc4-ff7e-4948-8404-93dbc2ce6e7b","","checkpoint-no-status","no-status-not-started","","","FALSE","FALSE","Overall Pre-set","Relevant Drawings Attached"
"d212f357-3e7d-4ba4-9788-c0a024726a26","","folder-normal","work-in-progress","","step","TRUE","FALSE"," QA"
"16a47c49-52dd-4652-a661-5e2d07b1c468","","folder-normal","not-started","","step","TRUE","FALSE"," QA","18no AP Type 01 - Fall Arrest and Abseil Anchors"
"ea79748b-f008-40ca-8f33-d2115f305d09","","checklist-flat","not-started","Pre-Fit Off Checklist","checklist-flat","FALSE","FALSE"," QA","18no AP Type 01 - Fall Arrest and Abseil Anchors","Pre-Fit Off Checklist - AP Type 01 Anchors "
"d1aea6af-0c21-4ded-91f7-7e882cd98095","","checkpoint-status","not-started","","","TRUE","TRUE"," QA","18no AP Type 01 - Fall Arrest and Abseil Anchors","Pre-Fit Off Checklist - AP Type 01 Anchors ","Confirm structure is in accordance to the details provided"
