Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
0597-FRM-101 - Diaphragm Wall Concreting Record,,,,,
,Scope,,,concreting,
,Rows,,,,
,,Diaphragm Wall,dynamic,diaphragm wall,site qa
,Columns,,,,
,,Pre-Concreting Checks - Tremie 1,,Tremie 1,Pre-Concreting Checks
,,Pre-Concreting Checks - Tremie 2,,Tremie 2,Pre-Concreting Checks
,,Pre-Concreting Checks - Tremie 3,,Tremie 3,Pre-Concreting Checks
,,Pre-Concreting Checks - Tremie 4,,Tremie 4,Pre-Concreting Checks
,,Pre-Concreting Checks - Tremie 5,,Tremie 5,Pre-Concreting Checks
,,Pre-Concreting Checks - Tremie 6,,Tremie 6,Pre-Concreting Checks
,,Pre-Concreting Checks - Tremie 7,,Tremie 7,Pre-Concreting Checks
,,Pre-Concreting Checks - Tremie 8,,Tremie 8,Pre-Concreting Checks
,,Concrete Record - Tremie 1,,Tremie 1,Concrete Record – Completed During Pour
,,Concrete Record - Tremie 2,,Tremie 2,Concrete Record – Completed During Pour
,,Concrete Record - Tremie 3,,Tremie 3,Concrete Record – Completed During Pour
,,Concrete Record - Tremie 4,,Tremie 4,Concrete Record – Completed During Pour
,,Concrete Record - Tremie 5,,Tremie 5,Concrete Record – Completed During Pour
,,Concrete Record - Tremie 6,,Tremie 6,Concrete Record – Completed During Pour
,,Concrete Record - Tremie 7,,Tremie 7,Concrete Record – Completed During Pour
,,Concrete Record - Tremie 8,,Tremie 8,Concrete Record – Completed During Pour
