resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Zone 3,,,,,,,,
,step,,,Zone 3,1No RoofSafe Rail @ 21m - RSRail 01,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 21m - RSRail 01,Pre-Fit Off Checklist,,,,,,
Rail Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 21m - RSRail 01,Rail Checklist 01,,,,,,
,step,,,Zone 3,1No RoofSafe Rail @ 27m - RSRail 02,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 27m - RSRail 02,Pre-Fit Off Checklist,,,,,,
Rail Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 27m - RSRail 02,Rail Checklist 02,,,,,,
,step,,,Zone 3,1No RoofSafe Rail @ 18m - RSRail 03,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 18m - RSRail 03,Pre-Fit Off Checklist,,,,,,
Rail Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 18m - RSRail 03,Rail Checklist 03,,,,,,
,step,,,Zone 3,1No RoofSafe Rail @ 10m - RSRail 04,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 10m - RSRail 04,Pre-Fit Off Checklist,,,,,,
Rail Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 10m - RSRail 04,Rail Checklist 04,,,,,,
,step,,,Zone 3,1No RoofSafe Rail @ 25m - RSRail 05,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 25m - RSRail 05,Pre-Fit Off Checklist,,,,,,
Rail Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 25m - RSRail 05,Rail Checklist 05,,,,,,
,step,,,Zone 3,1No RoofSafe Rail @ 11m - RSRail 06,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 11m - RSRail 06,Pre-Fit Off Checklist,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 11m - RSRail 06,Pre-Fit Off Checklist 06,,,,,,
,step,,,Zone 3,1No RoofSafe Rail @ 10m - RSRail 07,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 10m - RSRail 07,Pre-Fit Off Checklist,,,,,,
Rail Checklist,checklist-flat,,,Zone 3,1No RoofSafe Rail @ 10m - RSRail 07,Rail Checklist 07,,,,,,
,step,,,Zone 3,4No AP Type 01 Abseil Anchors,,,,,,,
Pre-Fit Off Checklist,checklist-flat,,,Zone 3,4No AP Type 01 Abseil Anchors,Pre-Fit Off Checklist,,,,,,
Fit Off Checklist - Anchor,checklist-flat,,,Zone 3,4No AP Type 01 Abseil Anchors,Fit Off Checklist - Anchor 01,,,,,,
Fit Off Checklist - Anchor,checklist-flat,,,Zone 3,4No AP Type 01 Abseil Anchors,Fit Off Checklist - Anchor 02,,,,,,
Fit Off Checklist - Anchor,checklist-flat,,,Zone 3,4No AP Type 01 Abseil Anchors,Fit Off Checklist - Anchor 03,,,,,,
Fit Off Checklist - Anchor,checklist-flat,,,Zone 3,4No AP Type 01 Abseil Anchors,Fit Off Checklist - Anchor 04,,,,,,
Data Plate & Access Point (Anchor Points),checklist-flat,,,Zone 3,4No AP Type 01 Abseil Anchors,Data Plate & Access Point,,,,,,
"Data Plate, Access Point (Rails and Line Systems)",checklist-flat,,,Zone 3,"Data Plate, Access Point",,,,,,,
SYS - PT - Practical Completion,checklist-flat,,,Practical Completion,,,,,,,,
