Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Summit Fire - In Decks,,,,,,,
,Scope,,,summit fire  - levande epping,,,
,Rows,,,,,,
,,Stairs - Stair Core (Tower),,stair core (tower),site qa,in decks,stairs
,,Stairs - Stair 04 (South West Stair),,site qa,in decks,stair 04 (south west stair),stairs
,,Stairs - Stair 05 (RAC Western Egress),,stair 05 (rac western egress),site qa,in decks,stairs
,,Stairs - Stair 06,,stair 06,site qa,in decks,stairs
,,Stairs - Stair 07 (Parish Core),,site qa,in decks,stair 07 (parish core),stairs
,,Stairs - Stair 08 (School Core),,site qa,in decks,stairs,stair 08 (school core)
,,Stairs - External Stair 01,,external stair 01,site qa,in decks,stairs
,,Stairs - External Stair 02,,external stair 02,site qa,in decks,stairs
,,Stairs - External Stair 03,,external stair 03,site qa,in decks,stairs
,,Stairs - Miscellaneous Stairs,,site qa,in decks,miscellaneous stairs,stairs
,,Basement 2,,basement 2,site qa,in decks,
,,Basement 1,,site qa,basement 1,in decks,
,,Lower Ground,,site qa,in decks,lower ground,
,,Upper Ground,,upper ground,site qa,in decks,
,,School - Level 1,,site qa,in decks,school,level 1
,,School - Level 2,,site qa,in decks,school,level 2
,,School - Level 3,,site qa,in decks,school,level 3
,,School - Level 4,,level 4,site qa,in decks,school
,,Parish Hall - Level 1,,parish hall,site qa,in decks,level 1
,,Parish Hall - Level 2,,parish hall,site qa,in decks,level 2
,,Parish Hall - Level 3,,parish hall,site qa,in decks,level 3
,,Parish Hall - Level 4,,level 4,parish hall,site qa,in decks
,,RAC (Residential Aged Care) - Level 1,,site qa,in decks,level 1,rac (residential aged care)
,,RAC (Residential Aged Care) - Level 2,,site qa,in decks,level 2,rac (residential aged care)
,,RAC (Residential Aged Care) - Level 3,,site qa,in decks,level 3,rac (residential aged care)
,,RAC (Residential Aged Care) - Level 4,,level 4,site qa,in decks,rac (residential aged care)
,,RL (Retired Living) - Level 5,,level 5,site qa,in decks,rl (retired living)
,,RL (Retired Living) - Level 6,,level 6,site qa,in decks,rl (retired living)
,,RL (Retired Living) - Level 7,,level 7,site qa,in decks,rl (retired living)
,,RL (Retired Living) - Level 8,,site qa,in decks,level 8,rl (retired living)
,,RL (Retired Living) - Level 9,,site qa,in decks,rl (retired living),level 9
,,RL (Retired Living) - Level 10,,level 10,site qa,in decks,rl (retired living)
,,RL (Retired Living) - Level 11,,site qa,in decks,rl (retired living),level 11
,,RL (Retired Living) - Level 12,,site qa,in decks,rl (retired living),level 12
,,RL (Retired Living) - Level 13,,site qa,in decks,rl (retired living),level 13
,,RL (Retired Living) - Level 14,,site qa,in decks,rl (retired living),level 14
,,RL (Retired Living) - Level 15,,level 15,site qa,in decks,rl (retired living)
,,RL (Retired Living) - Level 16,,level 16,site qa,in decks,rl (retired living)
,,RL (Retired Living) - Level 17,,level 17,site qa,in decks,rl (retired living)
,,RL (Retired Living) - Level 18,,level 18,site qa,in decks,rl (retired living)
,,RL (Retired Living) - Level 19,,site qa,in decks,rl (retired living),level 19
,,RL (Retired Living) - Level 20,,site qa,level 20,in decks,rl (retired living)
,,RL (Retired Living) - Level 21,,level 21,site qa,in decks,rl (retired living)
,,RL (Retired Living) - Level 22,,site qa,in decks,rl (retired living),level 22
,,RL (Retired Living) - Level 23,,site qa,in decks,rl (retired living),level 23
,,RL (Retired Living) - Level 24,,site qa,in decks,rl (retired living),level 24
,,RL (Retired Living) - Level 25,,site qa,in decks,rl (retired living),level 25
,,RL (Retired Living) - Level 26,,level 26,site qa,in decks,rl (retired living)
,,RL (Retired Living) - Level 27,,level 27,site qa,in decks,rl (retired living)
,,RL (Retired Living) - Level 28,,level 28,site qa,in decks,rl (retired living)
,,RL (Retired Living) - Level 29,,level 29,site qa,in decks,rl (retired living)
,Columns,,,,,,
,,Detection services conduits & cast in boxes installed,,Detection services conduits and cast in boxes have been installed in accordance with design and as per drawings.,,,
,,EWIS services conduits & cast in boxes installed,,EWIS services conduits and cast in boxes have been installed in accordance with design and as per drawings.,,,
,,Strobe services conduits & cast in boxes installed,,Strobe services conduits and cast in boxes have been installed in accordance with design and as per drawings.,,,
,,WIP services conduits & cast in boxes installed,,WIP services conduits and cast in boxes have been installed in accordance with design and as per drawings.,,,
,,MCP services conduits & cast in boxes installed,,MCP services conduits and cast in boxes have been installed in accordance with design and as per drawings.,,,
,,Sprinkler System Interface conduits & cast in boxes installed,,Sprinkler System Interface conduits and cast in boxes have been installed in accordance with design and as per drawings.,,,
,,Mech Services Interface conduits & cast in boxes installed,,Mech Services Interface conduits and cast in boxes have been installed in accordance with design and as per drawings.,,,
,,Hydrant sleeves installed,,Hydrant sleeves have been installed in accordance with design and as per drawings.,,,
,,Sprinkler sleeves installed,,Sprinkler sleeves have been installed in accordance with design and as per drawings.,,,
,,All Penetrations installed,,All Penetrations have been installed in accordance with design and as per drawings.,,,
