"Warnings","Id","Type","Name","Values","Prompting Name","Postfix","Usage Count","Resource Id"
"","/3","checklist","CHK-001-CIV-Stormwater Drainage Pipes Installation Rev 1","itp","CHK-001-CIV-Stormwater Drainage Pipes Installation",,75,"f23e8c72-1285-4052-838f-3463eb36ef27"
"",,"section","1 - Referenced Documentation",,,,,
"",,"checkpoint","Referenced Documentation",,,,,
"","6a8f1633-4b09-5c94-b40b-9ca5edd687b8","note","Document Title: CHK-CIV-CAMMS-Stormwater Drainage Pipes Installation",,,,,
"","0b3a7186-b641-51db-bca8-64217c383364","note","ITP Description: CAMMS-Stormwater Drainage Pipes Installation",,,,,
"","1d4561fa-0836-5b7d-ad02-50cfe06fa99b","note","Discipline (e.g. CIV/STR/RAIL): CIV",,,,,
"","164ae465-489c-5d7c-a7bd-3422fd501cbe","note","Revision Number: A",,,,,
"","fbaaf70f-6716-5f75-968c-580cd5081831","note","Revision Date: [Date of Approval]",,,,,
"","10fec5c8-9542-5a1f-9767-19751cb7911f","note","ITP created by: Victor Mira",,,,,
"","4e0b007b-7894-5499-9242-ab879aee2211","note","ITP approved for use by: [Approval Authority]",,,,,
"","f246eecc-feb9-5032-adca-04fa9534acd0","note","1.1 - Non Dependent",,,,,
"","fa445180-8b36-5e55-8e2f-7edc0aeb6222","note","REFERENCE: VR 701",,,,,
"","a48c6c84-0cb7-5894-9224-e7ac2cd48ed8","note","1.2 - Main ITP",,,,,
"","8bc32ed1-500b-519c-a0b3-cd8fe0d3df3e","note","REFERENCE: ITP-CIV-CAMMS-Stormwater Drainage Rev 0",,,,,
"","9d3f5831-b66a-5a2d-a7be-2e5a779f2d6c","note","ACCEPTANCE CRITERIA: This ITP Should be used in Conjunction with ITP-CIV-CAMMS-Stormwater Drainage Rev 0",,,,,
"","8dc89c47-748b-5b59-a46a-4a42794f9c41","textbox","Enter: Main ITP Lot Number",,,,,
"",,"section","2 - Preliminaries - Materials",,,,,
"",,"checkpoint","2.1 - Bedding",,,,,
"","112d26e8-0175-5314-a1e7-db8cfa045dc7","note","REFERENCE: VR 701",,,,,
"","75aacb90-6e8f-5309-b446-6a38d42bd36e","note","– – – – – – – – – – – – – – – – –",,,,,
"","25b97db7-59b5-5924-9528-8df0e2daf019","note","ACCEPTANCE CRITERIA: Materials used for bedding and selected backfill shall be free from perishable matter and lumps and Shall conform with the Material Approval in the Main ITP.",,,,,
"","492d4227-f88e-504b-ab9b-5fff3b98cc2e","note","ATTACH: Bedding Material Delivery Docket",,,,,
"","2ac92082-816d-5838-84ee-ed1335283457","note","– – – – – – – – – – – – – – – – –",,,,,
"","02b9aa51-e443-5aa5-82c4-b0ece6d20240","note","METHOD: Document Review",,,,,
"","5269e997-a8aa-59bc-af57-78ffbab9cf6c","note","– – – – – – – – – – – – – – – – –",,,,,
"","e730dab4-bc3d-5f6d-a9b4-b017b2a892aa","note","FREQUENCY: Each Lot",,,,,
"","fefd9f14-7787-5092-aade-ad86a34963b6","note","– – – – – – – – – – – – – – – – –",,,,,
"","83a5f27f-80ff-5e34-9070-821eb28f196f","note","CATEGORY: HP*",,,,,
"","7e26365d-5e79-561f-9e2d-167ee3cb559f","note","– – – – – – – – – – – – – – – – –",,,,,
"","50ff810f-395c-5b68-b5cc-01eea969e170","note","RESPONSIBILITY: SE",,,,,
"","79784687-eade-5ebf-b8e3-d6837dddce4c","note","– – – – – – – – – – – – – – – – –",,,,,
"","0f8510b3-ded5-5a2c-9aac-b3535b7caa48","note","VERIFYING DOCUMENTS: Material Delivery Docket",,,,,
"","3ec7fe8d-7961-568a-8331-29c39a8d950c","note","– – – – – – – – – – – – – – – – –",,,,,
"","1d66d0b3-509c-5d7f-b0cf-b61eec5a353f","date","Date Completed:",,,,,
"",,"checkpoint","2.2 - Backfill Material",,,,,
"","56d7ec6b-61ee-59a2-9be2-9429bf66a37c","note","REFERENCE: VR 701",,,,,
"","df5cf847-a4d3-5fb7-8423-e82133d0af55","note","– – – – – – – – – – – – – – – – –",,,,,
"","ff0c8b82-0fdd-59f3-9a18-aae7f01714b2","note","ACCEPTANCE CRITERIA: Materials used for bedding and selected backfill shall be free from perishable matter and lumps and shall conform with the Material Approval in the Main ITP.",,,,,
"","9f5a9b27-4256-5980-b382-1fcb6108741a","note","ATTACH: Backfill Material Delivery Docket",,,,,
"","35fc5e36-fe1f-51de-8f78-08a1bebdb780","note","– – – – – – – – – – – – – – – – –",,,,,
"","b9a7d378-4f4c-5d6b-be0f-478a941d5e67","note","METHOD: Document Review",,,,,
"","a788699a-d55a-592c-b6ad-75a16ddcba6c","note","– – – – – – – – – – – – – – – – –",,,,,
"","d6d01014-16d2-5d4e-825e-f9261b71108f","note","FREQUENCY: Each Lot",,,,,
"","84c2ba7d-3463-5dc9-966a-25760aaf8220","note","– – – – – – – – – – – – – – – – –",,,,,
"","d9100fa7-f178-52a5-84a8-8f8d7660f01f","note","CATEGORY: HP*",,,,,
"","14907310-5068-5fca-8d69-b15390472813","note","– – – – – – – – – – – – – – – – –",,,,,
"","a662a49f-dafb-5701-9750-aa783c18308e","note","RESPONSIBILITY: SE",,,,,
"","05ab2f3d-5825-5afe-88fa-bb84045cb7a6","note","– – – – – – – – – – – – – – – – –",,,,,
"","f5b37a86-9f51-5fb3-bb94-cc23c74c398f","note","VERIFYING DOCUMENTS: Material Delivery Docket",,,,,
"","b71debd0-3f04-50b3-9e81-760f7ec7a8ae","note","– – – – – – – – – – – – – – – – –",,,,,
"","40b15b94-2f7f-556e-9d39-40c7fdf1587a","date","Date Completed:",,,,,
"",,"checkpoint","2.3 - Stabilized Sand",,,,,
"","983e9905-6157-5ef7-bbde-4a7d41254935","note","REFERENCE: VR 701",,,,,
"","a85555ee-aa0f-590c-8f2c-53ab0fb68873","note","– – – – – – – – – – – – – – – – –",,,,,
"","9224dc97-25ff-5f49-a9b4-34ea8bebe0bd","note","ACCEPTANCE CRITERIA: Where approved by the Superintendent, culverts in trenches may be backfilled to half the pipe diameter or box culvert height with 3% cement stabilised sand with a water content sufficient to ensure penetration beneath the pipe",,,,,
"","076fe3d7-dfe9-5cac-a474-d1ff3f80e2d2","note","ATTACH: Selected Backfill Material Delivery Docket",,,,,
"","8899fb2f-664d-5657-a485-083e93111301","note","– – – – – – – – – – – – – – – – –",,,,,
"","b2d73a35-f083-50c3-817d-633be81866a9","note","METHOD: Document Review",,,,,
"","57d0e470-0f1d-5ae1-ad23-76c4b34171e5","note","– – – – – – – – – – – – – – – – –",,,,,
"","e957e8e6-b179-5c79-bdf7-bf668fe51817","note","FREQUENCY: Each Lot",,,,,
"","c2071fa6-368d-5beb-8b9e-e07696a45d75","note","– – – – – – – – – – – – – – – – –",,,,,
"","1735e300-65ae-5406-b839-07e1c622ce4b","note","CATEGORY: HP*",,,,,
"","94b7d5a1-d72a-5526-915f-9a61345a6dcc","note","– – – – – – – – – – – – – – – – –",,,,,
"","b9efd279-7fa6-5e38-a215-94727713b997","note","RESPONSIBILITY: SE",,,,,
"","b322ab5a-a8ea-5481-8ac7-a3838aceaf1a","note","– – – – – – – – – – – – – – – – –",,,,,
"","28162e12-6028-53e3-9a1c-5852e4e2ee74","note","VERIFYING DOCUMENTS: Material Delivery Docket",,,,,
"","e023cc1a-a789-570c-92e6-378731e571da","note","– – – – – – – – – – – – – – – – –",,,,,
"","6b6f0f46-73bb-5a6f-b5af-b48181348ac9","date","Date Completed:",,,,,
"",,"section","3 - Preliminaries - Procedures & Documentation",,,,,
"",,"checkpoint","3.1 - Subcontractor QA Submissions and ITP",,,,,
"","6282a1e9-8d72-5e96-a3a7-37fb6666f74d","note","REFERENCE: ITP-CIV-CAMMS-Stormwater Drainage Rev 0",,,,,
"","61ab24f6-109f-5167-8054-10ae90af74fa","note","– – – – – – – – – – – – – – – – –",,,,,
"","c148ebd6-21ce-5c08-bec9-cf7e5b756d38","note","ACCEPTANCE CRITERIA: Subcontractor Signed ITP Shall conform with the Hold Point Release in the Main ITP.",,,,,
"","24faa741-a0c9-57c0-ab9f-7b3a27fca0f4","note","ATTACH: Subcontractor Signed ITP",,,,,
"","98a1c72a-4e21-5d95-baa1-7966a8e79a37","note","– – – – – – – – – – – – – – – – –",,,,,
"","b9807d33-109b-52bb-8adf-736312ca57c3","note","METHOD: Document Review",,,,,
"","7a11df47-e2b0-5209-a3de-617750f6c6bd","note","– – – – – – – – – – – – – – – – –",,,,,
"","464802ba-391b-50a0-bcd9-65ba55fd83f7","note","FREQUENCY: Each Lot (in case undertaken by subcontractor)",,,,,
"","966f7ff4-618f-57af-ad5e-3c9904f43d87","note","– – – – – – – – – – – – – – – – –",,,,,
"","505ef43a-ce43-5a66-994e-30e9d528919d","note","CATEGORY: HP*",,,,,
"","ff98f790-7b18-5c9a-be14-1d29070c3dbe","note","– – – – – – – – – – – – – – – – –",,,,,
"","01082698-ddab-5173-8d49-26eb0897107c","note","RESPONSIBILITY: SE",,,,,
"","6fc64aba-f133-50b5-8760-36f07d4984b9","note","– – – – – – – – – – – – – – – – –",,,,,
"","0625b969-138c-552d-bcc5-e5dcfd302769","note","VERIFYING DOCUMENTS: ConQA Hold Point Release",,,,,
"","9b471f4b-012d-5d60-9716-002e7dd4a567","note","– – – – – – – – – – – – – – – – –",,,,,
"","f35a4d9d-6d48-54c8-a89f-90b3b8278926","date","Date Completed:",,,,,
"",,"section","4 - Pre-construction Activities",,,,,
"",,"checkpoint","4.1 - Survey Set-Out-",,,,,
"","9e1eab0d-90c2-5a47-aed3-fe3f2d3b4c35","note","REFERENCE: 710.10",,,,,
"","0781fa78-5eee-5ff9-9ac2-8e6ee61915b0","note","– – – – – – – – – – – – – – – – –",,,,,
"","92e8a024-0e45-51b7-97d9-5e964a48be22","note","ACCEPTANCE CRITERIA: Prior to commencement of excavation for the culverts the Contractor shall confirm the position of all culverts with the Superintendent.",,,,,
"","fe48275c-f106-5ba9-ad70-c0bfde5f216d","note","• The culverts constructed shall be constructed true to line and level.",,,,,
"","fed43d41-3ae0-525f-b73e-f23220828fbd","note","○ MARK UP LOCATION OF THIS LOT ON THE MAIN LOT MAP",,,,,
"","bda96671-4eb1-5594-81ca-e33f232d968b","note","– – – – – – – – – – – – – – – – –",,,,,
"","c1a2097f-6ca8-5e22-8d54-ae43aa9da9db","note","METHOD: Survey, Measure",,,,,
"","47f753c5-0020-5f74-8a2f-9deadd1a68c1","note","– – – – – – – – – – – – – – – – –",,,,,
"","4f4d1a07-9894-56d0-a07a-15f29d44daed","note","FREQUENCY: Each Lot",,,,,
"","194fffbd-00f9-58f2-8882-1953bbf33f69","note","– – – – – – – – – – – – – – – – –",,,,,
"","b461c80f-b758-5a44-a4d1-d99991604efb","note","CATEGORY: HP*",,,,,
"","26c7bfde-8541-52b6-b07a-437f453e8cb2","note","– – – – – – – – – – – – – – – – –",,,,,
"","d74cf8b9-494f-52f8-baeb-b46847d24d30","note","RESPONSIBILITY: SE",,,,,
"","d0fc71cc-330b-5b4b-a9e9-cbfdc8e90594","note","– – – – – – – – – – – – – – – – –",,,,,
"","5c92ad1c-d406-5d54-b9d3-6e2d1c6116f7","note","VERIFYING DOCUMENTS: This ITP, Main Lot Map",,,,,
"","f060859b-2f7c-513b-8ef8-1d6112c96234","note","– – – – – – – – – – – – – – – – –",,,,,
"","b9e0eb7b-92de-57d7-b245-cedabcd644e8","date","Date Completed:",,,,,
"",,"section","5 - Construction Activities",,,,,
"",,"checkpoint","5.1 - Trench Excavation",,,,,
"","a8a4c0ed-238d-578c-814f-27a33ad3b596","note","REFERENCE: VR 701.15",,,,,
"","5b8a71bd-974a-5ccb-894a-0f8c4ec2ecbc","note","– – – – – – – – – – – – – – – – –",,,,,
"","5ff02dc8-e03f-5c07-b3a6-2457f98e9d2f","note","ACCEPTANCE CRITERIA: For box culverts, the width of the trench shall be such that the clearance from the outside of the culvert to the wall of the trench is in the range 0.5 to 1.0 times the overall height of the culvert.",,,,,
"","0a20bac1-7659-5d41-b250-21bd2163499f","note","○ Horizontal Clearance to wall of trench",,,,,
"","2a375815-ea78-544f-8cd4-c248d4ad0ab0","note","○ Pipe Culverts:",,,,,
"","9861827d-d988-5741-9f51-78bf5afe0c39","note","• 300mm<Horizontal clearance for corrugated metal culverts<1000mm",,,,,
"","7cc6b6b1-29dd-57aa-bcdb-17928599cea2","note","• 300mm<Horizontal clearance for other Pipe culverts<600mm",,,,,
"","b694e911-d623-5e09-b8c8-8fbdd18a3b98","note","○ Box Culverts:",,,,,
"","b149a6d9-05b9-5ce2-bbac-067141047ef3","note","• 0.5 times the height of the culvert<Horizontal clearance<overall height of the culvert",,,,,
"","00cacc65-5275-5b2b-985f-2204fb4ba98e","note","– – – – – – – – – – – – – – – – –",,,,,
"","eca53355-8244-5ad9-9b8e-474494d34b30","note","METHOD: Measure",,,,,
"","8163e263-f0b9-5e7f-80bb-6b7459021d00","note","– – – – – – – – – – – – – – – – –",,,,,
"","2d1cb8c9-c516-5d90-8695-dabd7d16ad30","note","FREQUENCY: Each Lot",,,,,
"","58cc7f7d-cd49-5736-a297-6b2b937562dc","note","– – – – – – – – – – – – – – – – –",,,,,
"","5f8c790d-2fc3-5710-93ef-fc19db9974ed","note","CATEGORY: IP",,,,,
"","a496f792-576d-5106-bd13-30ff63734ea3","note","– – – – – – – – – – – – – – – – –",,,,,
"","fe1cb052-44ee-50d0-aea7-46229e87b6f4","note","RESPONSIBILITY: SE",,,,,
"","c7049752-5a73-5c55-9285-ae044fde16c5","note","– – – – – – – – – – – – – – – – –",,,,,
"","7c0e286e-f99c-577c-aa85-ee052ecfc6c4","note","VERIFYING DOCUMENTS: This ITP",,,,,
"","efe3f6e0-99d3-5eff-ba08-5c755270b673","note","– – – – – – – – – – – – – – – – –",,,,,
"","e82f9cf7-befd-5914-ad63-a4458832fec7","date","Date Completed:",,,,,
"",,"checkpoint","5.2 - Trench Base",,,,,
"","a919ace4-072e-5ef0-833f-cfae52e5f773","note","REFERENCE: VR 701.15",,,,,
"","b54a2b70-fc77-5b96-a4d0-622045d6a701","note","– – – – – – – – – – – – – – – – –",,,,,
"","90f15287-cd41-539f-afa4-95e8d33a1083","note","ACCEPTANCE CRITERIA: The base of the trench shall be compacted to refusal using mechanical plant",,,,,
"","61ee2723-be41-5f70-b725-6468ed869c35","note","– – – – – – – – – – – – – – – – –",,,,,
"","b0c34977-7992-56d2-823d-2be2844c1896","note","METHOD: Visual",,,,,
"","b9791a45-407e-5a45-9119-728fd55cb099","note","– – – – – – – – – – – – – – – – –",,,,,
"","f3f2e14d-c7e7-5472-af2a-2b3b93f65cb1","note","FREQUENCY: Each Lot",,,,,
"","e192e1f3-2f06-50c6-ae51-379ebb92fd7b","note","– – – – – – – – – – – – – – – – –",,,,,
"","4589c7c7-d448-55ec-bf29-9f2348f7dce5","note","CATEGORY: SP",,,,,
"","773a6cb5-13f5-562b-bb3f-f067ac298101","note","– – – – – – – – – – – – – – – – –",,,,,
"","48ebb2d8-70d5-5a56-915a-b26aa4fc889b","note","RESPONSIBILITY: SE",,,,,
"","91a03416-60b2-5a5c-ac5c-e25658d66068","note","– – – – – – – – – – – – – – – – –",,,,,
"","3c30d0fe-00bb-5c0c-ba7d-9faa3842df84","note","VERIFYING DOCUMENTS: This ITP",,,,,
"","328a6db3-7d2e-5184-9344-44cf8c5f14af","note","– – – – – – – – – – – – – – – – –",,,,,
"","5309ba00-2f1a-5cd7-b736-e741557af9ce","date","Date Completed:",,,,,
"",,"checkpoint","5.3 - Bedding-Placement and compaction",,,,,
"","8d99643d-d532-5918-89b4-52430361fd3e","note","REFERENCE: VR 701.16, VR 701.20 (a)",,,,,
"","f16029e7-78b2-54c3-9bb6-83fab71a8df5","note","– – – – – – – – – – – – – – – – –",,,,,
"","436dc547-17cf-5428-bd87-78fd20d17c26","note","ACCEPTANCE CRITERIA: Bedding material shall be provided and placed for the full width of the trench. The compacted thickness of bedding material following any shaping necessary shall be not less than:",,,,,
"","919938bd-a576-5db3-96aa-092f24d43652","note","• 100 mm where D < 1500 mm",,,,,
"","1768a0bd-f69a-54fb-8d97-8c18d708d69a","note","• 200 mm where D ≥ 1500 mm",,,,,
"","8f275c2a-5891-5dac-83f9-1aa88a37407a","note","– Bedding materials shall be placed and compacted in layers not exceeding 150 mm loose thickness.",,,,,
"","5a24a4ad-22dc-566a-ad8d-6f9b978b6524","note","– Bedding shall be compacted to refusal using hand held mechanical equipment.",,,,,
"","1ef81008-18e1-5b65-8326-09a2d19b3ff7","note","– Bedding material which has a swell equal to or greater than 2.5% shall be maintained at a mean moisture ratio of 92% between the completion of rolling and the placement of the overlying layer",,,,,
"","6de7d30a-075a-53c6-8a0e-5d5113541bde","note","– – – – – – – – – – – – – – – – –",,,,,
"","3bcc94b7-2e21-5f14-b9dc-7a5aacc8d57b","note","METHOD: Visual, Measure",,,,,
"","1a1e3dc2-de04-5838-9be5-c565b0237f52","note","– – – – – – – – – – – – – – – – –",,,,,
"","cc18b923-7981-5012-b423-606f4ec36272","note","FREQUENCY: Each Lot",,,,,
"","47d6d7b3-2bf2-5526-9171-1b086c658523","note","– – – – – – – – – – – – – – – – –",,,,,
"","d362886f-1cd7-56a6-8d77-33c6dc5a7d11","note","CATEGORY: SP",,,,,
"","31adce63-eead-55d1-a027-aabcb78b1768","note","– – – – – – – – – – – – – – – – –",,,,,
"","0884af87-9664-5db6-875c-e79b984348ff","note","RESPONSIBILITY: SE",,,,,
"","cec9e406-f21b-5794-8c83-dd31364b9a60","note","– – – – – – – – – – – – – – – – –",,,,,
"","81948628-d0de-5cf5-9cdf-6e9ed677ded6","note","VERIFYING DOCUMENTS: This ITP",,,,,
"","afcb40e4-874d-5dbe-886d-aa259dfda4e2","note","– – – – – – – – – – – – – – – – –",,,,,
"","a335b4c6-12ba-51d0-b2e4-fb1b65f3197e","date","Date Completed:",,,,,
"",,"checkpoint","5.4 - Laying pipes-Bedding conformity",,,,,
"","4b55453e-54cc-5b81-b236-694c90f2e939","note","REFERENCE: VR 701.17",,,,,
"","5fa976e9-cdb6-5f2b-be03-6d5a195498eb","note","– – – – – – – – – – – – – – – – –",,,,,
"","f015c67d-a538-5759-8995-3071f808e479","note","ACCEPTANCE CRITERIA: Laying of pipes or box culverts shall not commence until the Contractor has verified that culvert bedding complies with the specified lines and levels and compaction requirements, and that box culverts and pipes are not damaged. Laying of pipes or box culverts shall commence from the downstream end.",,,,,
"","6875e759-ba42-5773-8886-a4d29e6eb897","note","– – – – – – – – – – – – – – – – –",,,,,
"","92792248-6425-5e1a-b924-50abe1090317","note","METHOD: Visual",,,,,
"","9ff55620-dda5-5364-b771-6c3bc5a65f45","note","– – – – – – – – – – – – – – – – –",,,,,
"","15f79af3-8eab-504a-be49-a3353fd77382","note","FREQUENCY: Each Lot",,,,,
"","b97c0bd2-04b8-5f94-bfe6-e44673b3e27a","note","– – – – – – – – – – – – – – – – –",,,,,
"","193dbdf2-eb36-5b42-bb07-e6bc66967e86","note","CATEGORY: HP*",,,,,
"","6f322c0d-f8d7-5225-929d-1d424d1bbddb","note","– – – – – – – – – – – – – – – – –",,,,,
