type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP - Geotextiles for paving applications,itp,,,,,,
section,Geotextiles for paving applications,,,,,,,
checkpoint,Geotextile Filtration & Strength Class,,,,,,,
label,Acceptance Criteria and Frequency - Geotextile to be used as specified in approved drawings,,,,,,,
label,Reference - Drawing Notes,,,,,,,
label,Item Check - Check and Verify,,,,,,,
checkpoint,"Storage, packaging and identification on site",,,,,,,
label,"Acceptance Criteria and Frequency - Geotextiles shall be stored under protective cover or wrapped with a waterproof, opaque UV protective sheeting to avoid any damage prior to installation.",,,,,,,
label,○ Geotextiles shall not be stored directly on the ground or in any manner in which they may be affected by heat. The method of storage shall be in accordance with any other recommendations set by the manufacturer.,,,,,,,
label,"○ The protected geotextile rolls shall be clearly labelled showing manufacturer, type of geotextile and batch number identification number",,,,,,,
label,Reference - MRTS27 Clause 7,,,,,,,
label,Item Check - Check and Verify,,,,,,,
checkpoint,Geotextile Construction Procedure,,,,,,,
label,"Acceptance Criteria and Frequency - A construction procedure detailing all work described in this Technical Specification shall be prepared. The construction procedure shall be consistent with the guidelines set out in the Transport and Main Road’s Pavement Rehabilitation Manual April 2012, Sections 4.4.6 to 4.4.6.8.",,,,,,,
label,○ The proposed construction procedure shall be submitted to the Administrator at least 14 days prior to the commencement of any works related to the placement of paving geotextile(s),,,,,,,
label,Reference - MRTS57 Clause 5.2,,,,,,,
label,Item Check - Milestone,,,,,,,
checkpoint,Approval of construction Procedure,,,,,,,
label,Acceptance Criteria and Frequency - No works related to the placement of paving geotextile(s) shall commence until the construction procedures have been approved by the Administrator and the Administrator has given the Contractor permission to proceed.,,,,,,,
label,Reference - MRTS57 Clause 5.2,,,,,,,
label,Item Check - Hold Point 1,,,,,,,
holdpoint,HOLD POINT,,,,,,,
checkpoint,Ordering - Technical Data,,,,,,,
label,"Acceptance Criteria and Frequency - At least 14 days prior to the proposed ordering date of any geotextile, the Contractor shall submit to the Administrator a copy of the proposed manufacturer’s technical data sheet and a sample of the proposed geotextile from the manufacturer demonstrating compliance with this Technical Specification",,,,,,,
label,Reference - MRTS57 Cl 8.2,,,,,,,
label,Item Check - Milestone,,,,,,,
checkpoint,Ordering,,,,,,,
label,Acceptance Criteria and Frequency - The Contractor shall not order any geotextile prior to the acceptance of that geotextile by the Administrator.,,,,,,,
label,Reference - MRTS57 Cl 8.2,,,,,,,
label,Item Check - Hold Point 2,,,,,,,
holdpoint,HOLD POINT,,,,,,,
