"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,,"site qa"
,"Rows"
,,"23-J108 - BMD - Belmont Ave Pedestrian Tee Roff Bridge","dynamic","23-j108 - bmd - belmont ave pedestrian tee roff bridge","site qa"
,"Columns"
,,"Cast Number","Cast Number","pre-pour checklist completed"
,,"Cast Date","Cast Date","casting information"
,,"Bridge Name","Bridge Name","casting information"
,,"Precast Beam 1","Precast Beam 1","pre-pour checklist completed"
,,"Precast Beam 2","Precast Beam 2","pre-pour checklist completed"
,,"Concrete Delivery Dockets","Concrete Delivery Dockets","concrete delivery dockets"
,,"Slump 1","Slump 1","slump within allowable tolerance"
,,"Slump 2","Slump 2","slump within allowable tolerance"
,,"Concrete Test Report Number 1","Concrete Test Report Number 1","concrete strength test report received"
,,"Stripping Strength","Stripping Strength","concrete cylinders crushed and submitted to client"
,,"7 Day Strength (1)","7 Day Strength (1)","concrete strength test report received"
,,"7 Day Strength (2)","7 Day Strength (2)","concrete strength test report received"
,,"28 Day Strength (3)","28 Day Strength (3)","concrete strength test report received"
,,"28 Day Strength (4)","28 Day Strength (4)","concrete strength test report received"
,,"28 Day Strength (5)","28 Day Strength (5)","concrete strength test report received"
,,"28 Day Strength (6)","28 Day Strength (6)","concrete strength test report received"

