"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5f57980a-e52c-4628-8c36-459c389557b5","","checklist-flat","pass","Job Details Checklist","checklist-flat","FALSE","FALSE","Job Details"
"908d648c-fd39-40de-9c23-db367baf12ad","","folder-normal","work-in-progress","","step","TRUE","FALSE","Panel QA"
"4ca95e06-7a29-43b8-b8d3-54062b19aac3","","checklist-sectioned","not-started","90b93ae24dd60c71f169c2a056cd9de3483505e1d5793309499827dc0ac2d23f","checklist","FALSE","FALSE","Panel QA","PC-037"
"b29065cb-2354-4140-88ce-c363250b2f98","","checklist-sectioned","work-in-progress","90b93ae24dd60c71f169c2a056cd9de3483505e1d5793309499827dc0ac2d23f","checklist","FALSE","FALSE","Panel QA","PC-036"
"fae7a87c-1d9f-477f-bf99-89595648ba94","","checklist-sectioned","not-started","90b93ae24dd60c71f169c2a056cd9de3483505e1d5793309499827dc0ac2d23f","checklist","FALSE","FALSE","Panel QA","PC-035"
"9a48b7c1-8093-48d8-ac63-20bd717cdeae","","checklist-sectioned","work-in-progress","90b93ae24dd60c71f169c2a056cd9de3483505e1d5793309499827dc0ac2d23f","checklist","FALSE","FALSE","Panel QA","PC-034-2"
"37588635-a1a5-4f5e-bcc9-484f1aca7406","","checklist-sectioned","work-in-progress","90b93ae24dd60c71f169c2a056cd9de3483505e1d5793309499827dc0ac2d23f","checklist","FALSE","FALSE","Panel QA","PC-034-1"
"e42b5e2d-43d4-4b7f-9920-7533f8434434","","checklist-sectioned","work-in-progress","90b93ae24dd60c71f169c2a056cd9de3483505e1d5793309499827dc0ac2d23f","checklist","FALSE","FALSE","Panel QA","PC-003-1"
"25163f6b-5814-4b39-aa9e-84b23294f6e9","","checklist-sectioned","work-in-progress","90b93ae24dd60c71f169c2a056cd9de3483505e1d5793309499827dc0ac2d23f","checklist","FALSE","FALSE","Panel QA","PC-033-1"
"0b8bf0a5-26b1-4833-ae4d-119ef534615a","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-033-2"
"1c74a221-1d9f-45f3-a18e-9eaad5368e25","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-032"
"41f63b24-138f-45c1-b267-a7ce0b5f357c","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-28"
"406f8ed0-e988-4f80-abc6-6c4132629811","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-030 - below"
"e74cf4cd-801f-4876-b4ff-d71cac9a0852","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-031 - above"
"2735315a-62a4-4c54-a611-f33c1f130bb6","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-029"
"baa5f1bf-e3f5-4c5a-9f89-c5dbcd547b0e","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-028"
"f1df1b85-f3ef-4aa3-b00b-e5d189e01600","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-026"
"e0afbcd6-5eb6-4a9d-a26d-7c50c6897121","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-27"
"efc59111-072c-4a71-a6f9-6c14797eef9d","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-26"
"96276d94-2e43-45a0-a77f-86ca127c22c7","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-017-3"
"0e2a90da-9cc9-4dc8-b7d3-1f5964d1b9f8","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-25"
"c87473be-6540-4603-9599-151d3f358e8e","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-24"
"71a45f5f-4275-485b-86b2-f70d4eb794cb","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-017-2"
"75fcd2be-f6fa-4335-aaf4-c5fd10698b1e","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-017-1"
"f7953c9d-34aa-4e96-8088-b091042cfb95","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-23"
"3fe920e3-829e-49b3-8079-8ba997ce6bac","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-22"
"5a8ab88c-c8a9-4f94-8880-670dbc871225","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-025-2"
"85f91516-8119-4612-9300-d74883ada605","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-022-6"
"4530427f-6653-4a84-a955-6c04b09ae5c7","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-024-2"
"c8bfc1a6-b3f4-4f7e-9691-e2445db0fa85","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-023-2"
"ec758cab-b1db-4e74-bce2-fb471c83572b","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-022-5"
"2f5509a7-9071-45fd-a268-40d7bc6878b4","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-022-4"
"5cf148ef-48de-4a95-b74c-f45693871881","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-21"
"f26e0750-7f0b-4a09-a3a5-a8ce8741a5fe","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-20"
"11b470f4-5a69-46c0-bd51-319356d3be95","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-19"
"226c0db4-098d-42e2-8d35-78f9f4a25e0d","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-18"
"b9583628-0e00-4e4c-9861-635549987e97","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-021"
"d71b8a53-106f-45ab-ab6e-ed7b5d8387cb","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-020"
"0c0c2276-7d00-4f21-a2bc-50febf4f6426","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-019"
"3bec617a-841c-4d76-809f-881552cccfa6","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-018"
"f572bff0-efe3-46cb-902c-68af13620fa2","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-18"
"5007f055-9ddf-4833-8d6f-aa90f217474c","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-17"
"024c56b5-8f6f-487d-a7f8-d03a6a2da13e","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-16"
"d5c5122b-70b7-4e10-a4ba-6e7cfeb966f2","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-15"
"d69dbbbe-144a-489b-bb62-1bbd50bf1a7e","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-14"
"e0b7b96d-0585-4fe1-8c7b-d8c3e37f889b","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-13"
"06e93a87-7c3d-4810-b3bc-a038abfc0c15","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-12"
"c2d7bd0b-e104-4f88-89d4-fbcb2db160c2","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-11"
"437947b8-e4b6-4a70-b2f2-882c1f4ebc3a","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-016"
"8a3bb2fa-7b24-4cca-87f1-03067d9560de","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-015"
"284b59eb-c3f9-4d9d-a499-d3a6c25a96f9","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-014"
"ec42575c-6ba2-47ca-a192-e8d27f462550","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-002-3"
"d20c07df-c5ba-40ea-8c5b-326012c0824e","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-10"
"92d13ba3-e45d-4b7e-967c-eed2a6c4f656","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-9"
"0a055383-1162-4525-9a17-e48493140dd4","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-8"
"572bba69-59df-49bf-9bca-f6dbb807c2ca","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-7"
"088f4882-ec4d-48bd-bd77-850c5ff402c3","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-6"
"f2c57fe9-3476-477c-a7ad-7c930025fc7e","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-5"
"522399e8-57da-4675-92e2-79b383cda70f","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-4"
"7fa6a7d9-2b6b-43e9-95a5-10c18681e2b1","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-3"
"26bb3ef9-a47c-4f37-a336-c4da3112b237","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-2"
"a38530d9-0a5a-426f-8587-d7ec593a8e22","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-013-1"
"fa6d15e3-d5e8-4399-bfe1-ce3f4039fbac","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-012"
"5201ae7e-32f6-4984-b0e1-fc7963fe3a0f","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-011"
"6064cee9-21f1-4e0b-af97-818ef9274abf","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-17"
"013835fe-9188-4f94-ab99-fe54492aeb06","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-16"
"3ac99263-1859-4b5d-9daa-2f3e5f6b3c59","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-010-2"
"3951cfa3-39cb-4edf-bcbb-fcf42954e593","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-009"
"4079e125-a90a-48f6-8d70-402125c5c97d","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-008"
"e3cb9732-39a4-4c6a-ac63-8b1acda5883b","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-027-2"
"a427a333-c958-4d4d-91fc-7ec618a9f689","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-023-1"
"017675f9-370c-4482-b27b-2b2764156c35","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-024-1"
"71397170-05f1-41e6-b937-72ca9ec214f7","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-022-3"
"755b411a-4fae-481a-b146-ffd05265b57e","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-025-1"
"e01be217-d437-473b-90ed-9e6fd77e275b","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-027-1"
"8c24abbf-6254-49f6-b49a-1f3a1bfd3217","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-007"
"5f8a9d84-6bcd-4817-a81a-88195c66ac59","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-15"
"0edcf690-ca42-41dd-8489-2e4a2fc8aecd","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-14"
"6ed40f17-243a-4734-9081-20701b251a2b","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-010-1"
"ed864832-7a65-48bf-820b-551674424aea","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-006"
"22967b8f-fcaa-4591-8f46-fbe71e1d0564","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-13"
"dc65cfd6-7c9e-4f78-944b-c429f6d86d98","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-005"
"140ff98c-45ad-449c-b73d-a08cb62ef8eb","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-004"
"342f55e5-5c78-45b4-b421-838b92ffebe4","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-12"
"a79b24a3-c138-4bd8-ac81-8b1451e08bcc","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-002-2"
"724e252f-25a7-4ca9-8cf7-d386bb3ba7b7","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-003-11"
"f069366f-b24e-497b-8866-fb5ba2a12d1c","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-002-1"
"ceba7d1c-4e7b-4414-a361-ac4be80a26b4","","checklist-sectioned","not-started","Precast Panel QA","checklist","FALSE","FALSE","Panel QA","PC-001"
