"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"","a4715e4f-bfd7-53fe-b4ac-2c95038275db/2","checklist-flat","Add Delay / Damage","","Notice of Delay/Damage",1,"cc9b07d0-57b6-4cf2-b1b4-2af67cfdc18d"
"","d67d1f9a-530c-5ac4-ada0-4630b559dd43","checkpoint-no-value","Notice of Delay/Damage",,,,
"","04d652de-4dce-46c0-a1ef-3432b444bcae","textbox","Reference Point",,,,
"","e72120d4-51ec-451b-856c-a513bf3b3c98","textbox","Description",,,,
"","c925a483-418b-5420-b389-591ef23eb6a5","signoff","Request Review / Send for Acknowledgement",,,,
"","6e201a15-bcad-52b8-9179-94426a1c5170","checkpoint-no-value","Delay/Damage Acknowledged",,,,
"","967ee202-a218-46c4-98c8-b6d773c666b2","button",""," No,Yes",,,

"","/1","checklist-flat","Add Roof Report","","Roof Report",0,"a5c8b452-1ee0-493a-8d89-6b260daf1c77"
"",,"checkpoint-no-value","Details",,,,
"","570a4f4c-4fa5-5de8-bbdf-3d21a0dddf78","textbox","Reviewed By",,,,
"","f5956d55-1f26-5d07-9fea-b8b74a966717","textbox","Address ",,,,
"",,"checkpoint","Building Age/Specs/documents",,,,
"","425ec569-1b85-5aab-96f8-52bf19957b04","textbox","Type of roof",,,,
"","667b2072-5efa-5fad-8ae9-4d71de597ca2","textbox","m2 ",,,,
"","27f7088a-ebb1-560b-ad6b-d8c30fc86294","textbox","Purlin/Material/Spacing",,,,
"",,"checkpoint","Flashings and Gutters",,,,
"",,"checkpoint","Services",,,,
"",,"checkpoint","Observations",,,,
"","2c0fbdc7-0a9b-53c5-90f3-002b0f263180","textbox","Expectancy",,,,
"","3cca388a-6432-53b6-8884-5e9085909f02","textbox","Recommendations ",,,,
"","775ffa8b-539e-59b2-a028-c63f210da216","textbox","Estimate",,,,

"","31f884dc-4dfa-5171-9626-9f8a1060529d/2","checklist-flat","Add Variation","","Variation Details -  ",1,"740b2e42-f0eb-4d80-bf0b-728c7110867e"
"","af43077e-903d-5d88-8da8-e50a24463098","checkpoint","Variation Details Approved",,,,
"","28d26279-c304-4689-8317-1deb797dc8fe","textbox","Reference/Drawing/Instruction Number",,,,
"","2247155b-6de8-434c-a1e1-058d724a6a62","textbox","Variation Area",,,,
"","ae7fc046-dca9-4fab-98f8-374caeb044ec","textbox","Materials & labour breakdown",,,,
"Invalid dependant","822653e1-1a8d-5c1e-9229-bee00e9e7e9a","signoff","Request Variation Acknowledgement",,,,
"","8d20db40-ceeb-512f-b832-5bd4676ee2c5","checkpoint","Variation Completed",,,,
"Invalid dependant","d302c95c-762e-5e5c-a32b-f0e8b483eb06","signoff","Request Variation Signoff",,,,

"","513602b4-a55b-4ce2-8073-0a73c8e3ae53/1","checklist","Charge Up Sheet","","Charge Up Sheet",0,"7fbb5c4b-73e1-46e6-bcbc-646fd93c33d1"
"","45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,
"","7f13a2c9-c9aa-4c0e-ab2d-ac8e45d6ef20","checkpoint","Details",,,,
"","d79a2570-6909-5bb7-adae-24c2064efd7e","textbox","Project",,,,
"","331fda8f-f0e4-586a-bbc2-c89aed258607","date","Date:",,,,
"","3c8a8191-d510-5ced-894c-bdc3fa57ee00","textbox","Variation Description:",,,,
"","efb29f45-08dd-59ab-8dc3-3b925506029e","textbox","Staff Names:",,,,
"","69a1df50-3782-5837-b593-e457661ac779","note","Hours worked",,,,
"","cb3a6fcf-63d7-5036-925a-5d3be3e64ecb","textbox","FROM:",,,,
"","8b571dd3-2412-5d0e-a805-c94c972ee65e","textbox","TO:",,,,
"","9c022897-d754-5b74-aae2-eb538285f300","textbox","Travel (KM'S)",,,,
"","c68cf2ce-5f9e-555c-9ff3-2d5e2f5d2f79","button","Materials Ordered:","Yes,No",,,
"","f7f6793c-344d-524f-b46c-abc78ffe4192","textbox","Please note where orders were placed OR attach the order",,,,
"","a4b1fac8-ddf7-4232-90a8-cd44b35eb74b","checkpoint","Callout/Measure",,,,
"","104300e9-e956-4b86-95fc-5456f3e65a07","checkpoint","Iron",,,,
"","a5801c4e-c22d-41e5-939b-576875330a0b","checkpoint","Ridging/Flashing",,,,
"","e6ed17c5-5017-44ea-be79-b46d1c56ee21","checkpoint","Downpipes",,,,
"","2031baf7-58ef-4332-8eb7-e9d2b6ca4bc5","checkpoint","Droppers/Bends/Brackets etc",,,,
