"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"","6a9d42b0-3690-49e8-aae8-73ba9808bc92/44","checklist-flat","Add Delay / Damage","","Notice of Delay/Damage",10,"f63985a5-3c76-4430-92ff-ca82b4fd5aaf"
"","4d22ac58-1e49-4372-aeac-cef80beed97b","checkpoint-no-value","Notice of Delay/Damage",,,,
"","04d652de-4dce-46c0-a1ef-3432b444bcae","textbox","Reference Point",,,,
"","e72120d4-51ec-451b-856c-a513bf3b3c98","textbox","Description",,,,
"","6c2ac8b9-f595-4f76-94cc-265763370bd7","signoff","Request Review / Send for Acknowledgement",,,,
"","82a0d1c7-41d9-4f13-944f-a9149fb0d28f","checkpoint-no-value","Delay/Damage Acknowledged",,,,
"","967ee202-a218-46c4-98c8-b6d773c666b2","button",""," No,Yes",,,

"","92760c28-1207-4bad-af92-0b839f0e91b0/1","checklist-flat","Add Roof Report","","Roof Report",1,"912fb2f3-dbe9-4985-b1d2-9d8feedd3acd"
"","359f4cb3-9f8b-48fb-b49e-953d6c628316","checkpoint-no-value","Details",,,,
"","353c15b2-4660-5017-b2e5-fadc23624556","textbox","Reviewed By",,,,
"","24413dda-7c70-590a-a529-363b3a354b9a","textbox","Address ",,,,
"","1c714aae-44ff-4e46-b338-d456d7040f34","checkpoint","Building Age/Specs/documents",,,,
"","42e7b7c7-eff5-54fe-9416-3320846c0491","textbox","Type of roof",,,,
"","7cdd5c04-c013-5879-8aa2-e6546d1527fe","textbox","m2 ",,,,
"","e66e777b-bad6-5820-bbe5-29b0a9f04734","textbox","Purlin/Material/Spacing",,,,
"","0e8d9bad-dba7-44c0-8ac9-ba9ed1ea3238","checkpoint","Flashings and Gutters",,,,
"","ace1219b-e302-4d2b-9bfc-f4e8e770f681","checkpoint","Services",,,,
"","b130d163-b33a-4c6c-8107-1d6d9409bd4f","checkpoint","Observations",,,,
"","aa7a89f3-53ab-5d1f-a681-e482fc8cbc7b","textbox","Expectancy",,,,
"","135c510e-8b86-50b4-8f42-1754cb676f1c","textbox","Recommendations ",,,,
"","b87511c9-75e6-53e7-b185-357aab2fc54f","textbox","Estimate",,,,

"","a00102fa-c804-47f7-a6d9-c3519f92610f/44","checklist-flat","Add Variation","","Variation Details -  ",1,"e95db843-3d98-451f-80d5-8365717d291f"
"","9ed7142c-a3ba-400f-9353-ab4c48ae9029","checkpoint","Variation Details Approved",,,,
"","28d26279-c304-4689-8317-1deb797dc8fe","textbox","Reference/Drawing/Instruction Number",,,,
"","2247155b-6de8-434c-a1e1-058d724a6a62","textbox","Variation Area",,,,
"","ae7fc046-dca9-4fab-98f8-374caeb044ec","textbox","Materials & labour breakdown",,,,
"Invalid dependant","20e76c22-5d91-4e27-88f2-6be20594496a","signoff","Request Variation Acknowledgement",,,,
"","f3da0c95-843f-4088-b1f1-59d072fc3a6b","checkpoint","Variation Completed",,,,
"Invalid dependant","c4afc49c-5c78-448e-9351-446a14415801","signoff","Request Variation Signoff",,,,

"","513602b4-a55b-4ce2-8073-0a73c8e3ae53/1","checklist","Charge Up Sheet","","Charge Up Sheet",0,"7fbb5c4b-73e1-46e6-bcbc-646fd93c33d1"
"","45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,
"","7f13a2c9-c9aa-4c0e-ab2d-ac8e45d6ef20","checkpoint","Details",,,,
"","d79a2570-6909-5bb7-adae-24c2064efd7e","textbox","Project",,,,
"","331fda8f-f0e4-586a-bbc2-c89aed258607","date","Date:",,,,
"","3c8a8191-d510-5ced-894c-bdc3fa57ee00","textbox","Variation Description:",,,,
