"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"","a4715e4f-bfd7-53fe-b4ac-2c95038275db/2","checklist-flat","Add Delay / Damage","","Notice of Delay/Damage",2,"cc9b07d0-57b6-4cf2-b1b4-2af67cfdc18d"
"","d67d1f9a-530c-5ac4-ada0-4630b559dd43","checkpoint-no-value","Notice of Delay/Damage",,,,
"","04d652de-4dce-46c0-a1ef-3432b444bcae","textbox","Reference Point",,,,
"","e72120d4-51ec-451b-856c-a513bf3b3c98","textbox","Description",,,,
"","c925a483-418b-5420-b389-591ef23eb6a5","signoff","Request Review / Send for Acknowledgement",,,,
"","6e201a15-bcad-52b8-9179-94426a1c5170","checkpoint-no-value","Delay/Damage Acknowledged",,,,
"","967ee202-a218-46c4-98c8-b6d773c666b2","button",""," No,Yes",,,

"","a362baa3-7967-5d9d-9f4c-b39d7a17e70e/2","checklist-flat","Add Roof Report","","Roof Report",1,"4c7a83b4-3dbc-44ff-b93e-668983c73433"
"","8111ace1-1386-5c1f-8290-3df28e3c8d3f","checkpoint-no-value","Details",,,,
"","f6e85027-50b7-557d-88d2-d90a5a78b987","textbox","Reviewed By",,,,
"","b03cf79b-10d7-5a03-8527-0fe9f99985a8","textbox","Address",,,,
"","98c6ba7b-d3ec-5f61-a822-108a425c2579","checkpoint","Building Age/Specs/documents",,,,
"","210e1e71-73e3-50f6-9f1f-81cbbabfe029","textbox","Type of roof",,,,
"","c5a2655d-0387-5f11-91a9-2b9a6b4c4ead","textbox","m2",,,,
"","3bc1c557-6a66-52b3-9698-ced9ed2c7edd","textbox","Purlin/Material/Spacing",,,,
"","6f20935b-689e-59bc-9ebe-2b529999b141","checkpoint","Flashings and Gutters",,,,
"","36e335d3-7f1d-5c1e-83c6-e72b204afe3e","checkpoint","Services",,,,
"","5f65c3bb-0606-5c35-896a-a84079858286","checkpoint","Observations",,,,
"","b457b5d0-a6e5-53b5-bd5c-98e06a34d984","textbox","Expectancy",,,,
"","9b05a942-901d-5acd-b280-f0c867ac9466","textbox","Recommendations",,,,
"","97e6de16-03a7-5a5d-a33f-1f261c0fe779","textbox","Estimate",,,,

"","31f884dc-4dfa-5171-9626-9f8a1060529d/2","checklist-flat","Add Variation","","Variation Details -  ",0,"740b2e42-f0eb-4d80-bf0b-728c7110867e"
"","af43077e-903d-5d88-8da8-e50a24463098","checkpoint","Variation Details Approved",,,,
"","28d26279-c304-4689-8317-1deb797dc8fe","textbox","Reference/Drawing/Instruction Number",,,,
"","2247155b-6de8-434c-a1e1-058d724a6a62","textbox","Variation Area",,,,
"","ae7fc046-dca9-4fab-98f8-374caeb044ec","textbox","Materials & labour breakdown",,,,
"Invalid dependant","822653e1-1a8d-5c1e-9229-bee00e9e7e9a","signoff","Request Variation Acknowledgement",,,,
"","8d20db40-ceeb-512f-b832-5bd4676ee2c5","checkpoint","Variation Completed",,,,
"Invalid dependant","d302c95c-762e-5e5c-a32b-f0e8b483eb06","signoff","Request Variation Signoff",,,,

"","513602b4-a55b-4ce2-8073-0a73c8e3ae53/1","checklist","Charge Up Sheet","","Charge Up Sheet",0,"7fbb5c4b-73e1-46e6-bcbc-646fd93c33d1"
"","45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,
"","7f13a2c9-c9aa-4c0e-ab2d-ac8e45d6ef20","checkpoint","Details",,,,
"","d79a2570-6909-5bb7-adae-24c2064efd7e","textbox","Project",,,,
"","331fda8f-f0e4-586a-bbc2-c89aed258607","date","Date:",,,,
"","3c8a8191-d510-5ced-894c-bdc3fa57ee00","textbox","Variation Description:",,,,
"","efb29f45-08dd-59ab-8dc3-3b925506029e","textbox","Staff Names:",,,,
"","69a1df50-3782-5837-b593-e457661ac779","note","Hours worked",,,,
"","cb3a6fcf-63d7-5036-925a-5d3be3e64ecb","textbox","FROM:",,,,
"","8b571dd3-2412-5d0e-a805-c94c972ee65e","textbox","TO:",,,,
"","9c022897-d754-5b74-aae2-eb538285f300","textbox","Travel (KM'S)",,,,
"","c68cf2ce-5f9e-555c-9ff3-2d5e2f5d2f79","button","Materials Ordered:","Yes,No",,,
"","f7f6793c-344d-524f-b46c-abc78ffe4192","textbox","Please note where orders were placed OR attach the order",,,,
"","a4b1fac8-ddf7-4232-90a8-cd44b35eb74b","checkpoint","Callout/Measure",,,,
"","104300e9-e956-4b86-95fc-5456f3e65a07","checkpoint","Iron",,,,
"","a5801c4e-c22d-41e5-939b-576875330a0b","checkpoint","Ridging/Flashing",,,,
"","e6ed17c5-5017-44ea-be79-b46d1c56ee21","checkpoint","Downpipes",,,,
"","2031baf7-58ef-4332-8eb7-e9d2b6ca4bc5","checkpoint","Droppers/Bends/Brackets etc",,,,
"","78550fe2-198d-426f-b36a-482ddfd14f73","checkpoint","Spouting/Fascia",,,,
"","e533a81f-ddcc-4b05-a80b-869d565fb1db","checkpoint","Stopend/Bracket/Corners",,,,
"","64815423-39c2-4a85-9e06-b4be28f13016","checkpoint","Screws",,,,
"","a538dfbf-d000-4f36-bd8c-19cef0ca0a4d","checkpoint","Paper/Netting",,,,
"","4e1ed599-1371-46ec-a545-97d4809bffe1","checkpoint","Sealants/Rivets/Other",,,,
"","8bbd0f58-1703-4dec-a9ca-05896c883ab6","checkpoint","Clearlites/EPDM/Profile Washers",,,,
"","76ee89cb-fc6a-4d4e-b1c2-5b754099e556","checkpoint","Access/Scissor",,,,
"","fe611019-e07b-4ea2-90dc-53e6655eb668","checkpoint","Edge Protection",,,,
"","d6fcfd04-e5cc-4e9d-b528-b3cbeba856a5","checkpoint","Site Manager Signoff",,,,
"","eef0e216-77fc-5a5e-837c-c3b2ae520740","textbox","Site Manager Name:",,,,
"","16d1c55f-7d32-4fe4-8073-0ace8685d22c","signoff","Site Manager Signature:",,,,

"","604c8aca-6e00-5782-b8d6-dbf13cbf707e/2","checklist-flat","Construction Progress","","Construction Progress",1,"08eb13c8-911c-4bf9-bb4f-c550797c7a27"
"","58bc54d4-bb2d-5ece-9ae9-06d555ea42ec","checkpoint","Framing and Structure",,,,
"","309dd698-415b-5f50-8900-4d2be190d3fa","checkpoint","Substrate for Timber Framing",,,,
"","15bab20e-5d0b-5884-919b-a264b3bb841f","checkpoint","Steel Structure",,,,
"","cd3cf311-794a-58b3-a734-5ea958af26f4","checkpoint","Substrate for Steel Structure",,,,

"","/1","checklist-flat","Crane Lift Plan Checklist","","Crane Lift Plan Checklist",0,"7de40a06-d9a3-4a00-9b31-c31850eed469"
"",,"checkpoint","Lift plan details",,,,
"","f767f625-520a-51cb-9870-3c19dbf0f6db","textbox","Customer",,,,
"","c1c6321c-1e99-5b7e-9fcf-1d2fdf502141","textbox","Site representative",,,,
"","2d9c3fbd-fd4a-5ad0-8a4f-af188324e4cd","textbox","Crane supplier",,,,
"","b432c6ef-8bd2-544c-9729-aa54400e9a98","textbox","Crane make/model",,,,
"","23a57291-5ecc-5c54-a655-e33e32680d15","textbox","Crane operator",,,,
"","b8268f63-7c8f-56ed-b696-bffbb805c5b6","textbox","Date and time of the lifts",,,,
"","67013238-9ac6-5397-b57e-5133b2ddf2a3","button","Communication","Radio, Hand signals, Other",,,
"","23b9281f-0673-5f22-b8af-db8bdfe40673","textbox","Specify if other",,,,
"","8864cb60-2c6a-57d6-ba8b-ab68a6c670d0","textbox","Lift description",,,,
"","bb56ba5e-9117-5d5f-a5c1-74836d2dda4c","textbox","Crane ID",,,,
"","a5f2ba3f-8baf-53c8-9267-3a679324d9e0","textbox","First Aider",,,,
"","f6829b44-f69b-5321-9169-02e2763817af","textbox","Dogman",,,,
"","080df8d7-5b9c-588a-814b-74169225078b","textbox","Location",,,,
"",,"checkpoint","Hazard checks",,,,
"","a79d32c6-ed2c-5955-8f32-3ec99633e800","tickbox","Workplace hazards",,,,
"","42ace59e-7451-513b-9e3b-22f112e41394","tickbox","Crane Hazards",,,,
"","a7bf3d29-1ccf-54d9-90c6-a2dcc03af6cc","tickbox","Crane Operator ticketed",,,,
"","93b41a12-21bd-52c6-afa4-33d745181371","tickbox","Dogman ticketed",,,,
"","2b621168-9c48-5a40-aed6-99655c92eb58","tickbox","Fatigue managed",,,,
"","0adee6c4-16a9-5504-a84c-827bffa3a832","tickbox","PPE correct",,,,
"","a1bb0104-6fa4-5763-97f1-095cb1af180f","tickbox","Crane cert correct",,,,
"","65252789-4327-569b-b2ca-9fa82f9b4ac7","tickbox","Lifting equip certs correct",,,,
"","6d0e3438-ef1e-57cc-ba7c-405207cdcecc","tickbox","Rating charts correct",,,,
"","836c8904-0914-5e76-a76b-4ab22651bd61","tickbox","Counterweight correct",,,,
"","c9391819-16f3-5813-a810-b7f62dec77b7","tickbox","Reeving correct",,,,
"","4e4437fd-781f-5ac8-8e73-fd41ebf88d20","tickbox","Outriggers Ext/Pinned",,,,
"","54fb6fd5-9164-5148-9769-dedc0a7b59bb","tickbox","Vision conditions checked (sun strike/bad lighting/dark/fog/obstructed/control sunglasses/lighting/radios/spotter )",,,,
"","3fa59524-6c06-5427-b623-40d7f12547c0","tickbox","Weather conditions checked (fine/wet/ice/wind)",,,,
"","03ff4d36-d4ba-5c30-adf4-2d166d316471","tickbox","Traffic managed (people and vehicles)",,,,
"","074e3a4e-3e9d-55d8-b1ad-f8de310f5f7e","tickbox","Radio's checked",,,,
"","3fbf8b65-1a6c-5a65-8c8e-c901da32c6b3","tickbox","Airport notified",,,,
"","b8b68aae-da9c-5529-b447-96150e29fa10","tickbox","Hazard notification required (WorkSafe NZ: hazard notification)",,,,
"","69a69c3f-fa00-5d88-958c-1c576f9cfdba","tickbox","Crane setup as per lift plan",,,,
"","fa5acfe1-362f-5e48-a20f-ade1ecc7721b","tickbox","SLI configured and working",,,,
"","ddcd0d96-934d-5562-a3aa-cf479ee2bed6","tickbox","Electrical hazards (power lines/load attached to power; power lines must be at least 4m away unless you have a permit)",,,,
"","6377bb13-409f-5d9f-9297-2e50d0eb6c18","tickbox","Crane is earthed",,,,
"","527f7b93-99dc-5053-9061-222aa5870847","tickbox","Ground conditions checked (flat, can support crane, access without sliding etc.)",,,,
"","f6dda2a7-cb31-568b-95c9-f923dce1daef","tickbox","Underground services are clear (water, power, storm water, waste water, septic tanks etc.)",,,,
"","37e9f1e8-7ece-5720-a757-0d37f805db93","tickbox","Obstructions checked (slew, structures, boom, overhead, buildings etc.)",,,,
"","6dc7049e-a870-5798-944e-bc0344908605","tickbox","Rigging methodology discussed",,,,
"","2d69d01b-b6f3-5f23-9aab-35ded32df109","tickbox","Load support checked",,,,
"","2516c3f2-696d-522b-bf77-b91d38a193ad","tickbox","The lift will use a tag line",,,,
"","370607c5-6cc4-5394-afb7-2c67f5748bff","tickbox","Loose objects removed from load",,,,
"","f723a667-a9a9-531b-9d3c-d77e66ed3c94","tickbox","No simultaneous operations",,,,
"","395be5de-4f25-5b67-a444-fb8696298f42","tickbox","Mancage checks",,,,
"","81ed8912-7010-57ff-aea3-23125afb7d23","tickbox","Confined space checked",,,,
"","710d02c6-ea49-5d17-8b2d-9c8618498095","tickbox","Environment checked",,,,
"",,"checkpoint","Lift details photographed and uploaded",,,,
"",,"checkpoint","Lift sketch photographed and uploaded",,,,
"",,"checkpoint","Acknowledge",,,,
"","558b9f4e-94db-5880-89f9-96ac8ecd6269","textbox","Crane Operator",,,,
"","7fccae44-a301-5cec-b0d2-bd3c6e1b6c50","textbox","Dogman",,,,
"","51f140d5-2a2c-55f0-92e8-7d0b93f8577d","textbox","Site Representative / Customer",,,,

"","def5d389-518d-46b7-8cba-318115fc0e0c/1","checklist-flat","Daily Pre-Start Safety Briefing","","Daily Pre-Start Safety Briefing",0,"9ab87051-7630-4d29-83b0-b0917260e32e"
"","76dbaa65-eefa-4d14-9d72-03b723e1044e","checkpoint","Daily Pre-Start Safety Briefing",,,,
"","50d7f882-d375-5474-be64-f391b8aa61b6","date","Date",,,,
"","88ad505b-1a3f-48ca-aca8-16ecc8f67cb5","checkpoint","What work is notifiable and has it been notified?",,,,
"","282c1f5c-f581-5753-8d8d-04cacadee935","button","Any notifiable work?","yes, no",,,
"","ac65481d-18d2-59ec-9604-c3434ddd0dbe","textbox","Details if Yes",,,,
"","5484da70-2e5e-4e2a-a329-1b75700c7ef2","checkpoint","Weather conditions",,,,
"","7397fd2e-613a-596d-86d7-06edd468a61c","dropdown","Conditions","Sunny, Overcast, Cloudy, Rainy",,,
"","00b3af91-76d2-5b58-996c-7842defa5888","textbox","Additional comments:",,,,
"","bd2fe09f-77c3-4be7-9bc3-0729bea43943","checkpoint","Hazards",,,,
"","d7242154-f7a8-545d-b2cf-1416afdac1cd","tickbox","Electrical leads - Inspected and tagged",,,,
"","ce053bb4-e010-5802-ba22-69baccc58868","tickbox","EWP - Operators licenced",,,,
"","5d9dfc74-daa6-53b1-9168-da622d5a6cd3","tickbox","Falling objects - Isolate the drop zone and wear head protection",,,,
"","b923fb89-b84a-50ed-8d20-16b26f29af14","tickbox","Flying objects - Wear head protection",,,,
"","b7eaafbc-77b8-5528-893e-695873a0cc3c","tickbox","Ladders - Safe and secure. 3 points of contact",,,,
"","8376abff-3937-5b30-8802-15e13eb8097e","tickbox","Live power - Disconnect as necessary",,,,
"","2c9b5ccc-000b-56e8-9075-7bfb3c4f2b8f","tickbox","Noise - Hearing protection",,,,
"","7223d0aa-f823-5752-bd60-e114b5b6820d","tickbox","Other contractors - Daily Pre-Start Briefing attendance required",,,,
"","5362018f-8943-5159-9917-623c34ee981a","tickbox","Power tools - Ensure guards are fitted and use RCD",,,,
"","fa936e7c-f928-5b83-9d01-068763cae6a5","tickbox","Public and visitors - Is the construction area fenced off and safe",,,,
"","dff3b7af-519f-5047-a7e0-040bc951931f","tickbox","Rotating machinery - Ensure guards are fitted at all times",,,,
"","fe03d4e5-8d84-5875-85d5-ac6763983751","tickbox","Scaffolding - Scaffold secure and certified",,,,
"","3cd1abba-3a5f-57e3-ae5c-af6e3efae2de","tickbox","Sun & Heat - Hat, sunblock & drinking water",,,,
"","e4057eea-24af-5b13-ba5e-ccd417349d6c","tickbox","Traffic controls - Spotter/Hi Viz/cones/signage as required",,,,
"","eafdff2a-7ad7-5299-9ca9-dfc1086463c1","tickbox","Fall from height - Safety checks completed on all work at height gear",,,,
"","2ece561e-3197-4cac-9e64-9f2471c01beb","checkpoint","PPE Required",,,,
"","789b0648-fb52-5233-86f3-429c164b83b0","tickbox","Hi Viz Vest",,,,
"","1daf8bf1-b8b3-52d2-b8e9-bd5fac8505eb","tickbox","Hard Hats",,,,
"","462e48cc-995a-54d8-a39e-dddfb60a559a","tickbox","Safety boots",,,,
