resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,
,step,,,Level 01,,,,,,,,,
,step,,,,East Zone - Shared Administration,,,,,,,,
,step,,,,,MEETING - 1.2.009,,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Rough-In,,,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,Cable Support,,,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,Conduit,,,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,Fire Sealing,,,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,Equipotential Bonding,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Fit-Off,,,,,,
Final Installation Checklist,checklist,,,,,,Final Installation Test Sheet,,,,,,
,step,,,,,BREAKOUT - 1.2.008,,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Rough-In,,,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,Cable Support,,,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,Conduit,,,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,Fire Sealing,,,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,Equipotential Bonding,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Fit-Off,,,,,,
Final Installation Checklist,checklist,,,,,,Final Installation Test Sheet,,,,,,
,step,,,,,BREAKOUT - 1.2.007,,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Rough-In,,,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,Cable Support,,,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,Conduit,,,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,Fire Sealing,,,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,Equipotential Bonding,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Fit-Off,,,,,,
Final Installation Checklist,checklist,,,,,,Final Installation Test Sheet,,,,,,
,step,,,,,WORKSTATIONS - 1.2.000,,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Rough-In,,,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,Cable Support,,,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,Conduit,,,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,Fire Sealing,,,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,Equipotential Bonding,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Fit-Off,,,,,,
Final Installation Checklist,checklist,,,,,,Final Installation Test Sheet,,,,,,
,step,,,,,B-PRINT - 1.2.001,,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Rough-In,,,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,Cable Support,,,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,Conduit,,,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,Fire Sealing,,,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,Equipotential Bonding,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Fit-Off,,,,,,
Final Installation Checklist,checklist,,,,,,Final Installation Test Sheet,,,,,,
,step,,,,,OFF-2P - 1.2.010,,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Rough-In,,,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,Cable Support,,,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,Conduit,,,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,Fire Sealing,,,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,Equipotential Bonding,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Fit-Off,,,,,,
Final Installation Checklist,checklist,,,,,,Final Installation Test Sheet,,,,,,
,step,,,,,OFF-2P - 1.2.011,,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Rough-In,,,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,Cable Support,,,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,Conduit,,,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,Fire Sealing,,,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,Equipotential Bonding,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Fit-Off,,,,,,
Final Installation Checklist,checklist,,,,,,Final Installation Test Sheet,,,,,,
,step,,,,,OFF-2P - 1.2.012,,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Rough-In,,,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,Cable Support,,,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,Conduit,,,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,Fire Sealing,,,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,Equipotential Bonding,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Fit-Off,,,,,,
Final Installation Checklist,checklist,,,,,,Final Installation Test Sheet,,,,,,
,step,,,,,OFF-2P - 1.2.013,,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Rough-In,,,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,Cable Support,,,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,Conduit,,,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,Fire Sealing,,,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,Equipotential Bonding,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Fit-Off,,,,,,
Final Installation Checklist,checklist,,,,,,Final Installation Test Sheet,,,,,,
,step,,,,,MEETING - 1.2.014,,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Rough-In,,,,,,
QA_TEM_008_Cable Support Prior to Cabling,checklist,,,,,,Cable Support,,,,,,
QA_TEM_006_Surface Conduit Installation,checklist,,,,,,Conduit,,,,,,
QA_TEM_017_Fire Sealing,checklist,,,,,,Fire Sealing,,,,,,
QA_TEM_079_Equipotential Bonding,checklist,,,,,,Equipotential Bonding,,,,,,
QA_TEM_082_Room Checklist,checklist,,,,,,Fit-Off,,,,,,
