Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
0597-FRM-100 - Diaphragm Wall Excavation Record,,,,,
,Scope,,,Excavation,
,Rows,,,,
,,Diaphragm Wall,dynamic,Site QA,Diaphragm Wall
,Columns,,,,
,,Relevant photos/documents,,Attach any relevant photos / documents,Diaphragm Wall
,,Ref. Level (Top of Guide Wall):,Ref. Level (Top of Guide Wall):,Attach any relevant photos / documents,Diaphragm Wall
,,Designed Toe Level of Panel mPD,Designed Toe Level of Panel mPD,Attach any relevant photos / documents,Diaphragm Wall
,,Operator :,Operator :,Attach any relevant photos / documents,Diaphragm Wall
,,Excavation Equipment :,Excavation Equipment :,Attach any relevant photos / documents,Diaphragm Wall
,,Date :,Date :,Attach any relevant photos / documents,Diaphragm Wall
,,Assistant :,Assistant :,Attach any relevant photos / documents,Diaphragm Wall
,,Grab :,Grab :,Attach any relevant photos / documents,Diaphragm Wall
,,Monitoring of crane cable/inclination measurement,,Monitoring of the crane cable / inclination measurement by means of electronical systems OK,Diaphragm Wall
,,Time From,Time From,Monitoring of the crane cable / inclination measurement by means of electronical systems OK,Diaphragm Wall
,,Time To,Time To,Monitoring of the crane cable / inclination measurement by means of electronical systems OK,Diaphragm Wall
,,Activities / Details of Obstructions Encountered [Specify Time and Depth],Activities / Details of Obstructions Encountered [Specify Time and Depth],Monitoring of the crane cable / inclination measurement by means of electronical systems OK,Diaphragm Wall
,,Depth From,Depth From,Monitoring of the crane cable / inclination measurement by means of electronical systems OK,Diaphragm Wall
,,Depth To,Depth To,Monitoring of the crane cable / inclination measurement by means of electronical systems OK,Diaphragm Wall
,,,,,
0597-FRM-102 - Reinforcement Inspection Record,,,,,
,Scope,,,Reinforcement,
,Rows,,,,
,,Diaphragm Wall,dynamic,Site QA,Diaphragm Wall
,Columns,,,,
,,Set Out - Relevant photos/documents,,Attach any relevant photos / documents,Set Out
,,Panel Type,Panel Type,Attach any relevant photos / documents,Set Out
,,Side,Side,Attach any relevant photos / documents,Set Out
,,Date Checked,Date Checked,Attach any relevant photos / documents,Set Out
,,Date Installed,Date Installed,Attach any relevant photos / documents,Set Out
,,Attach most relevant drawing,,Attach most relevant drawing,Set Out
