Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Passive Fire / Collars Penetration,,,,,,
,Scope,,,Fire Register,,
,Rows,,,,,
,,Level B2 - City Edge,dynamic,City Edge,Level B2,Fire Register
,,Level B2 - Town Square,dynamic,Town Square,Level B2,Fire Register
,,Level B2 - Players' Facilities,dynamic,Players' Facilities,Level B2,Fire Register
,,Level B1 - City Edge,dynamic,City Edge,Level B1,Fire Register
,,Level L1 - City Edge,dynamic,City Edge,Level L1,Fire Register
,,Level L2 - City Edge,dynamic,City Edge,Level L2,Fire Register
,,Level L2 - Town Square,dynamic,Town Square,Level L2,Fire Register
,,Level LC&D - City Edge,dynamic,City Edge,Level LC&D,Fire Register
,,Level LC&D - Town Square,dynamic,Town Square,Level LC&D,Fire Register
,,Level L3 - City Edge,dynamic,City Edge,Level L3,Fire Register
,,Level L3 - Town Square,dynamic,Town Square,Level L3,Fire Register
,,Level L5 - City Edge,dynamic,City Edge,Level L5,Fire Register
,Columns,,,,,
,,Please take detail photos of penetration & labelling,,Please take detail photos of penetration & labelling,,
,,Drawing Ref Number,Drawing Ref Number,Please take detail photos of penetration & labelling,,
,,Material,Material,Please take detail photos of penetration & labelling,,
,,Pipe size,Pipe size,Please take detail photos of penetration & labelling,,
,,Fire Matrix Ref Number,Fire Matrix Ref Number,Please take detail photos of penetration & labelling,,
