type,name,values,prefix,postfix,usage count,user addable,template name,
checklist,HP1200+ 800TC V1.1,,,,,Yes,HP1200+ 800TC V1.1,
section,DETAILS,,,,,,,
checkpoint,Attach any relevant documents or photos,,,,,,,
text,ITP No.,,,,,,,
text,Revision No. & Date,,,,,,,
text,Prepared By,,,,,,,
text,Reviewed By,,,,,,,
text,Approved By,,,,,,,
text,"Suppoting documentations - e.g location, CIDD alerts etc.",,,,,,,
section,BATCH DETAIL NUMBER OF PRODUCTS - EACH DELIVERY,,,,,,,
checkpoint,Enviro B-LV,,,,,,,
label,Records - Photograph,,,,,,,
label,surveillance point,,,,,,,
checkpoint,Sika Flex FC/ Enviro Flex FC,,,,,,,
label,Records - Photograph,,,,,,,
label,surveillance point,,,,,,,
checkpoint,Enviro HP1200,,,,,,,
label,Records - Photograph,,,,,,,
label,surveillance point,,,,,,,
checkpoint,Enviro 900PUR,,,,,,,
label,Records - Photograph,,,,,,,
label,surveillance point,,,,,,,
checkpoint,Enviro 800TC,,,,,,,
label,Records - Photograph,,,,,,,
label,surveillance point,,,,,,,
section,PRE COMMENCEMENT - EACH LOCATION,,,,,,,
checkpoint,Sample Submissions,,,,,,,
label,Submit samples for approval as per Specific Material Requirements.,,,,,,,
label,Record Submissions,,,,,,,
checkpoint,First Of Type Inspection,,,,,,,
label,First of type of inspection conducted by builder prior to commencment of works taking place.,,,,,,,
label,Record Submissions,,,,,,,
checkpoint,Material Management & Storage - Envirosystems TDS,,,,,,,
label,"Store materials in a dry, clean place away from direct sunlight as per TDS",,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
checkpoint,Acceptance of Substrate - AS 4654 .2.2012 Section 2.5,,,,,,,
label,"Obtain clearance for work initiation. Ensure a smooth substrate without protrusions, voids, or formwork distortions. The substrate should be free of honeycombing/bug holes. Patching products must be fully cured as per TDS prior to application",,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
checkpoint,Falls in Substrate- AS3740- 2021 Section 2.3 and AS 4654.2,,,,,,,
label,Builder to confirm compliant falls; minimum 1-100 falls,,,,,,,
label,Hold Point,,,,,,,
checkpoint,Cracks in Substrate - AS2870 Table 2.10,,,,,,,
label,Ensure no substrate cracks greater than 1.6mm.,,,,,,,
label,"Cracks of 1.6mm and over, movement structural joints, cold joints and Live cracks are to be referred to engineers for treatment methodology.",,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
section,SUBSTRATE PREPERATION: AS 4654.2-2012,,,,,,,
checkpoint,Substrate Preperation - AS 4654.2-2012,,,,,,,
label,"Ensure Surface is prepared to receive primer application. Clean substrate so that it is free of mould, paint, sealers, coatings, curing agents, loose particles and other contamination or foreign matter that may interfere with the adhesion. Achieve CSP2 and CSP3 Concrete finish profile. Remove all sharp edges including screws, nails and concrete/mortar projection. Steel surfaces should be treated with appropriate degreasers, then grit blasted and/or wire brushed where necessary.",,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
section,PRIME COAT- EACH LOCATION,,,,,,,
checkpoint,Moisture Content - Enviro Epoxy B-LV Product TDS,,,,,,,
label,"Check moisture content of substrate, not to exceed 6% (Min.1 test per 10m2).",,,,,,,
label,Records - Photograph,,,,,,,
label,surveillance point,,,,,,,
checkpoint,Weather/RH - Enviro Epoxy BL-V Product TDS,,,,,,,
label,Apply within 5-35°C RH must be 0-85%,,,,,,,
label,Screenshot - Temperature and weather forecast,,,,,,,
label,Witness Point,,,,,,,
checkpoint,Product Mixing - Enviro Epoxy BL-V Product TDS,,,,,,,
label,"Mix Part A (12L) and Part B (6L) seperately add Part B, liquid hardener, to the Enviro Epoxy B-LV Part A base. Enviro Epoxy B-LV should be thoroughly mixed with a mechanical mixer at low speed with a suitable mixing paddle attached. Mix for 3 minutes or until uniform with a mechanical mixer at low speed (less than 400 RPM) prior to application.",,,,,,,
label,Witness Point,,,,,,,
checkpoint,Application - Enviro Epoxy BL-V Product TDS,,,,,,,
label,"Apply primer using a brush or roller and casting aggregate for every 5 m2 applied. Applications of excessive build should be avoided, and material must not be allowed to pool on the substrate surface Ensure Primer is dry and tack free (within 24 hours) prior to next coat.",,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
section,BOND BREAKER- EACH LOCATION,,,,,,,
checkpoint,Caulking - AS 3740 2021 & AS 4654.1,,,,,,,
label,"Apply compatible sealant to form smooth flexible cove to all internal corners, penetrations and joints. This is to be a 12mm x 12mm coved fillet as per AS3740 class III membrane requirements for internal areas and 15mm x 15mm coved fillet as per AS4654.1 class III membrane requirements for external areas. Bond breaker to be tack free prior to coating.",,,,,,,
label,Records - Photograph,,,,,,,
label,Records - Thickness testing with fillet gauge,,,,,,,
label,Witness Point,,,,,,,
section,BASE COAT - EACH LOCATION,,,,,,,
checkpoint,Weather/RH - HP1200 Product TDS,,,,,,,
label,Apply within 5-35°C RH must be 0-85%,,,,,,,
label,Screenshot - Temperature and weather forecast,,,,,,,
label,surveillance point,,,,,,,
checkpoint,Product Mixing - HP1200 Product TDS,,,,,,,
label,Mixing by way of 1:1 mix ratio (by volume) in heated plural component. Mix Part B thoroughly with a mechanical power mixer before use,,,,,,,
label,Witness Point,,,,,,,
checkpoint,Application- HP1200 Product TDS,,,,,,,
label,HP1200 must be sprayed using high pressue plural component dispensing equipment - Drums of component must be pre-heated to at least 25C prior to mixing or dispensing,,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
section,QA TESTING - EACH LOCATION,,,,,,,
checkpoint,Inspection,,,,,,,
label,Inspect after installation of reinforcement/finishes to check for any damage to waterproofing and rectify as required.,,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
checkpoint,Thickness Testing - Delfasco Positector,,,,,,,
label,Thickness testing of application to the recommended DFT of 1.0mm to manufacturers instructions.( 1 test per 10m2),,,,,,,
label,Records - Photograph,,,,,,,
label,Hold Point,,,,,,,
checkpoint,ELT Testing - Delfasco Holiday Tester,,,,,,,
label,Conduct Electronic Leak Testing ( ELT) on area membraned,,,,,,,
label,Records - Photograph,,,,,,,
label,Hold point,,,,,,,
section,WEAR COAT- EACH LOCATION,,,,,,,
checkpoint,Weather/RH - Enviro 900 product TDS,,,,,,,
label,Apply within 5-35°C RH must be 0-85%,,,,,,,
label,Screenshot - Temperature and weather forecast,,,,,,,
label,surveillance point,,,,,,,
checkpoint,Mixing of Product - Enviro 900 product TDS,,,,,,,
label,"Mix Part A and Part B separately, before combining. Enviro 900 should be thoroughly mixed with a mechanical mixer at low speed (less than 400 RPM) for a minimum of thirty seconds prior to application.",,,,,,,
label,Witness Point,,,,,,,
checkpoint,Application - Enviro 900 product TDS,,,,,,,
label,"Enviro 900 to be applied by squeegee, roller or brush to finished membrane. Aggregate should be uniformly broadcasted to the wet Enviro 900 within 10 minutes.",,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
section,FIRST TOP COAT - EACH LOCATION,,,,,,,
checkpoint,Weather/RH - Enviro 800 product TDS,,,,,,,
label,Apply within 10-35°C RH must be 0-85%,,,,,,,
label,Screenshot - Temperature and weather forecast,,,,,,,
label,surveillance point,,,,,,,
checkpoint,Mixing - Enviro 800 product TDS,,,,,,,
label,Mixing by way of 4:1 mix ratio (A:B) by volume. Enviro 800 TC should be thoroughly mixed with a mechanical mixer at low speed (less than 400 RPM) prior to application. Add Part B to Part A and mix to a uniform colour and consistency of a minimum 3 minutes - allow to react for 10 minutes before application.,,,,,,,
label,Witness Point,,,,,,,
checkpoint,Application - Enviro 800 product TDS,,,,,,,
label,Enviro 800TC to be applied by roller or brush to finished membrane. Allow coat to sufficiently dry ( 24H) before proceeding to the next coat.,,,,,,,
label,Records - Photograph,,,,,,,
label,Witness Point,,,,,,,
section,SECOND TOP COAT - EACH LOCATION,,,,,,,
checkpoint,Weather/RH - Enviro 800 product TDS,,,,,,,
label,Apply within 10-35°C RH must be 0-85%,,,,,,,
label,Screenshot - Temperature and weather forecast,,,,,,,
label,surveillance point,,,,,,,
checkpoint,Mixing - Enviro 800 product TDS,,,,,,,
label,Mixing by way of 4:1 mix ratio (A:B) by volume. Enviro 800 TC should be thoroughly mixed with a mechanical mixer at low speed (less than 400 RPM) prior to application. Add Part B to Part A and mix to a uniform colour and consistency of a minimum 3 minutes - allow to react for 10 minutes before application.,,,,,,,
label,Witness Point,,,,,,,
checkpoint,Application - Enviro 800 product TDS,,,,,,,
