type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP005 - Stormwater Drainage,itp,,,,,FH-ZU2-QU-ITP005 - Stormwater Drainage - Rev 0,83f202df-0ed7-499d-abd2-6f7b84d31412
section,1.0 - Preliminary Activities,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Ensure that all employees and subcontractors are:,,,,,,,
label,○ using the correct and complete set of drawings,,,,,,,
label,○ all drawings are the latest revision.,,,,,,,
label,Reference Documents - Drawings and Aconex Register,,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - Up to date drawing sets & ITP,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project/Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,"Acceptance Criteria - All necessary measures and controls are being implemented, that is: CEMP, TMP, SWMS & WP.",,,,,,,
label,"Reference Documents - CEMP, TMP, SWMS & WP",,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Site and Office Inspection,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project/Site Engineer/Supervisor,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.3 - Excavation Permit,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Excavation Permit issued by APAM obtained prior to any excavation on site.,,,,,,,
label,Reference Documents - Excavation Permit,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Proof of signed permit,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project/Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
section,2.0 - Stormwater Products and Materials,,,,,,,
checkpoint,2.1 - Drainage Pipes (RCPs),,,,,,,
label,Frequency - Prior to commencem ent of works,,,,,,,
label,Acceptance Criteria - Drainage pipes supplied in accordance with AS4058.,,,,,,,
label,○ Material submission approval.,,,,,,,
label,Reference Documents - CL16.6.1,,,,,,,
label,Aconex ref: DCWC Mgt-GCOR-009281,,,,,,,
label,Inspection/Test Method - Document Review,,,,,,,
label,Record of conformity - Aconex,,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project/Site Engineer, Beca",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.2 - Pipe Support Cradles,,,,,,,
label,Frequency - Prior to commencem ent of works,,,,,,,
label,Acceptance Criteria - Pipe to sit on firm foundation with pipe support cradles.,,,,,,,
label,○ Material submission/ Shop drawing submission.,,,,,,,
label,Reference Documents - Cl16.5.6.1,,,,,,,
label,Aconex ref: DCWC Mgt-GCOR-009496,,,,,,,
label,Inspection/Test Method - Document Review,,,,,,,
label,Record of conformity - Aconex,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project/Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,2.3 - Encasement Material,,,,,,,
label,Frequency - Prior to commencem ent of works,,,,,,,
label,Acceptance Criteria - Encasement Material to be 5Mpa lean mix concrete for all RCP’s.,,,,,,,
label,○ Material submission approval.,,,,,,,
label,Reference Documents - Cl16.5.6.1 & 16.6.2.2 & Tender Clarifications #36,,,,,,,
label,Aconex ref: BecaCPL-RTRFI-000089,,,,,,,
label,Inspection/Test Method - Document Review,,,,,,,
label,Record of conformity - Aconex,,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project/Site Engineer, Beca",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.4 - Backfill Material,,,,,,,
label,Frequency - Prior to commencem ent of works,,,,,,,
label,Acceptance Criteria - Backfill material to be 6% cement stabilised sand to pavement formation level.,,,,,,,
label,○ Material submission approval.,,,,,,,
label,"Reference Documents - Cl16.5.6, 16.5.6.3 (a)(i) & 16.6.2.2.",,,,,,,
label,Aconex ref: BecaCPL-GCOR-000802,,,,,,,
label,Inspection/Test Method - Document Review,,,,,,,
label,Record of conformity - Aconex Ref,,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project/Site Engineer, Beca",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,3.0 - Stormwater Delivery,,,,,,,
checkpoint,3.1 - RCP Delivery,,,,,,,
label,Frequency - Each Delivery,,,,,,,
label,Acceptance Criteria - Drainage pipes supplied and delivered as per approved Material submission.,,,,,,,
label,○ Manufacturer’s conformance report.,,,,,,,
label,Reference Documents - CL16.6.1 & AS4058,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Order Acceptance Form,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project/Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
section,4.0 - Construction Activities,,,,,,,
checkpoint,4.1 - Survey Setout,,,,,,,
label,Frequency - Prior to construction and each lot,,,,,,,
label,"Acceptance Criteria - Set out the stormwater drainage as shown on the Drawings to identify the locations, lengths and levels at outlets and inlets of pipes.",,,,,,,
label,○ This constitutes a Hold Point.,,,,,,,
label,Reference Documents - Cl16.7.1,,,,,,,
label,Inspection/Test Method - Survey,,,,,,,
label,Record of conformity - ITP Signed,,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project/Site Engineer, Beca",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,4.2 - Excavation,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,"Acceptance Criteria - All excavation to be performed to the minimum depths, widths and batter slopes as shown on the Drawings, regardless of the type of material.",,,,,,,
label,"○ Trench excavation is to commence at the downstream end, where practical.",,,,,,,
label,○ The width of trench to be such that the horizontal clearance from the outside of the pipe to wall of the trench to be minimum 300mm when under the runway and taxiway graded strip. Trench width outside of the runway and taxiway graded strip to be the greater of 150mm and D/6.,,,,,,,
label,○ Subgrade Inspection to constitute a Hold Point.,,,,,,,
label,Reference Documents - Cl16.8.1 & Cl16.6.2.2,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - ITP Signed,,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project/Site Engineer, Beca",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,4.3 - Site Dewatering,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,"Acceptance Criteria - Excavations are to be kept free from water during construction and backfilling and provide pumps, well-points or other equipment as necessary.",,,,,,,
label,○ Any temporary works to be designed such that flooding upstream of the diversion does not occur. This constitutes a Hold Point.,,,,,,,
label,Reference Documents - Cl16.8.4,,,,,,,
label,Inspection/Test Method - Site Inspection,,,,,,,
label,Record of conformity - Aconex Ref,,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project/Site Engineer, Beca",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,4.4 - Confirm Ground Conditions,,,,,,,
label,Frequency - Each Drainage Line,,,,,,,
label,"Acceptance Criteria - Min. 1 x DCP test to be undertaken per drainage line / structure to confirm ground conditions. If the first DCP is inconclusive or fails, additional DCP to be taken as needed based on on-site assessment of the ground.",,,,,,,
label,○ Contractor to notify the Contract Administrator of any area of the foundation which contains material that is inadequate to support the proposed drainage structure.,,,,,,,
label,"○ Inadequate material is deemed to have a bearing pressure less than 130kPa, equivalent to 4 DCP blows per 100mm, per note 4 on drawing ZULU-BECA-012-DWG-07102.",,,,,,,
label,○ Inadequate foundation material is to be replaced with a layer of coarse crushed aggregate compacted to 95% relative standard compaction to AS1289 Section 5.5.1 over a geotextile Bidim A29 or approved equivalent.,,,,,,,
label,Reference Documents - Cl16.8.2 & Tender Clarification 179,,,,,,,
label,Inspection/Test Method - Site Inspection,,,,,,,
label,"Record of conformity - DCP, Test Results",,,,,,,
label,TP,,,,,,,
label,Responsibility - Project/Site Engineer/ Beca,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,4.5 - Bedding,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Bedding material/subgrade to be prepared for laying the pipes. Pipe support cradles to be placed on firm bedding. This constitutes a Witness Point.,,,,,,,
label,Reference Documents - Cl.16.6.2.1,,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - ITP Signed,,,,,,,
label,WP,,,,,,,
label,"Responsibility - Project/Site Engineer, Beca",,,,,,,
date,Date Completed:,,,,,,,
checkpoint,4.6 - Laying of Pipes (Sample),,,,,,,
label,Frequency - First Lot,,,,,,,
label,"Acceptance Criteria - Initial sample 20m length of concrete pipeline to be laid and approved by the Contract Administrator for line and level before continuing construction of pipe network, Hold Point.",,,,,,,
label,Reference Documents - Cl.16.9.1.6,,,,,,,
label,Inspection/Test Method - Verify & Visual Inspection,,,,,,,
label,Record of conformity - ITP Signed,,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project/Site Engineer, Beca",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,4.7 - Laying and Jointing of Pipes,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - Concrete Pipes to be rigidly supported by approved steel pipe cradle during laying.,,,,,,,
label,○ Pipes to be placed with spigot end facing downstream.,,,,,,,
label,○ Pipes to be laid with the word ‘TOP’ and or lifting holes uppermost. Lifting holes to be plugged after installation.,,,,,,,
label,"○ All Concrete Pipes to be checked and subject to the approval of the Contract Administrator prior to commencement of backfilling, Hold Point.",,,,,,,
label,Reference Documents - Cl.16.9.1.6,,,,,,,
label,Inspection/Test Method - Verify & Visual Inspection,,,,,,,
label,Record of conformity - ITP Signed,,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project/Site Engineer, Beca",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,4.8 - Survey,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,"Acceptance Criteria - The alignment, level and grade to be checked on the obvert of every third concrete pipe unit.",,,,,,,
label,"○ Pipes shall be laid to the lines, grades and invert levels shown on the Drawings. No deviation shall be made without the prior approval of the Contract Administrator.",,,,,,,
label,Deviation from Invert Level,,,,,,,
label, ○ Maximum deviation from design invert level to not exceed 20mm and not result in zero grade or reversal of grade in any length of concrete pipe.,,,,,,,
label," ○ Where the design pipe grade is less than 1%, maximum deviation from pipe socket to pipe socket does not exceed 20 mm.",,,,,,,
label, ○ Maximum deviation from design invert level between upstream and downstream structures to not exceed 20mm and not result in zero grade or reversal of grade in any length of concrete pipe.,,,,,,,
label,Deviation from Alignment,,,,,,,
label, ○ Maximum deviation of the concrete pipe from the alignment shown on the Drawings to not exceed 25mm.,,,,,,,
label,Reference Documents - Cl.16.7 & 16.9.1.6,,,,,,,
label,Inspection/Test Method - Survey,,,,,,,
label,Record of conformity - Survey Report,,,,,,,
label,SCP,,,,,,,
label,Responsibility - Project/Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,4.9 - Backfill Materials,,,,,,,
label,Frequency - Each Lot,,,,,,,
label,Acceptance Criteria - RCP’s under Runway and Taxiway Graded Strip,,,,,,,
label, ○ 5MPa wet lean mix to 200mm above pipe obvert,,,,,,,
label, ○ 6% Cement Stabilised Sand to pavement formation level,,,,,,,
label,RCP’s outside Runway and Taxiway Graded Strip,,,,,,,
label, ○ 5MPa wet lean mix 150mm above pipe overt completed in stages,,,,,,,
label, ○ Site won material completed in 200mm loose layer thickness (maximum) to pavement formation level or 6% stabilised sand,,,,,,,
label,Reference Documents - Cl.16.5.6 & IFC Drawings & Tender Clarification #164,,,,,,,
label,Inspection/Test Method - Verify and Site Inspection,,,,,,,
label,Record of conformity - Delivery Docket and ITP Signed,,,,,,,
label,IP,,,,,,,
label,Responsibility - Project/Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
section,5.0 - Testing and Inspection,,,,,,,
checkpoint,5.1 - Compaction Requirements (RCPs),,,,,,,
label,Frequency - 1 test per lot.,,,,,,,
label,Acceptance Criteria - Concrete Backfill Under Runway and Taxiway Graded Strip,,,,,,,
label, ○ 1 compressive strength test for each 50m3 of backfill,,,,,,,
label,Concrete Backfill Outside Runway and Taxiway Graded Strip,,,,,,,
label, ○ 1 compressive strength test for each 100m3 of backfill,,,,,,,
label,Backfill Zone - Outside the Runway and Taxiway Graded Strip,,,,,,,
label, ○ Minimum RD of 95% SMDD (1 lot consists of every 50m3 for concrete backfill and every 2nd layer of backfill zone material every 40m.),,,,,,,
label,"Reference Documents - Cl.16.5.6.3 (c), Cl.16.9.6 & AS3798.1 Table 8.1",,,,,,,
label,Inspection/Test Method - Site Inspection,,,,,,,
label,Record of conformity - Test Records,,,,,,,
label,TP,,,,,,,
label,Responsibility - Project/Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,5.2 - Inspection of drainage lines,,,,,,,
label,Frequency - Prior to constructing pavement,,,,,,,
label,Acceptance Criteria - CCTV inspection of RCPs required at the completion of the works.,,,,,,,
label,○ Submission of CCTV footage to the Contract Administrator for review is a Hold Point.,,,,,,,
label,Reference Documents - Cl.16.10.1,,,,,,,
label,Inspection/Test Method - Verify,,,,,,,
label,Record of conformity - Aconex Ref,,,,,,,
label,HP,,,,,,,
label,"Responsibility - Project/Site Engineer, Beca",,,,,,,
date,Date Completed:,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,Final Inspection,,,,,,,
note,The signature below verifies that this ITP has been completed in accordance with the Fulton Hogan’s Quality system Procedures and verifies lot compliance with specifications.,,,,,,,
textbox,Print Name:,,,,,,,
textbox,Position:,,,,,,,
date,Work Completed On:,,,,,,,
date,Date:,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,ITP007 - Precast Drainage Structures,itp,,,,,FH-ZU2-QU-ITP007 - Precast Drainage Structures - Rev 0,402839a9-e811-488c-99cd-5670e095de16
section,1.0 - Preliminaries,,,,,,,
checkpoint,1.1 - Check for correct documentation,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Ensure that all employees and subcontractors are:,,,,,,,
label,○ using the correct and complete set of drawings.,,,,,,,
label,○ all drawings are the latest revision.,,,,,,,
label,Reference Documents - IFC Drawings,,,,,,,
label,Inspection/Test Method - Document Review,,,,,,,
label,Record of conformity - This ITP Signed,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project/Site Engineer,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.2 - Implementation of all measures and controls,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,"Acceptance Criteria - All necessary measures and controls are being implemented, that is: CEMP, TMP, SWMS & WP.",,,,,,,
label,"Reference Documents - CEMP, TMP, SWMS & WP",,,,,,,
label,Inspection/Test Method - Visual Inspection,,,,,,,
label,Record of conformity - Site and Office Inspection,,,,,,,
label,HP*,,,,,,,
label,Responsibility - Project/Site Engineer/Supervisor,,,,,,,
date,Date Completed:,,,,,,,
checkpoint,1.3 - Excavation Permit,,,,,,,
label,Frequency - Prior to commencing activity,,,,,,,
label,Acceptance Criteria - Excavation Permit issued by APAM obtained prior to any excavation on site.,,,,,,,
label,Reference Documents - Approved Permits,,,,,,,
