Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
,checklist,1. Prepour (11/16 P/COR),,11/16 P/COR - Cage:,,
,section,QA_FOR_010_Reinforcement Inspection (Secondary Welding),,,,
,checkpoint,Secondary Reinforcement Inspection,,,,
,note,Fittings Drawing No.: 3246,,,,
,textbox,Cage Length (+/- 50mm),,,,
,checkpoint,Correct Type & Number of Studs ,,,,
,checkpoint,Fittings Verification,,,,
,note,"Inspect correct amount, location, depth & orientation of fittings - tick to indicate conformance ✔",,,,
,tickbox,Hole Formers (+/- 3mm) - Qty: 6,,,,
,tickbox,Earths (+/- 10mm) - Qty: 3,,,,
,tickbox,Internal Butt Plate (+/- 10mm) - Qty: 1,,,,
,tickbox,Splice Wires (+/- 0mm) - Qty: 2,,,,
,dropdown,Additonal Splice Wires Added,"0,1,2,3,4,5,6,7,8,9,10",,,
,section,QA_FOR_011_Reinforcement Inspection (Primary Welding),,,,
,checkpoint,Primary Reinforcement Inspection,,,,
,note,Primary Reinforcement Design No.: 1765,,,,
,checkpoint,Diameter Verification - tick to indicate conformance ✔,,,,
,note,"Spec: Diameter at each 1-metre interval must be within the specified MIN–MAX tolerance (mm), as per design.",,,,
,tickbox,Measured diameters are within tolerance,,,,
,tickbox,Prodcution Tag/Package reference confirmed.,,,,
,textbox,"Enter measured diameter(s) only if variation is found, then raise an issue. ",,,,
,checkpoint,Circumferential Verification - tick to indicate conformance ✔,,,,
,note,Spec: Pitch must be located at the design spacing and match the correct circumferential wire size and type. Tolerance: -0mm ,,,,
,tickbox,Pitch is at correct design position and correct spacing,,,,
,tickbox,Correct wire size and type confirmed as per design,,,,
,tickbox,Cut circumferentials replaced to a min of 2 longitundinals,,,,
,textbox,"Enter measurement(s) only if out-of-tolerance condition is found, then raise an issue. ",,,,
,checkpoint,Longitudinal Wire Verification - tick to indicate conformance ✔,,,,
,note,"Spec: Longitudinal introduction points (spacing & alignment) must be within MIN–MAX tolerance, as per design.",,,,
,tickbox,Spot-check confirms introduction points fall within tolerance,,,,
,textbox,"Enter introduction measurement(s) only if out-of-tolerance condition is found, then raise an issue. ",,,,
,checkpoint,Visual Verification - tick to indicate conformance ✔,,,,
,tickbox,No visible deformation or excessive variation,,,,
,tickbox,No unwelded longitudinals or circumferentials,,,,
,section,Acceptance & Traceability,,,,
,checkpoint,Take a photo of the completed Production Tag (Front & Back),,,,
,signoff,Acceptance Signoff,,,,
,,,,,,
,checklist,1. Prepour (11/16 SPAN),,11/16 SPAN - Cage:,,
,section,QA_FOR_010_Reinforcement Inspection (Secondary Welding),,,,
,checkpoint,Secondary Reinforcement Inspection,,,,
,note,Fittings Drawing No.: 5589,,,,
,textbox,Cage Length (+/- 50mm),,,,
,checkpoint,Correct Type & Number of Studs ,,,,
,checkpoint,Fittings Verification,,,,
,note,"Inspect correct amount, location, depth & orientation of fittings - tick to indicate conformance ✔",,,,
,tickbox,Hole Formers (+/- 3mm) - Qty: 6,,,,
,tickbox,Earths (+/- 10mm) - Qty: 2,,,,
,tickbox,Splice Wires (+/- 0mm) - Qty: 2,,,,
,dropdown,Additonal Splice Wires Added,"0,1,2,3,4,5,6,7,8,9,10",,,
,section,QA_FOR_011_Reinforcement Inspection (Primary Welding),,,,
,checkpoint,Primary Reinforcement Inspection,,,,
,note,Primary Reinforcement Design No.: 1765,,,,
,checkpoint,Diameter Verification - tick to indicate conformance ✔,,,,
,note,"Spec: Diameter at each 1-metre interval must be within the specified MIN–MAX tolerance (mm), as per design.",,,,
,tickbox,Measured diameters are within tolerance,,,,
,tickbox,Prodcution Tag/Package reference confirmed.,,,,
,textbox,"Enter measured diameter(s) only if variation is found, then raise an issue. ",,,,
,checkpoint,Circumferential Verification - tick to indicate conformance ✔,,,,
,note,Spec: Pitch must be located at the design spacing and match the correct circumferential wire size and type. Tolerance: -0mm ,,,,
,tickbox,Pitch is at correct design position and correct spacing,,,,
,tickbox,Correct wire size and type confirmed as per design,,,,
,tickbox,Cut circumferentials replaced to a min of 2 longitundinals,,,,
,textbox,"Enter measurement(s) only if out-of-tolerance condition is found, then raise an issue. ",,,,
,checkpoint,Longitudinal Wire Verification - tick to indicate conformance ✔,,,,
,note,"Spec: Longitudinal introduction points (spacing & alignment) must be within MIN–MAX tolerance, as per design.",,,,
,tickbox,Spot-check confirms introduction points fall within tolerance,,,,
,textbox,"Enter introduction measurement(s) only if out-of-tolerance condition is found, then raise an issue. ",,,,
,checkpoint,Visual Verification - tick to indicate conformance ✔,,,,
,tickbox,No visible deformation or excessive variation,,,,
,tickbox,No unwelded longitudinals or circumferentials,,,,
,section,Acceptance & Traceability,,,,
,checkpoint,Take a photo of the completed Production Tag (Front & Back),,,,
,signoff,Acceptance Signoff,,,,
,,,,,,
,checklist,1. Prepour (11/24 P/COR),,11/24 P/COR - Cage:,,
,section,QA_FOR_010_Reinforcement Inspection (Secondary Welding),,,,
,checkpoint,Secondary Reinforcement Inspection,,,,
,note,Fittings Drawing No.: 3247,,,,
,textbox,Cage Length (+/- 50mm),,,,
,checkpoint,Correct Type & Number of Studs ,,,,
,checkpoint,Fittings Verification,,,,
,note,"Inspect correct amount, location, depth & orientation of fittings - tick to indicate conformance ✔",,,,
,tickbox,Hole Formers (+/- 3mm) - Qty: 6,,,,
,tickbox,Earths (+/- 10mm) - Qty: 3,,,,
,tickbox,Internal Butt Plate (+/- 10mm) - Qty: 1,,,,
,tickbox,Splice Wires (+/- 0mm) - Qty: 2,,,,
,dropdown,Additonal Splice Wires Added,"0,1,2,3,4,5,6,7,8,9,10",,,
,section,QA_FOR_011_Reinforcement Inspection (Primary Welding),,,,
,checkpoint,Primary Reinforcement Inspection,,,,
,note,Primary Reinforcement Design No.: 1994,,,,
,checkpoint,Diameter Verification - tick to indicate conformance ✔,,,,
,note,"Spec: Diameter at each 1-metre interval must be within the specified MIN–MAX tolerance (mm), as per design.",,,,
,tickbox,Measured diameters are within tolerance,,,,
,tickbox,Prodcution Tag/Package reference confirmed.,,,,
,textbox,"Enter measured diameter(s) only if variation is found, then raise an issue. ",,,,
,checkpoint,Circumferential Verification - tick to indicate conformance ✔,,,,
,note,Spec: Pitch must be located at the design spacing and match the correct circumferential wire size and type. Tolerance: -0mm ,,,,
,tickbox,Pitch is at correct design position and correct spacing,,,,
,tickbox,Correct wire size and type confirmed as per design,,,,
,tickbox,Cut circumferentials replaced to a min of 2 longitundinals,,,,
,textbox,"Enter measurement(s) only if out-of-tolerance condition is found, then raise an issue. ",,,,
,checkpoint,Longitudinal Wire Verification - tick to indicate conformance ✔,,,,
,note,"Spec: Longitudinal introduction points (spacing & alignment) must be within MIN–MAX tolerance, as per design.",,,,
,tickbox,Spot-check confirms introduction points fall within tolerance,,,,
,textbox,"Enter introduction measurement(s) only if out-of-tolerance condition is found, then raise an issue. ",,,,
,checkpoint,Visual Verification - tick to indicate conformance ✔,,,,
,tickbox,No visible deformation or excessive variation,,,,
,tickbox,No unwelded longitudinals or circumferentials,,,,
,section,Acceptance & Traceability,,,,
,checkpoint,Take a photo of the completed Production Tag (Front & Back),,,,
,signoff,Acceptance Signoff,,,,
,,,,,,
,checklist,1. Prepour (11/24 SPAN),,11/24 SPAN - Cage:,,
,section,QA_FOR_010_Reinforcement Inspection (Secondary Welding),,,,
