type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,ITP - Culvert Construction,itp,,,,,ITP - Culvert Construction Rev 0,
section,1.0. AGGREGATE AND PIPE / ACCEPTANCE TESTING,,,,,,,
checkpoint,1.01 - Bedding Material,,,,,,,
label,"Detail of Activity / Test - Well graded GAP 7 will be used and tested for Grading, Linear Shrinkage, Weathering Index, Crushing resistance, Maximum and Minimum Dry Densities",,,,,,,
label,"Action (Hold, Monitor, Witness) - H",,,,,,,
label,Minimum Test Frequency (Lot = 1 day’s production) - 1 Test per material per source,,,,,,,
label,Inspection / Test method - Test Report,,,,,,,
label,Acceptance Criteria - Compliant With AS/NZS 3725:2007,,,,,,,
label,Record documents (QCP - Quality Control Portal) - IANZ report,,,,,,,
label,Responsibility - Contractor,,,,,,,
label,Designer / PTG - A,,,,,,,
label,Eng. Rep / NZTA - I,,,,,,,
label,Contractor - R,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.02 - BackFill Material,,,,,,,
label,Detail of Activity / Test - Material Type,,,,,,,
label,"Action (Hold, Monitor, Witness) - H",,,,,,,
label,Minimum Test Frequency (Lot = 1 day’s production) - 1 Test per material per source,,,,,,,
label,Inspection / Test method - Test Report,,,,,,,
label,Acceptance Criteria - Compliant with TNZ F/1:1997,,,,,,,
label,Record documents (QCP - Quality Control Portal) - IANZ report,,,,,,,
label,Responsibility - Contractor,,,,,,,
label,Designer / PTG - A,,,,,,,
label,Eng. Rep / NZTA - I,,,,,,,
label,Contractor - R,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,1.03 - Culvert Pipe,,,,,,,
label,Detail of Activity / Test - Concrete pipes and fittings shall comply with the requirements of AS/NZS 4058:2007 for concrete pipes,,,,,,,
label,"Action (Hold, Monitor, Witness) - H",,,,,,,
label,Minimum Test Frequency (Lot = 1 day’s production) - 1 Test per material per source,,,,,,,
label,Inspection / Test method - Data Sheets,,,,,,,
label,Acceptance Criteria - Compliance with TNZ F3,,,,,,,
label,Record documents (QCP - Quality Control Portal) - Supplier QA Report,,,,,,,
label,Responsibility - Contractor,,,,,,,
label,Designer / PTG - A,,,,,,,
label,Eng. Rep / NZTA - I,,,,,,,
label,Contractor - R,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
section,2.0. CONSTRUCTION,,,,,,,
checkpoint,2.01 - Setout,,,,,,,
label,Detail of Activity / Test - Culverts to be placed in line with existing culvert,,,,,,,
label,"Action (Hold, Monitor, Witness) - M",,,,,,,
label,Minimum Test Frequency (Lot = 1 day’s production) - Prior to Commencement,,,,,,,
label,Inspection / Test method - Survey,,,,,,,
label,Acceptance Criteria - Engineers Approval,,,,,,,
label,Record documents (QCP - Quality Control Portal) - Checksheet,,,,,,,
label,Responsibility - Engineers Representative,,,,,,,
label,Designer / PTG - A,,,,,,,
label,Eng. Rep / NZTA - I,,,,,,,
label,Contractor - R,,,,,,,
checkpoint,2.02 - Excavation,,,,,,,
label,Detail of Activity / Test - Excavtion of Trench should be within tolerances.,,,,,,,
label,"Action (Hold, Monitor, Witness) - M",,,,,,,
label,Minimum Test Frequency (Lot = 1 day’s production) - For each site where Culvert is Required is required,,,,,,,
label,Inspection / Test method - Visual / Photo,,,,,,,
label,Acceptance Criteria - Trench width should wide enough to allow for adequate compaction. Trench should be excavated to the depth of the bottom of the existing culvert.,,,,,,,
label,Record documents (QCP - Quality Control Portal) - Checksheet,,,,,,,
label,Responsibility - Contractor,,,,,,,
label,Designer / PTG - A,,,,,,,
label,Eng. Rep / NZTA - I,,,,,,,
label,Contractor - R,,,,,,,
checkpoint,2.03 - Pipe bedding and haunch zone inspection,,,,,,,
label,Detail of Activity / Test - Bedding Material,,,,,,,
label,"Action (Hold, Monitor, Witness) - H",,,,,,,
label,Minimum Test Frequency (Lot = 1 day’s production) - 1 per trench length,,,,,,,
label,Inspection / Test method - Visual / Photo,,,,,,,
label,Acceptance Criteria - The Engineer shall complete a Visual Inspection to NZTA F/3: 2010 each strength length on Pipe bedding and haunch zone,,,,,,,
label,Record documents (QCP - Quality Control Portal) - Checksheet,,,,,,,
label,Responsibility - Contractor,,,,,,,
label,Designer / PTG - A,,,,,,,
label,Eng. Rep / NZTA - I,,,,,,,
label,Contractor - R,,,,,,,
holdpoint,AUTHORITY HOLDPOINT,,,,,,,
checkpoint,2.04 - Pipe bedding and haunch zone Density Testing,,,,,,,
label,Detail of Activity / Test - Pipe surround material shall be placed and compacted over the full width of the trench to a finished minimum thickness of 150mm above the crown of the pipes.,,,,,,,
label,"Action (Hold, Monitor, Witness) - I",,,,,,,
label,Minimum Test Frequency (Lot = 1 day’s production) - 1 per 15m trench length Minimum of 2 tests between pits/manholes,,,,,,,
label,Inspection / Test method - NDM / Clegg Report,,,,,,,
label,Acceptance Criteria - The pipe bedding and haunching zone shall be compacted to a MDD of 90%,,,,,,,
label,Record documents (QCP - Quality Control Portal) - Checksheet,,,,,,,
label,Responsibility - Contractor,,,,,,,
label,Designer / PTG - A,,,,,,,
label,Eng. Rep / NZTA - I,,,,,,,
label,Contractor - R,,,,,,,
checkpoint,2.05 - Pipe laying,,,,,,,
label,Detail of Activity / Test - Pipe To be placed to Line,,,,,,,
label,○ Pipe to be place to grade,,,,,,,
label,"Action (Hold, Monitor, Witness) - M",,,,,,,
label,Minimum Test Frequency (Lot = 1 day’s production) - Test Each Pipe as it placed,,,,,,,
label,Inspection / Test method - Pipe Laser and other approved equipment,,,,,,,
label,Acceptance Criteria - Placed to correct line and level as per IFC Drawings,,,,,,,
label,Record documents (QCP - Quality Control Portal) - Surevy Records,,,,,,,
label,Responsibility - Contractor,,,,,,,
label,Designer / PTG - A,,,,,,,
label,Eng. Rep / NZTA - I,,,,,,,
label,Contractor - R,,,,,,,
checkpoint,2.06 - Side zones Density Testing,,,,,,,
label,Detail of Activity / Test - Pipe surround material shall be placed and compacted over the full width of the trench to a finished minimum thickness of 150mm above the crown of the pipes.,,,,,,,
label,"Action (Hold, Monitor, Witness) - I",,,,,,,
label,Minimum Test Frequency (Lot = 1 day’s production) - 1 per backfill layer per 15m trench length. Minimum of 2 tests backfill layer per trench between pits/manholes,,,,,,,
label,Inspection / Test method - NDM / Clegg Report,,,,,,,
label,Acceptance Criteria - The Side zones shall be compacted to a MDD of 90%,,,,,,,
label,Record documents (QCP - Quality Control Portal) - NDM/Clegg Report,,,,,,,
label,Responsibility - Contractor,,,,,,,
label,Designer / PTG - A,,,,,,,
label,Eng. Rep / NZTA - I,,,,,,,
label,Contractor - R,,,,,,,
checkpoint,2.07 - Compaction above Pipe,,,,,,,
label,Detail of Activity / Test - Only hand operated compaction tools shall be used until the backfill has achieved a depth of 300mm above the crown of the pipe.,,,,,,,
label,"Action (Hold, Monitor, Witness) - I",,,,,,,
label,Minimum Test Frequency (Lot = 1 day’s production) - During Works,,,,,,,
label,Inspection / Test method - Site Records,,,,,,,
label,Acceptance Criteria - Visual/Measurement,,,,,,,
label,Record documents (QCP - Quality Control Portal) - Checksheet,,,,,,,
