"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","QA - Ribs/Flatslab Checklist","",,,26,"Yes","QA - Ribs/Flatslab Checklist","50ae29c3-c796-4421-aabd-9d071f6e507b"
"checkpoint-group",,"","section","Unit Info"
"checkpoint-status",,"","checkpoint","Unit information entered and correct"
"label","208c82ec-9a1c-5453-bfcd-62408ede323c","","note","attach photo/s of construction drawings",,,
"checkpoint-status",,"","checkpoint","1"
"text","8d828224-0ce7-5852-b819-ffb8b76afa28","","textbox","Unit No:",,,
"text","48664424-93e3-589b-af43-e579ec4e373c","","textbox","Quantity:",,,
"text","efe24c35-f1f0-5127-9a37-a7ee87227df5","","textbox","Length (each):",,,
"checkpoint-status",,"","checkpoint","2"
"text","660490d7-9a3a-5daa-bdfa-86932b3af31f","","textbox","Unit No:",,,
"text","7e5f782b-5607-5015-9462-125f4f9397df","","textbox","Quantity:",,,
"text","7265f28d-5ae9-5f24-aed3-38149df05fe4","","textbox","Length (each):",,,
"checkpoint-status",,"","checkpoint","3"
"text","527a22bf-ff1d-54ae-b9a5-ed53155c105c","","textbox","Unit No:",,,
"text","866c928e-4b27-50f7-85b3-637b65b78d4d","","textbox","Quantity:",,,
"text","5f17356b-2f75-5520-9c65-3d6bf91ef5a3","","textbox","Length (each):",,,
"checkpoint-status",,"","checkpoint","4"
"text","89ae5996-3eb6-5676-85c6-5478802ae537","","textbox","Unit No:",,,
"text","d83f8940-f500-5cec-83bf-3744e7b7ec6c","","textbox","Quantity:",,,
"text","9e577cd6-41d2-5a68-a15e-f20d32ea4195","","textbox","Length (each):",,,
"checkpoint-status",,"","checkpoint","5"
"text","d5810c66-2374-5156-8a5d-bd0f674f2ed1","","textbox","Unit No:",,,
"text","7a73078a-ce1e-559d-90a8-2cbf345189d1","","textbox","Quantity:",,,
"text","62f1c618-a93b-5f53-b922-5001b2f7b38c","","textbox","Length (each):",,,
"checkpoint-status",,"","checkpoint","6"
"text","9832b7e7-2f3b-5747-8e7e-65c7e2be038c","","textbox","Unit No:",,,
"text","10a0430f-21ae-5b92-a306-583c0d7b7eb0","","textbox","Quantity:",,,
"text","b5c53ea8-efd1-50fe-88ac-62626febdf3e","","textbox","Length (each):",,,
"checkpoint-status",,"","checkpoint","7"
"text","0705a787-d064-52cb-9ba8-84ede6090744","","textbox","Unit No:",,,
"text","d9faf3b9-0674-5cd0-94ad-4db7742ef09d","","textbox","Quantity:",,,
"text","7b064f7b-5da0-5ca4-a4f7-8f9d03818795","","textbox","Length (each):",,,
"checkpoint-status",,"","checkpoint","8"
"text","c58e25ae-8baa-5a6d-bba1-f596bba04fda","","textbox","Unit No:",,,
"text","e0571fd2-8c5b-5ecc-817b-b9da1f7a03f0","","textbox","Quantity:",,,
"text","5cf5efdf-6739-587c-a130-8d95ead25a49","","textbox","Length (each):",,,
"checkpoint-status",,"","checkpoint","9"
"text","fcb44908-e061-5c36-9570-0080b4fb7ca0","","textbox","Unit No:",,,
"text","557fbd3b-2f3e-5a96-88d0-7a6bd360c47d","","textbox","Quantity:",,,
"text","4e7d4e7b-82fc-52ec-9e62-1368d67eac8d","","textbox","Length (each):",,,
"checkpoint-status",,"","checkpoint","10"
"text","4ca7b25a-c077-56e1-ac9e-e67cb62a6124","","textbox","Unit No:",,,
"text","4c991a5c-0d85-5967-924a-f59e8fddca42","","textbox","Quantity:",,,
"text","df718fdf-7d95-570b-8be5-b283e0bfd83c","","textbox","Length (each):",,,
"checkpoint-status",,"","checkpoint","11"
"text","ee67957e-261d-587e-af90-4d20b0e979c3","","textbox","Unit No:",,,
