"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-sectioned",,"","checklist","Metal Windows & Doors Checklist","",,,11,"Yes","Metal Windows & Doors Checklist","06c607f9-0221-4f9d-b62c-69dcaf718b1b"
"checkpoint-group",,"","section","Pre Check"
"checkpoint-status",,"","checkpoint","Working area is clean and ready for work to commence"
"checkpoint-status",,"","checkpoint","Latest revision working documents provided"
"checkpoint-status",,"","checkpoint","Storage area agreed"
"checkpoint-status",,"","checkpoint","Datum & gridlines provided"
"checkpoint-status",,"","checkpoint","Correct opening sizes confirmed"
"checkpoint-group",,"","section","Installation"
"checkpoint-status",,"","checkpoint","Windows/Doors in correct location"
"checkpoint-status",,"","checkpoint","Frames fixed level & secure"
"checkpoint-status",,"","checkpoint","Flashings weathertight"
"checkpoint-status",,"","checkpoint","Sealants correctly applied & weathertight"
"checkpoint-status",,"","checkpoint","Glass & frames cleaned & protected"
"checkpoint-group",,"","section","Glazing"
"checkpoint-status",,"","checkpoint","Glass as per approved shop drawing/s."
"checkpoint-status",,"","checkpoint","Glass is defect free (scratches, shells, excessive roller wave, internal sucker marks of DGU)."
"checkpoint-status",,"","checkpoint","Depth of cover is correct."
"checkpoint-status",,"","checkpoint","Bite and aesthetic of silicone seal is acceptable."
"checkpoint-status",,"","checkpoint","Decals are installed if required."
"checkpoint-status",,"","checkpoint","Hardware (Locks & handles) fitted & operation tested"
"checkpoint-group",,"","section","Final Checks"
"checkpoint-status",,"","checkpoint","Glass Installed correctly"
"checkpoint-status",,"","checkpoint","Gasket Wedge applied"
"checkpoint-status",,"","checkpoint","All Stickers & Dots removed"
"checkpoint-status",,"","checkpoint","Glass cleaned to trade standard"
"checkpoint-status",,"","checkpoint","Window Completed - New Era Glazing signoff (attach signature)"

"checklist-flat",,"","checklist","Document Upload","",,,1,"Yes","Document Upload","9e224654-6dd9-412b-89f0-b3913618424b"
"checkpoint-status",,"","checkpoint","Upload relevant documents & drawings"

