Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-sectioned,,,checklist,MSR checklist,,,,,Yes,MSR checklist,7894970a-5e23-47ff-ba87-75f3d6175b4e
checkpoint-group,,,section,Pre start,,,,,,,
checkpoint-status,,,checkpoint,Area accessible,,,,,,,
checkpoint-status,,,checkpoint,Edge protection and safety installed,,,,,,,
checkpoint-status,,,checkpoint,Purlins installed and QA / handover received from main contractor,,,,,,,
checkpoint-status,,,checkpoint,visual inspection by SWP,,,,,,,
checkpoint-group,,,section,Liner deck,,,,,,,
checkpoint-status,,,checkpoint,Liner deck fixed down in every purlin and every pan,,,,,,,
checkpoint-status,,,checkpoint,Correct fixing installed,,,,,,,
checkpoint-group,,,section,Vapor control layer,,,,,,,
checkpoint-status,,,checkpoint,"Substrate clean, dry, free of debris",,,,,,,
checkpoint-status,,,checkpoint,Z flashing installed,,,,,,,
checkpoint-status,,,checkpoint,VCL installed and covered all surface,,,,,,,
checkpoint-status,,,checkpoint,VCL lapped with a minimum of 100mm side and end laps,,,,,,,
checkpoint-group,,,section,Acoustic board install,,,,,,,
checkpoint-status,,,checkpoint,"VCL clean, no ponding water, free of debris prior to install",,,,,,,
checkpoint-status,,,checkpoint,VCL has been cheeked for damages,,,,,,,
checkpoint-status,,,checkpoint,All holes/penetrations patched,,,,,,,
checkpoint-group,,,section,Insulation,,,,,,,
checkpoint-status,,,checkpoint,Boards tightly butted all areas covered,,,,,,,
checkpoint-status,,,checkpoint,Correct insulation installed as per spec,,,,,,,
checkpoint-group,,,section,Underlay installed,,,,,,,
checkpoint-status,,,checkpoint,Correct underlay installed as per specifications,,,,,,,
checkpoint-status,,,checkpoint,Overlapped a minimum 150mm side laps and 200mm end laps,,,,,,,
checkpoint-status,,,checkpoint,All areas covered,,,,,,,
checkpoint-status,,,checkpoint,Underlay installed as per specifications,,,,,,,
checkpoint-status,,,checkpoint,Joints taped together as per drawings and specifications,,,,,,,
checkpoint-group,,,section,Metal roof installation,,,,,,,
checkpoint-status,,,checkpoint,Drip edge installed as per drawings and specifications,,,,,,,
checkpoint-status,,,checkpoint,Laid straight and perpendicular to gutter/purlins,,,,,,,
checkpoint-status,,,checkpoint,Gutter overhang as per drawings and specifications,,,,,,,
checkpoint-status,,,checkpoint,Top end turned up,,,,,,,
checkpoint-status,,,checkpoint,Bottom ends turned down,,,,,,,
checkpoint-status,,,checkpoint,Closure foam installed,,,,,,,
checkpoint-status,,,checkpoint,Screw pattern according to plan/specs/fixing plan,,,,,,,
checkpoint-group,,,section,Flashing install,,,,,,,
checkpoint-status,,,checkpoint,Sealant installed with 2 continues beads,,,,,,,
checkpoint-status,,,checkpoint,Clean excess sealant,,,,,,,
checkpoint-status,,,checkpoint,Expansion joints /slip joints installed with runs longer than 12m colour steel or 8m Ali,,,,,,,
checkpoint-status,,,checkpoint,Flashings installed as per drawings and specifications and facing away from waterflow,,,,,,,
checkpoint-status,,,checkpoint,Fixings installed as per drawings and specifications,,,,,,,
checkpoint-group,,,section,Review and sign off,,,,,,,
checkpoint-status,,,checkpoint,Area left clean and tidy,,,,,,,
checkpoint-status,,,checkpoint,"All installation work completed, checked and reviewed as per specifications",,,,,,,
holdpoint,,,signoff,Client/main contractor sign off,,,,,,,
