"Type","Id","Name","Values","Prompting Name","Usage Count","Resource Id"
"checklist",,"ITP - STRUCTURAL REHAB INSPECTION TESTING PLAN Rev 1","itp","ITP - STRUCTURAL REHAB INSPECTION TESTING PLAN",2,"64b9fb2f-3676-48de-be09-f1da5daacd78"
"section",,"Subgrade",,,,
"checkpoint",,"1.01 - Field",,,,
"note","83dd20eb-d88d-5cca-9a26-1a35b7431106","Material Test Method Requirement - Scala Penetrometer Cohesive soils only",,,,
"note","d7fec1b2-f63c-5e24-9998-ea9d6ae9de08","Reference Documents - RITS Table 3-20",,,,
"note","e5b0912b-5edc-5154-88df-2fa571823835","Material Acceptance Criteria (Method) - NZS 4402.6.5.2:1988",,,,
"note","e380152b-ceac-52ee-ae96-d321f79e7ade","Material Test Frequency - 1m inside of edge of seal, on alternating lanes, at 10m spacing (no greater than 20m between tests)",,,,
"note","abf12906-d37d-509d-a431-21cce82c1c23","○ Minimum of 10 tests and/or at a frequency of 1 test per 10m chainage, whichever qty is greater",,,,
"note","68729cd6-be26-5338-88ef-5a04f650121c","Target Criteria - Confirm design assumptions - Scalar reaches minimum 7 blows/300mm",,,,
"note","c86ddecf-f3b4-59de-8f8f-351c88d00dfd","Action Point Records Required - Test Record",,,,
"note","d7640c3d-951b-57cd-9b88-61d72038490a","Responsibility - QA / SE / PE",,,,
"checkpoint",,"1.02 - Field",,,,
"note","1e7ab05a-46d4-5e56-b438-b269b7bd0459","Material Test Method Requirement - Clegg Hammer Aggregate fill only where subgrade undercut or trench backfilled",,,,
"note","ad2aaad3-fbbb-564f-91fd-de2629bd00ee","Reference Documents - RITS Table 3-21",,,,
"note","ea6e231b-43a3-5a38-b5cf-4be7d15b2bd1","Material Acceptance Criteria (Method) - RITS 3.8.3.3, ASTM D5874-16",,,,
"note","a4bbaed3-50c5-584a-a5d2-ee34e01189b7","Material Test Frequency - In centre of undercut or trench Minimum of 1 test per undercut location",,,,
"note","bb70b9eb-38c3-56df-a4ee-6bf5ce5976d1","Target Criteria - CIV ≥ 15 or CBR of 20",,,,
"note","437eaf52-9bda-5f41-a800-1ebd36ddeb0a","Action Point Records Required - Test Record",,,,
"note","e89d3361-c686-5036-8991-900d78d9f0d3","Responsibility - QA / SE / PE",,,,
"checkpoint",,"1.03 - Field",,,,
"note","fb7bf29d-3d8f-5073-b0ac-181540de1c68","Material Test Method Requirement - Surface Level, Shape, and crossfall",,,,
"note","9a72360e-2450-5c09-b14b-bf2ee2c19f66","Reference Documents - RITS Table 3.24",,,,
"note","a346496c-67ec-5614-9c7f-d370a061e9e7","Material Acceptance Criteria (Method) - TNZ B/02:2005 Section 5 Fig 1",,,,
"note","f8ffc8e8-f876-5da1-86c8-d565f14c9f44","Material Test Frequency - 5 Points across full width of carriageway at 10m frequency",,,,
"note","a8548cc7-00f5-56d5-a3c9-1f8025d4dedd","○ Edge of Seal, Centre of Lane, Centerline, Centre of Lane, Edge of Seal",,,,
"note","72a0244b-d623-5155-a787-914fd3e43318","Target Criteria - +0mm/-30m from design or nominated level",,,,
"note","db47f28f-5779-575a-a33b-bae4b67b3521","○ No more than 15mm deviation from a 3m straight edge",,,,
"note","4a3524e2-3cb9-522c-a11c-32c5f8785e45","Action Point Records Required - Survey record",,,,
"note","610a7e85-942a-52c4-8bcc-2834b66f993c","Responsibility - QA / SE / PE",,,,
"checkpoint",,"1.04 - Field",,,,
"note","6444c82e-1657-557b-88ab-66a6e1d6ffc1","Material Test Method Requirement - Tenser Triaxial Geogrid and Geofabric (cloth) installation",,,,
"note","7978ee5c-6ee8-56ab-83f0-caf5a7d963a1","Reference Documents - Tensar construction sequence CS_TriAx/30.04.08",,,,
"note","fd9f1c38-95da-5f6d-98d2-12c75f68d1ce","Material Acceptance Criteria (Method) - Manufacturer installation instructions",,,,
"note","d3e620fd-5d77-52c0-b69d-7bb2cdcee57f","Material Test Frequency - 100% of Surface",,,,
"note","f01ad8fe-8dc1-5c8d-8deb-26de06319f86","Target Criteria - Maintain minimum 300mm overlap between each roll on longitudinal and transverse joints.",,,,
"note","31ceeba8-10d4-5e46-8f7d-41dafd03f9b0","○ Geogrid and Geofabric shall be neatly installed without creases or folds.",,,,
"note","b78c8054-5e6b-5d39-a602-389f4f282c92","Action Point Records Required - Site Record",,,,
"note","e925d51a-78b1-5df3-98ab-90f1955232cd","Responsibility - QA / SE / PE",,,,
"checkpoint",,"1.05 - PQE",,,,
"note","408513dd-2693-5790-a61d-dcf6509e556b","Material Test Method Requirement - Is the layer closed out?",,,,
"note","f7336156-6d4a-5792-9e3b-129e604eac8f","Reference Documents - See PQE",,,,
"note","0944a583-edc0-5cd6-abe1-9f1a84420820","Material Acceptance Criteria (Method) - See PQE",,,,
"note","b0a9b218-b9d7-5b6f-be3c-be7f8488b99c","Material Test Frequency - 100% of Surface Prior to placement of material",,,,
"note","9124b237-6f47-503f-9eb1-dafba5559857","Target Criteria - PQE Approval",,,,
"note","52049364-bb1c-55a3-b523-149984b67a51","○ All testing record & reviewed as compliant.",,,,
"note","f87bf984-58a5-5184-8106-a241a59d6a82","Available Documents:",,,,
"note","b92cb638-5127-5d06-8646-7a99c00176a8","○ Test records",,,,
"note","db124d70-023c-5a2f-9ce7-6cc815bee769","○ Survey records",,,,
"note","868007fc-6be4-5abb-a731-be1eaf06e4c4","○ Hold Point Records",,,,
"note","a3d3c43b-578f-520e-ad2f-2936889bb82a","Action Point Records Required - Hold Point",,,,
"note","4b208ca8-f3ba-5c31-aeab-3a1872cf2a1d","Responsibility - SE / PE / PM / PQE",,,,
"signoff",,"AUTHORITY HOLDPOINT",,,,
"section",,"Subbase",,,,
"checkpoint",,"2.01 - PQE",,,,
"note","f39b84ed-d56f-5475-a326-5e23ebc854d3","Material Test Method Requirement - Has the material used in this layer been formally accepted for use?",,,,
"note","e702bd3c-a3a3-5a0b-a4dd-3e245aade11c","Reference Documents - Insert Material Testing link",,,,
"note","78b0dfa0-085d-5569-935d-1aa8969be135","Material Acceptance Criteria (Method) - See PQE",,,,
"note","8dddd834-3b81-5445-a90c-148e96e09b56","Material Test Frequency - Prior to construction commencing",,,,
"note","17942e98-3028-5ecd-a4d0-38a609180a16","Target Criteria - Material meets project requirements",,,,
