"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Sub frame installation","",,,0,"Yes","Sub frame installation","36b7a8b5-c2db-4b37-914a-206968deb316"
"checkpoint-status",,"","checkpoint","Sub frame material delivered to site free of defects"
"checkpoint-status",,"","checkpoint","Check Grid references, setouts etc for correct installation location"
"checkpoint-status",,"","checkpoint","Opening accepted as ""ready for sub frame installation"" i.e. waterproofed, water stop angles, plinths etc"
"checkpoint-status",,"","checkpoint","Reference shop drawings for correct subframing material, fixing type & spacings and FFLs where there is zero clearance to sliding doors."
"checkpoint-status",,"","checkpoint","Overseal sill fixings, install end dams and carry out flood test"

"checklist-sectioned",,"","checklist","Window Checklist","",,,93,"Yes","Window Checklist v2","3e5a2d00-9087-4e2d-8c5c-66b98f9bed71"
"checkpoint-group",,"","section","Subframe installation"
"checkpoint-status",,"","checkpoint","Opening accepted"
"checkpoint-status",,"","checkpoint","Subframe installed, fixings at correct centres and over sealed, end damns installed and sealed - Photo required"
"checkpoint-group",,"","section","Frame Installation"
"checkpoint-status",,"","checkpoint","Drainage weep holes are free of any debris"
"checkpoint-status",,"","checkpoint","Frame Installed - Photo required"
"checkpoint-group",,"","section","Glass"
"checkpoint-status",,"","checkpoint","Glass installed and rubbered where applicable - Photo required"
"checkpoint-group",,"","section","Commissioning"
"checkpoint-status",,"","checkpoint","General inspection to ensure Units are clean, operational and free from defects."

"checklist-sectioned",,"","checklist","Window Checklist ","",,,46,"Yes","Window Checklist ","4598e234-da08-41ce-bda5-944aa5ea9460"
"checkpoint-group",,"","section","Subframe installation "
"checkpoint-status",,"","checkpoint","Subframe material delivered to site free of defects"
"checkpoint-status",,"","checkpoint","Check Grid references, setouts etc for correct installation location"
"checkpoint-status",,"","checkpoint","Opening accepted as ""ready for subframe installation"" i.e. waterproofed, water stop angles, plinths etc"
"checkpoint-status",,"","checkpoint","Reference shop drawings for correct sub framing material, fixing type & spacings and FFLs where there is zero clearance to sliding doors."
"checkpoint-status",,"","checkpoint","Overseal sill fixings, install end dams and carry out flood test"
"checkpoint-group",,"","section","Frame Installation"
"checkpoint-status",,"","checkpoint","Frames are free of defects with protection tape applied"
"checkpoint-status",,"","checkpoint","Handing's of unit are correct as per shop drawing"
"checkpoint-status",,"","checkpoint","Drainage weep holes are free of any debris"
"checkpoint-status",,"","checkpoint","Ensure frames to be assembled onsite are square, sealed and all components are installed."
"checkpoint-group",,"","section","Glass"
"checkpoint-status",,"","checkpoint","Ensure Glass is correct type, thickness etc and free from defects( report glass defects to the PM immediately)"
"checkpoint-status",,"","checkpoint","Ensure glass and frame components are free from contaminating material/substances"
"checkpoint-status",,"","checkpoint","Setting blocks installed to support full weight of glass"
"checkpoint-status",,"","checkpoint","Gaskets and seals are installed where needed"
"checkpoint-group",,"","section","Commissioning"
"checkpoint-status",,"","checkpoint","General inspection to ensure units are clean, operational and free from defects."
"checkpoint-status",,"","checkpoint","Flyscreens, flydoors, security doors installed where applicable"
"checkpoint-status",,"","checkpoint","Decals installed where applicable"

"checklist-sectioned",,"","checklist","Window Checklist 2.0","",,,0,"Yes","Window Checklist 2.0","56c6108e-0111-4075-b61e-45d8e0d39001"
"checkpoint-group",,"","section","Sub frame installation"
"checkpoint-status",,"","checkpoint","Opening accepted as ""ready for sub frame installation"" i.e. waterproofed, water stop angles, plinths etc"
"checkpoint-status",,"","checkpoint","Correct fixing type and spacings as per shop drawings"
"checkpoint-status",,"","checkpoint","Overseal sill fixings, install end dams and carry out flood test"
"checkpoint-group",,"","section","Frame Installation"
"checkpoint-status",,"","checkpoint","Frames installed and received free of defects"
"checkpoint-group",,"","section","Glass"
"checkpoint-status",,"","checkpoint","Glass  installed and received free of defects"
"checkpoint-group",,"","section","Commissioning"
"checkpoint-status",,"","checkpoint","General inspection to ensure units are clean, operational and free from defects."
"checkpoint-status",,"","checkpoint","Flyscreens, flydoors, security doors and decals installed where applicable"

"checklist-flat",,"","checklist","Commissioning","",,,94,"Yes","Commissioning","6f49d929-f4c1-4d60-8892-06b8aaaaf134"
"checkpoint-status",,"","checkpoint","General inspection to ensure units are clean, operational and free from defects."
"checkpoint-status",,"","checkpoint","Flyscreens, flydoors, security doors installed where applicable"
"checkpoint-status",,"","checkpoint","Decals installed where applicable"

"checklist-flat",,"","checklist","Glass","",,,94,"Yes","Glass","a979a3bb-57f4-4519-9f0b-2932f9b9af2d"
"checkpoint-status",,"","checkpoint","Ensure Glass is correct type, thickness etc and free from defects( report glass defects to the PM immediately)"
"checkpoint-status",,"","checkpoint","Ensure glass and frame components are free from contaminating material/substances"
"checkpoint-status",,"","checkpoint","Setting blocks installed to support full weight of glass"
"checkpoint-status",,"","checkpoint","Gaskets and seals are installed where needed"

"checklist-flat",,"","checklist","Floor Plan","",,,7,"Yes","Floor Plan","dfb66021-e077-437e-9c72-af743c7ef432"
"checkpoint-status",,"","checkpoint","Floor Plan Attached "

"checklist-flat",,"","checklist","Frame Installation","",,,94,"Yes","Frame Installation","ef163afb-9f07-499b-b658-f66e6514fbbd"
"checkpoint-status",,"","checkpoint","Frames are free of defects with protection tape applied"
"checkpoint-status",,"","checkpoint","Handing's of unit are correct as per shop drawing"
"checkpoint-status",,"","checkpoint","Drainage weep holes are free of any debris"
"checkpoint-status",,"","checkpoint","Ensure frames to be assembled onsite are square, sealed and all components are installed."

"checklist-flat",,"","checklist","","",,,94,"No",,"8a3eb817ca852720564f33d0881fbe0e28353599d64688381cab133ea8745db5"
"checkpoint-status",,"","checkpoint","Subframe material delivered to site free of defects"
"checkpoint-status",,"","checkpoint","Check Grid references, setouts etc for correct installation location"
"checkpoint-status",,"","checkpoint","Opening accepted as ""ready for subframe installation"" i.e. waterproofed, water stop angles, plinths etc"
"checkpoint-status",,"","checkpoint","Reference shop drawings for correct subframing material, fixing type & spacings and FFLs where there is zero clearance to sliding doors."
"checkpoint-status",,"","checkpoint","Overseal sill fixings, install end dams and carry out flood test"

"checklist-sectioned",,"","checklist","","",,,128,"No",,"44377d6c59b8ca7eeb29cb5f29a858026b8dae05385dc44d1b1c012aac5a7fba"
"checkpoint-group",,"","section","Subframe installation"
"checkpoint-status",,"","checkpoint","Opening accepted as ""ready for subframe installation"" i.e. waterproofed, water stop angles, plinths etc"
"checkpoint-status",,"","checkpoint","Correct fixing type and spacings as per shop drawings"
"checkpoint-status",,"","checkpoint","Overseal sill fixings, install end dams and carry out flood test"
"checkpoint-group",,"","section","Frame Installation"
"checkpoint-status",,"","checkpoint","Frames installed and received free of defects"
"checkpoint-group",,"","section","Glass"
"checkpoint-status",,"","checkpoint","Glass  installed and received free of defects"
"checkpoint-group",,"","section","Commissioning"
"checkpoint-status",,"","checkpoint","General inspection to ensure units are clean, operational and free from defects."
"checkpoint-status",,"","checkpoint","Flyscreens, flydoors, security doors and decals installed where applicable"

