Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Overall Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,Temporary DBs,dynamic,Temporary DBs,,,,
,,Conduit,dynamic,Conduit,,,,
,,House/Common area,dynamic,House/Common area,,,,
,,Tray Installation,dynamic,Tray Installation,,,,
,,Mains Reticulation,dynamic,Mains Reticulation,,,,
,Columns,,,,,,,
,,QA,,AppsElec - Ballarat Hospital,,,,
,,,,,,,,
Temporary DBs,,,,,,,,
,Scope,,,Temporary DBs,,,,
,Rows,,,,,,,
,,MDB TEMPS - Temp Rising Main 1,dynamic,Temporary DBs,MDB TEMPS,Temp Rising Main 1,,
,Columns,,,,,,,
,,Temp DB - Defects,,Defects,AE-ITCX-001 - Temp DB Checklist,,,
,,Temp DB - Electrical,,Electrical,AE-ITCX-001 - Temp DB Checklist,,,
,,Temp DB - Replacement Parts,,Replacement Parts,AE-ITCX-001 - Temp DB Checklist,,,
,,Temp DB - Sign-Off,,Sign-Off,AE-ITCX-001 - Temp DB Checklist,,,
,,Monthly RCD Test Sheet - Details,,Details,AE-ITCX-002 - Monthly RCD Test Sheet,,,
,,Monthly RCD Test Sheet - RCD Test 1,,RCD Test 1,AE-ITCX-002 - Monthly RCD Test Sheet,,,
,,Monthly RCD Test Sheet - RCD Test 2,,RCD Test 2,AE-ITCX-002 - Monthly RCD Test Sheet,,,
,,Monthly RCD Test Sheet - RCD Test 3,,RCD Test 3,AE-ITCX-002 - Monthly RCD Test Sheet,,,
,,Monthly RCD Test Sheet - RCD Test 4,,RCD Test 4,AE-ITCX-002 - Monthly RCD Test Sheet,,,
,,Monthly RCD Test Sheet - RCD Test 5,,RCD Test 5,AE-ITCX-002 - Monthly RCD Test Sheet,,,
,,Monthly RCD Test Sheet - RCD Test 6,,RCD Test 6,AE-ITCX-002 - Monthly RCD Test Sheet,,,
,,Monthly RCD Test Sheet - RCD Test 7,,RCD Test 7,AE-ITCX-002 - Monthly RCD Test Sheet,,,
,,Monthly RCD Test Sheet - RCD Test 8,,RCD Test 8,AE-ITCX-002 - Monthly RCD Test Sheet,,,
,,Monthly RCD Test Sheet - RCD Test 9,,RCD Test 9,AE-ITCX-002 - Monthly RCD Test Sheet,,,
,,Monthly RCD Test Sheet - RCD Test 10,,RCD Test 10,AE-ITCX-002 - Monthly RCD Test Sheet,,,
,,Mandatory Test for Construction Wiring - Electrician Details,,Electrician Details,AE-ITCX-003 - Mandatory Test for Construction Wiring,,,
,,Mandatory Test for Construction Wiring - Temporary Board Visual Inspection,,Temporary Board Visual Inspection,AE-ITCX-003 - Mandatory Test for Construction Wiring,,,
,,Mandatory Test for Construction Wiring - Temporary lighting visual inspection,,Temporary lighting visual inspection,AE-ITCX-003 - Mandatory Test for Construction Wiring,,,
,,Mandatory Test for Construction Wiring - Test Results,,Test Results,AE-ITCX-003 - Mandatory Test for Construction Wiring,,,
,,,,,,,,
Conduit,,,,,,,,
,Scope,,,Conduit,,,,
,Rows,,,,,,,
,,Conduit,dynamic,Conduit,,,,
,Columns,,,,,,,
,,Latest consented drawings checked & referenced,,Latest consented drawings checked & referenced,,,,
,,Drawing & Revision #,Drawing & Revision #,Latest consented drawings checked & referenced,,,,
,,Location,Location,Latest consented drawings checked & referenced,,,,
,,"Area clear, tidy & accessible ",,"Area clear, tidy and accessible ",,,,
,,Conduit layout plan prepared,,Conduit layout plan prepared,,,,
,,Required cover identified as per AS/NZS 3000 – Table 3.6,,Required cover identified as per AS/NZS 3000 – Table 3.6 (Underground Wiring Systems – Minimum Depth of Cover),,,,
,,Conduit installation. Check all joints,,Conduit installation. Check all joints,,,,
,,Accessories installation. Check all joints,,Accessories installation. Check all joints,,,,
,,Check conduits are securely anchored,,Check conduits are securely anchored,,,,
,,Check accessories are securely anchored,,Check accessories are securely anchored,,,,
,,Warning tape installed as per AS/NZS 3000 – 3.11.4.5.,,Warning tape installed (not required for cast-in concrete conduits) as per AS/NZS 3000 – 3.11.4.5.,,,,
