Id,Type,Name,Values,Prompting Name,Postfix,Resource Id
,checklist,Checkers Checklist (175mm Panel Thickness),,Checkers Checklist,,
45e8814a-82cf-423b-a9fd-c3a56e777229,section,Details,,,,
874016de-78a4-57f6-a2f9-02d7a2c46cf9,checkpoint,Overall Measurements,,,,
8c05118a-72bf-5cc6-9db8-0357eb3df369,checkpoint,Void Correct Position,,,,
db685d83-82de-508b-8d5d-fbddbaa7c92b,checkpoint,Ferrules - Measurements & Size - NS / FS,,,,
ead16306-b9a2-52f3-9418-abbf7b95e1b6,checkpoint,"Lifters Correct - Position, Size, Orientation",,,,
386fdee2-f5a2-549a-b489-12072dfa1511,checkpoint,Fillet is Installed,,,,
5d2c77bf-d9b1-5dee-872f-d4f74be58779,checkpoint,Check Concrete cover around Reo - 40mm,,,,
8fb5ae5c-0bb9-5e51-98a2-50ab5ee5ba60,checkpoint,Panel Thickness confirmed - 175mm,,,,
25f3f42f-ad00-5039-b754-c9fe52db7e90,checkpoint,Magnets are 100% Secure,,,,
98f353b7-0ef0-4bcb-a050-ad3e8876824c,checkpoint,Cure Applied,,,,
b9c2bd3a-17e5-5567-a17f-ecdf94a1c588,checkpoint,Panel is Clean,,,,
ffda0709-ec2c-50eb-852b-5111a66a8781,checkpoint,Photo Taken,,,,
