type,name,values,prefix,postfix,usage count,user addable,template name,,,
checklist,ITP-086-AX-LOT-XXX - Desc,itp,,,,,ITP 0086 - WELDING CARBON REINFORCEMENT,,,
section,Lot Information,,,,,,,,,
checkpoint,1.0 Lot Information,,,,,,,,,
textbox,Lot Created On,,,,,,,,,
textbox,Lot Opened On,,,,,,,,,
textbox,Work Commenced On,,,,,,,,,
dropdown,Lot Type,CIL - Civil Lot,,,,,,,,
textbox,From and To Chainage,,,,,,,,,
dropdown,Construction Element,SITE - Site General,,,,,,,,
dropdown,Activity,OTH - Other,,,,,,,,
dropdown,Design Package No,"1145-ACM-CVD-DPK-0002, 1145-ACM-CVD-DPK-0003, 1145-ACM-CVD-DPK-0004, 1145-ACM-CVP-DPK-0001, 1145-ACM-CVP-DPK-0002, 1145-ACM-CVR-DPK-0001, 1145-ACM-CVR-DPK-0002, 1145-ACM-CVR-DPK-0003, 1145-ACM-CVR-DPK-0004, 1145-ACM-ELE-DPK-0001, 1145-ACM-ELE-DPK-0002, 1145-ACM-LDE-DPK-0001, 1145-ACM-LDE-DPK-0002, 1145-ACM-SBA-DPK-0001, 1145-ACM-STR-DPK-0001, 1145-ACM-TSI-DPK-0001, 1145-ACM-TSI-DPK-0002, 1145-ACM-TSI-DPK-0003, 1145-ACM-TSI-DPK-0004, 1145-ACM-UTL-DPK-0001, 1145-ACM-UTL-DPK-0002",,,,,,,,
dropdown,Traffic Direction,"EB - Eastbound, ME - Median, NB - Northbound, SB - Southbound, WB - Westbound",,,,,,,,
textbox,Engineer Responsible,,,,,,,,,
textbox,comments,,,,,,,,,
section,1 - Preliminaries - Permits,,,,,,,,,
checkpoint,1.1 - Induction,,,,,,,,,
note,Frequency: Prior to Commencing,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,
note,Acceptance Criteria: All personnel on site have been inducted to the CRG site,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,
note,Reference Documents: PMP Inductions Register,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,
note,Inspection / Test Method: Document review,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,
note,Record of conformity: Site induction signed.,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,
note,AP,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,
note,Responsibility: Site Engineer / Site Foreman,,,,,,,,,
checkpoint,1.2 - Check that current revision drawings are being used,,,,,,,,,
note,Frequency: Prior to Commencing,,,,,,,,,
note,- - - - - - - - -,,,,,,,,,
note,Acceptance Criteria: Issued For Construction (IFC) and latest available revision used,,,,,,,,,
