Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Overall Progress,,,,,,,,,
,Scope,,,Site QA,,,,,
,Rows,,,,,,,,
,,Building 6 - Smoke Clearance Fans,dynamic,Site QA,Building 6,Smoke Clearance Fans,,,
,,Building 6 - Office Amenities,dynamic,Site QA,Building 6,Office Amenities,,,
,,Building 6 - Main Office - Stage 1 - Ground Floor,dynamic,Site QA,Building 6,Main Office,Stage 1,Ground Floor,
,,Building 6 - Main Office - Stage 1 - Level 1 Office,dynamic,Site QA,Building 6,Main Office,Stage 1,Level 1 Office,
,,Building 6 - Main Office - Stage 1 - Comms Room,dynamic,Site QA,Building 6,Main Office,Stage 1,Comms Room,
,,Building 6 - Main Office - Stage 2 - Ground Floor,dynamic,Site QA,Building 6,Main Office,Stage 2,Ground Floor,
,,Building 6 - Main Office - Stage 2 - Level 1 Office,dynamic,Site QA,Building 6,Main Office,Stage 2,Level 1 Office,
,,Building 6 - Main Office - Stage 2 - Comms Room,dynamic,Site QA,Building 6,Main Office,Stage 2,Comms Room,
,,Building 6 - Dock Office - Stage 1,dynamic,Site QA,Building 6,Dock Office,Stage 1,,
,,Building 6 - Dock Office - Stage 2,dynamic,Site QA,Building 6,Dock Office,Stage 2,,
,,Building 6 - MSSB,dynamic,Site QA,Building 6,MSSB,,,
,,Building 6 - Fire Dampers,dynamic,Site QA,Building 6,Fire Dampers,,,
,,Building 7 - PAC Units,dynamic,Site QA,Building 7,PAC Units,,,
,,Building 7 - Smoke Clearance Fans,dynamic,Site QA,Building 7,Smoke Clearance Fans,,,
,,Building 7 - Fans,dynamic,Site QA,Building 7,Fans,,,
,,Building 7 - Main Office - Stage 1 - Ground Floor,dynamic,Site QA,Building 7,Main Office,Stage 1,Ground Floor,
,,Building 7 - Main Office - Stage 1 - Comms Room,dynamic,Site QA,Building 7,Main Office,Stage 1,Comms Room,
,,Building 7 - Main Office - Stage 2 - Ground Floor,dynamic,Site QA,Building 7,Main Office,Stage 2,Ground Floor,
,,Building 7 - Main Office - Stage 2 - Comms Room,dynamic,Site QA,Building 7,Main Office,Stage 2,Comms Room,
,,Building 7 - Dock Office - Stage 1,dynamic,Site QA,Building 7,Dock Office,Stage 1,,
,,Building 7 - Dock Office - Stage 2,dynamic,Site QA,Building 7,Dock Office,Stage 2,,
,,Building 7 - MSSB,dynamic,Site QA,Building 7,MSSB,,,
,,Building 7 - Variable Speed Drive,dynamic,Site QA,Building 7,Variable Speed Drive,,,
,,Building 7 - Fire Dampers,dynamic,Site QA,Building 7,Fire Dampers,,,
,Columns,,,,,,,,
,,QA,,Site QA,,,,,
,,,,,,,,,
Smoke Clearance Fans - Detailed Progress,,,,,,,,,
,Scope,,,Site QA,Smoke Clearance Fans,,,,
,Rows,,,,,,,,
,,Building 6,grouping,Building 6,,,,,
,,SCF-WH6.1-1,,SCF-WH6.1-1,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.1-2,,SCF-WH6.1-2,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.1-3,,SCF-WH6.1-3,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.1-4,,SCF-WH6.1-4,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.1-5,,SCF-WH6.1-5,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.1-6,,SCF-WH6.1-6,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.1-7,,SCF-WH6.1-7,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.1-8,,SCF-WH6.1-8,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.1-9,,SCF-WH6.1-9,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.2-1,,SCF-WH6.2-1,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.2-2,,SCF-WH6.2-2,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.2-3,,SCF-WH6.2-3,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.2-4,,SCF-WH6.2-4,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.2-5,,SCF-WH6.2-5,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.2-6,,SCF-WH6.2-6,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.2-7,,SCF-WH6.2-7,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.2-8,,SCF-WH6.2-8,Smoke Clearance Fans,Building 6,Site QA,,
,,SCF-WH6.2-9,,SCF-WH6.2-9,Smoke Clearance Fans,Building 6,Site QA,,
,,Building 7,grouping,Building 7,,,,,
,,SCF-WH7.1-1,,SCF-WH7.1-1,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.1-2,,SCF-WH7.1-2,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.1-3,,SCF-WH7.1-3,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.1-4,,SCF-WH7.1-4,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.1-5,,SCF-WH7.1-5,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.1-6,,SCF-WH7.1-6,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.2-1,,SCF-WH7.2-1,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.2-2,,SCF-WH7.2-2,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.2-3,,SCF-WH7.2-3,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.2-4,,SCF-WH7.2-4,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.2-5,,SCF-WH7.2-5,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.2-6,,SCF-WH7.2-6,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.2-7,,SCF-WH7.2-7,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.2-8,,SCF-WH7.2-8,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.2-9,,SCF-WH7.2-9,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.2-10,,SCF-WH7.2-10,Smoke Clearance Fans,Building 7,Site QA,,
,,SCF-WH7.2-11,,SCF-WH7.2-11,Smoke Clearance Fans,Building 7,Site QA,,
,Columns,,,,,,,,
,,Tech data from Unit/Motor/drives match equip. schedules,,"Technical data from Unit, Motor & drives match equipment schedules",,,,,
,,Equipment ID labels installed,,Equipment Identification labels installed.,,,,,
,,All components installed as per Mech. shop drawings,,All components installed as per Mechanical shop drawings,,,,,
,,Transport bolts & packing material Removed,,Transport bolts and packing material Removed,,,,,
,,Mounting & anti vibration mounts installed,,Mounting and anti vibration mounts installed,,,,,
,,Fan & motor rotate freely,,Fan & motor rotate freely,,,,,
,,Plenums/ducting & balance area clean & clear of debris,,Plenums / ducting & balance area clean and clear of debris,,,,,
,,Electrical connections complete & Mains power,,Electrical connections complete and Mains power available,,,,,
,,Control wiring complete incl. local operating controllers,,Control wiring complete including any local operating controllers,,,,,
,,Mech. electrical contractor preformed Pre Commissioning,,Mechanical electrical contractor preformed Pre Commissioning ITP/ITC,,,,,
