Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
In Ground Stormwater Checklist,,,,,,
,Scope,,,In Ground Stormwater,,
,Rows,,,,,
,,Basement 2,dynamic,Basement 2,In Ground Stormwater,
,,In Ground Stormwater - School/Parish Hall,grouping,In Ground Stormwater - School/Parish Hall,,
,,School,,School,In Ground Stormwater,Site QA
,,Parish Hall,,Parish Hall,In Ground Stormwater,Site QA
,Columns,,,,,
,,The correct drawing has been used,,the correct drawing has been used. is it issued for construction and which issue is it,,
,,All workers inducted & read appropriate SWMS for tasks,,all workers been inducted and read appropriate swms for tasks and prestart signed,,
,,Appropriate materials used for application/sizing is correct,,"appropriate materials have been used for application, also sizing is correct",,
,,Invert levels checked/pipework correct fall as per drawing,,"invert levels been checked, pipework has correct fall as per drawing",,
,,Pipework is secured properly/penetrations through pits are correct,,"pipework is secured properly, penetrations through pits are correct (pits by others)",,
,,Q/A done to ensure all pipework is in place & in correct position,,q/a been done to ensure all pipework is in place and in correct position (plan attached),,
,,Pipework has been tested & are all open ends capped/taped off,,pipework has been tested and are all open ends capped/taped off,,
,,,,,,
In Ground Sewer Checklist,,,,,,
,Scope,,,In Ground Sewer,,
,Rows,,,,,
,,Basement 2,dynamic,Basement 2,In Ground Sewer,
,,Basement 2 - School/Parish Hall,grouping,Basement 2 - School/Parish Hall,,
,,School,,School,In Ground Sewer,Site QA
,,Parish Hall,,Parish Hall,In Ground Sewer,Site QA
,Columns,,,,,
,,The correct drawing used & it is issued for construction,,the correct drawing has been used and it is issued for construction,,
,,All workers inducted & read appropriate SWMS for tasks,,all workers been inducted and read appropriate swms for tasks and prestart signed,,
,,Appropriate materials used for application & sizing is as per drawings,,appropriate materials have been used for application and sizing is as per drawings,,
,,Invert levels been checked/pipework has correct fall as per drawing,,"invert levels been checked, pipework has correct fall as per drawing",,
,,Pipework bedding is correct material & depth,,pipework bedding is correct material and depth,,
,,Q/A done to ensure all pipework is in place & in correct position,,q/a been done to ensure all pipework is in place and in correct position,,
,,All pipework is installed as per AS/NZS 3500,,all pipework is installed as per as/nzs 3500,,
,,All floor wastes are charged by a fixture,,all floor wastes are charged by a fixture,,
,,All open ends are capped off/taped off,,all open ends are capped off/taped off,,
,,,,,,
In Ground Pressure Services Checklist,,,,,,
,Scope,,,In Ground Pressure Services,,
,Rows,,,,,
,,In Ground Pressure Services,dynamic,In Ground Pressure Services,Site QA,
,Columns,,,,,
,,The correct drawing used & it is issued for construction,,the correct drawing has been used and it is issued for construction,,
,,All workers inducted & read appropriate SWMS for tasks,,all workers been inducted and read appropriate swms for tasks and prestart signed,,
,,Appropriate materials used for application & sizing is as per drawings,,appropriate materials have been used for application and sizing is as per drawings,,
,,Pipework bedding is correct material & depth,,pipework bedding is correct material and depth,,
,,Q/A done to ensure all pipework is in place & in correct position,,q/a been done to ensure all pipework is in place and in correct position,,
,,All pipework is installed as per AS/NZS 3500,,all pipework is installed as per as/nzs 3500,,
,,Pipework has been pressure tested for 24 hours,,pipework has been pressure tested for 24 hours - attach photo of pressure gauge,,
,,All open ends are capped off/taped off,,all open ends are capped off/taped off,,
