resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Site QA ,,,,,,,,
,,step,,,,WP3,,,,,,,
,,step,,,,,WESTERN CAPRARK,,,,,,
,,step,,,,,,UNDERGROUNDS,,,,,
ITP No. 29 Installion of Electrical & Communication Pits,,checklist,,,,,,,PIT INSTALLATION ,,,,
ITR No. 33 Installing Underground Services (Electrical),,checklist,,,,,,,ELECTRICAL CONDUIT INSTALL,,,,
ITR No. 33C Installing Underground Services (Comms),,checklist,,,,,,,COMMUNICATION CONDUIT INSTALL,,,,
ITR No. 34 Installing Light Pole Cages,,checklist,,,,,,,LIGHT POLE FOOTINGS,,,,
,,step,,,,,,ROUGH IN ,,,,,
ITR No. 14 Mains and Sub Mains,,checklist,,,,,,,MAINS/SUBMAINS,,,,
ITR No. 05 Rough in,,checklist,,,,,,,LIGHT & POWER ROUGH IN ,,,,
ITP No. 07 Structured Cabling Rough In,,checklist,,,,,,,STRUCTURED CABLING ROUGH IN,,,,
,,step,,,,,,FIT OFF,,,,,
ITR No. 16 Switchboard Installation and Terminate Submains,,checklist,,,,,,,SWITCHBOARD FIT-OFF,,,,
ITR No. 18 Light and Power Fit Off,,checklist,,,,,,,LIGHT & POWER FIT-OFF,,,,
ITP No. 08 STRUCTURED CABLING FIT OFF,,checklist,,,,,,,STRUCTURED CABLING FIT-OFF,,,,
,,step,,,,,,COMMISSIONING,,,,,
ITR No. 12 Switchboard Commissioning,,checklist,,,,,,,SWITCHBOARD COMMISSIONING,,,,
ITR No. 41 Field Commissioning,,checklist,,,,,,,LIGHT & POWER COMMISSIONING,,,,
ITP No. 09 STRUCTURED CABLING TESTING CERTIFIED SYSTEM,,checklist,,,,,,,STRUCTURED CABLING COMMISSIONING,,,,
,,step,,,,,INTEGRITY BUILDING,,,,,,
,,step,,,,,,UNDERGROUNDS,,,,,
ITP No. 29 Installion of Electrical & Communication Pits,,checklist,,,,,,,PIT INSTALLATION ,,,,
ITR No. 33 Installing Underground Services (Electrical),,checklist,,,,,,,ELECTRICAL CONDUIT INSTALL,,,,
ITR No. 33C Installing Underground Services (Comms),,checklist,,,,,,,COMMUNICATION CONDUIT INSTALL,,,,
ITR No. 34 Installing Light Pole Cages,,checklist,,,,,,,LIGHT POLE FOOTINGS,,,,
,,step,,,,,,ROUGH IN ,,,,,
ITR No. 14 Mains and Sub Mains,,checklist,,,,,,,MAINS/SUBMAINS,,,,
ITR No. 05 Rough in,,checklist,,,,,,,LIGHT & POWER ROUGH IN ,,,,
ITP No. 07 Structured Cabling Rough In,,checklist,,,,,,,STRUCTURED CABLING ROUGH IN,,,,
,,step,,,,,,FIT OFF,,,,,
ITR No. 16 Switchboard Installation and Terminate Submains,,checklist,,,,,,,SWITCHBOARD FIT-OFF,,,,
ITR No. 18 Light and Power Fit Off,,checklist,,,,,,,LIGHT & POWER FIT-OFF,,,,
ITP No. 08 STRUCTURED CABLING FIT OFF,,checklist,,,,,,,STRUCTURED CABLING FIT-OFF,,,,
,,step,,,,,,COMMISSIONING,,,,,
ITR No. 12 Switchboard Commissioning,,checklist,,,,,,,SWITCHBOARD COMMISSIONING,,,,
ITR No. 41 Field Commissioning,,checklist,,,,,,,LIGHT & POWER COMMISSIONING,,,,
ITP No. 09 STRUCTURED CABLING TESTING CERTIFIED SYSTEM,,checklist,,,,,,,STRUCTURED CABLING COMMISSIONING,,,,
,,step,,,,,HORSE AREA 1,,,,,,
,,step,,,,,,TEMP BOARDS ,,,,,
ITP No. 19 Installation of Temporary Power Board,ITP No. 20 Decommission Temporary Power Board,folder-with-checklists,,,,,,,INSTALLATION OF TEMP BOARDS ,,,,
,,step,,,,,,TEMP LIGHTING ,,,,,
"ITP No. 14 Construction Wiring, Installation, Test and Tag & Removal",,checklist,,,,,,,INSTALLATION OF TEMP LIGHTS ,,,,
,,step,,,,,,IN SLAB CONDUITS ,,,,,
ITR No. 09 In Slab Conduits,,checklist,,,,,,,IN-SLAB CONDUITS INSTALLATION ,,,,
,,step,,,,,,CABLE TRAY,,,,,
ITR No. 10 Cable Tray Installation,,checklist,,,,,,,INSTALLATION OF CABLE TRAY,,,,
,,step,,,,,,ROUGH IN ,,,,,
ITR No. 14 Mains and Sub Mains,,checklist,,,,,,,MAINS/SUBMAINS,,,,
ITR No. 05 Rough in,,checklist,,,,,,,LIGHT & POWER ROUGH IN ,,,,
ITP No. 07 Structured Cabling Rough In,,checklist,,,,,,,STRUCTURED CABLING ROUGH IN,,,,
,,step,,,,,,FIT OFF,,,,,
ITR No. 16 Switchboard Installation and Terminate Submains,,checklist,,,,,,,SWITCHBOARD FIT-OFF,,,,
ITR No. 18 Light and Power Fit Off,,checklist,,,,,,,LIGHT & POWER FIT-OFF,,,,
ITP No. 08 STRUCTURED CABLING FIT OFF,,checklist,,,,,,,STRUCTURED CABLING FIT-OFF,,,,
,,step,,,,,,COMMISSIONING,,,,,
ITR No. 12 Switchboard Commissioning,,checklist,,,,,,,SWITCHBOARD COMMISSIONING,,,,
ITR No. 41 Field Commissioning,,checklist,,,,,,,LIGHT & POWER COMMISSIONING,,,,
ITP No. 09 STRUCTURED CABLING TESTING CERTIFIED SYSTEM,,checklist,,,,,,,STRUCTURED CABLING COMMISSIONING,,,,
,,step,,,,,HORSE AREA 2,,,,,,
,,step,,,,,,TEMP BOARDS ,,,,,
ITP No. 19 Installation of Temporary Power Board,ITP No. 20 Decommission Temporary Power Board,folder-with-checklists,,,,,,,INSTALLATION OF TEMP BOARDS ,,,,
,,step,,,,,,TEMP LIGHTING ,,,,,
"ITP No. 14 Construction Wiring, Installation, Test and Tag & Removal",,checklist,,,,,,,INSTALLATION OF TEMP LIGHTS ,,,,
,,step,,,,,,IN SLAB CONDUITS ,,,,,
ITR No. 09 In Slab Conduits,,checklist,,,,,,,IN-SLAB CONDUITS INSTALLATION ,,,,
,,step,,,,,,CABLE TRAY,,,,,
ITR No. 10 Cable Tray Installation,,checklist,,,,,,,INSTALLATION OF CABLE TRAY,,,,
,,step,,,,,,ROUGH IN ,,,,,
ITR No. 14 Mains and Sub Mains,,checklist,,,,,,,MAINS/SUBMAINS,,,,
ITR No. 05 Rough in,,checklist,,,,,,,LIGHT & POWER ROUGH IN ,,,,
ITP No. 07 Structured Cabling Rough In,,checklist,,,,,,,STRUCTURED CABLING ROUGH IN,,,,
,,step,,,,,,FIT OFF,,,,,
ITR No. 16 Switchboard Installation and Terminate Submains,,checklist,,,,,,,SWITCHBOARD FIT-OFF,,,,
ITR No. 18 Light and Power Fit Off,,checklist,,,,,,,LIGHT & POWER FIT-OFF,,,,
ITP No. 08 STRUCTURED CABLING FIT OFF,,checklist,,,,,,,STRUCTURED CABLING FIT-OFF,,,,
,,step,,,,,,COMMISSIONING,,,,,
ITR No. 12 Switchboard Commissioning,,checklist,,,,,,,SWITCHBOARD COMMISSIONING,,,,
ITR No. 41 Field Commissioning,,checklist,,,,,,,LIGHT & POWER COMMISSIONING,,,,
ITP No. 09 STRUCTURED CABLING TESTING CERTIFIED SYSTEM,,checklist,,,,,,,STRUCTURED CABLING COMMISSIONING,,,,
,,step,,,,,JOCKEY AREA/MOUNTING YARD,,,,,,
,,step,,,,,,TEMP BOARDS ,,,,,
ITP No. 19 Installation of Temporary Power Board,ITP No. 20 Decommission Temporary Power Board,folder-with-checklists,,,,,,,INSTALLATION OF TEMP BOARDS ,,,,
,,step,,,,,,TEMP LIGHTING ,,,,,
"ITP No. 14 Construction Wiring, Installation, Test and Tag & Removal",,checklist,,,,,,,INSTALLATION OF TEMP LIGHTS ,,,,
,,step,,,,,,IN SLAB CONDUITS ,,,,,
ITR No. 09 In Slab Conduits,,checklist,,,,,,,IN-SLAB CONDUITS INSTALLATION ,,,,
,,step,,,,,,CABLE TRAY,,,,,
ITR No. 10 Cable Tray Installation,,checklist,,,,,,,INSTALLATION OF CABLE TRAY,,,,
,,step,,,,,,ROUGH IN ,,,,,
ITR No. 14 Mains and Sub Mains,,checklist,,,,,,,MAINS/SUBMAINS,,,,
ITR No. 05 Rough in,,checklist,,,,,,,LIGHT & POWER ROUGH IN ,,,,
ITP No. 07 Structured Cabling Rough In,,checklist,,,,,,,STRUCTURED CABLING ROUGH IN,,,,
,,step,,,,,,FIT OFF,,,,,
ITR No. 16 Switchboard Installation and Terminate Submains,,checklist,,,,,,,SWITCHBOARD FIT-OFF,,,,
ITR No. 18 Light and Power Fit Off,,checklist,,,,,,,LIGHT & POWER FIT-OFF,,,,
ITP No. 08 STRUCTURED CABLING FIT OFF,,checklist,,,,,,,STRUCTURED CABLING FIT-OFF,,,,
,,step,,,,,,COMMISSIONING,,,,,
ITR No. 12 Switchboard Commissioning,,checklist,,,,,,,SWITCHBOARD COMMISSIONING,,,,
ITR No. 41 Field Commissioning,,checklist,,,,,,,LIGHT & POWER COMMISSIONING,,,,
ITP No. 09 STRUCTURED CABLING TESTING CERTIFIED SYSTEM,,checklist,,,,,,,STRUCTURED CABLING COMMISSIONING,,,,
,,step,,,,,WESTERN EVENT DECK ,,,,,,
,,step,,,,,,UNDERGROUNDS,,,,,
ITP No. 29 Installion of Electrical & Communication Pits,,checklist,,,,,,,PIT INSTALLATION ,,,,
ITR No. 33 Installing Underground Services (Electrical),,checklist,,,,,,,ELECTRICAL CONDUIT INSTALL,,,,
ITR No. 33C Installing Underground Services (Comms),,checklist,,,,,,,COMMUNICATION CONDUIT INSTALL,,,,
ITR No. 34 Installing Light Pole Cages,,checklist,,,,,,,LIGHT POLE FOOTINGS,,,,
,,step,,,,,,ROUGH IN ,,,,,
ITR No. 14 Mains and Sub Mains,,checklist,,,,,,,MAINS/SUBMAINS,,,,
ITR No. 05 Rough in,,checklist,,,,,,,LIGHT & POWER ROUGH IN ,,,,
ITP No. 07 Structured Cabling Rough In,,checklist,,,,,,,STRUCTURED CABLING ROUGH IN,,,,
,,step,,,,,,FIT OFF,,,,,
ITR No. 16 Switchboard Installation and Terminate Submains,,checklist,,,,,,,SWITCHBOARD FIT-OFF,,,,
ITR No. 18 Light and Power Fit Off,,checklist,,,,,,,LIGHT & POWER FIT-OFF,,,,
ITP No. 08 STRUCTURED CABLING FIT OFF,,checklist,,,,,,,STRUCTURED CABLING FIT-OFF,,,,
,,step,,,,,,COMMISSIONING,,,,,
ITR No. 12 Switchboard Commissioning,,checklist,,,,,,,SWITCHBOARD COMMISSIONING,,,,
ITR No. 41 Field Commissioning,,checklist,,,,,,,LIGHT & POWER COMMISSIONING,,,,
ITP No. 09 STRUCTURED CABLING TESTING CERTIFIED SYSTEM,,checklist,,,,,,,STRUCTURED CABLING COMMISSIONING,,,,
,,step,,,,WP4,,,,,,,
,,step,,,,,TEMP BOARDS/TEMP LIGHTING,,,,,,
,,step,,,,,,GROUND ,,,,,
ITP No. 19 Installation of Temporary Power Board,ITP No. 20 Decommission Temporary Power Board,folder-with-checklists,,,,,,,INSTALLATION OF TEMP BOARDS ,,,,
"ITP No. 14 Construction Wiring, Installation, Test and Tag & Removal",,checklist,,,,,,,INSTALLATION OF TEMP LIGHTING ,,,,
,,step,,,,,,LEVEL 1 ,,,,,
ITP No. 19 Installation of Temporary Power Board,ITP No. 20 Decommission Temporary Power Board,folder-with-checklists,,,,,,,INSTALLATION OF TEMP BOARDS ,,,,
"ITP No. 14 Construction Wiring, Installation, Test and Tag & Removal",,checklist,,,,,,,INSTALLATION OF TEMP LIGHTING ,,,,
,,step,,,,,,LEVEL 2 ,,,,,
ITP No. 19 Installation of Temporary Power Board,ITP No. 20 Decommission Temporary Power Board,folder-with-checklists,,,,,,,INSTALLATION OF TEMP BOARDS ,,,,
"ITP No. 14 Construction Wiring, Installation, Test and Tag & Removal",,checklist,,,,,,,INSTALLATION OF TEMP LIGHTING ,,,,
,,step,,,,,IN SLAB CONDUITS,,,,,,
,,step,,,,,,GROUND ,,,,,
ITR No. 09 In Slab Conduits,,checklist,,,,,,,IN-SLAB CONDUITS INSTALLATION ,,,,
,,step,,,,,,LEVEL 1 ,,,,,
ITR No. 09 In Slab Conduits,,checklist,,,,,,,IN-SLAB CONDUITS INSTALLATION ,,,,
,,step,,,,,,LEVEL 2 ,,,,,
ITR No. 09 In Slab Conduits,,checklist,,,,,,,IN-SLAB CONDUITS INSTALLATION ,,,,
,,step,,,,,CABLE TRAY ,,,,,,
,,step,,,,,,GROUND ,,,,,
ITR No. 10 Cable Tray Installation,,checklist,,,,,,,INSTALLATION OF CABLE TRAY ,,,,
,,step,,,,,,LEVEL 1 ,,,,,
ITR No. 10 Cable Tray Installation,,checklist,,,,,,,INSTALLATION OF CABLE TRAY ,,,,
,,step,,,,,,LEVEL 2 ,,,,,
ITR No. 10 Cable Tray Installation,,checklist,,,,,,,INSTALLATION OF CABLE TRAY ,,,,
,,step,,,,,ROUGH IN,,,,,,
,,step,,,,,,GROUND ,,,,,
ITR No. 14 Mains and Sub Mains,,checklist,,,,,,,MAINS/SUBMAINS,,,,
ITR No. 05 Rough in,,checklist,,,,,,,LIGHT & POWER ROUGH IN ,,,,
ITP No. 07 Structured Cabling Rough In,,checklist,,,,,,,STRUCTURED CABLING ROUGH IN,,,,
,,step,,,,,,LEVEL 1 ,,,,,
ITR No. 14 Mains and Sub Mains,,checklist,,,,,,,MAINS/SUBMAINS,,,,
ITR No. 05 Rough in,,checklist,,,,,,,LIGHT & POWER ROUGH IN ,,,,
ITP No. 07 Structured Cabling Rough In,,checklist,,,,,,,STRUCTURED CABLING ROUGH IN,,,,
,,step,,,,,,LEVEL 2 ,,,,,
ITR No. 14 Mains and Sub Mains,,checklist,,,,,,,MAINS/SUBMAINS,,,,
ITR No. 05 Rough in,,checklist,,,,,,,LIGHT & POWER ROUGH IN ,,,,
ITP No. 07 Structured Cabling Rough In,,checklist,,,,,,,STRUCTURED CABLING ROUGH IN,,,,
,,step,,,,,FIT OFF ,,,,,,
,,step,,,,,,GROUND ,,,,,
ITR No. 16 Switchboard Installation and Terminate Submains,,checklist,,,,,,,SWITCHBOARD FIT-OFF,,,,
ITR No. 18 Light and Power Fit Off,,checklist,,,,,,,LIGHT & POWER FIT-OFF,,,,
ITP No. 08 STRUCTURED CABLING FIT OFF,,checklist,,,,,,,STRUCTURED CABLING FIT-OFF,,,,
,,step,,,,,,LEVEL 1 ,,,,,
ITR No. 16 Switchboard Installation and Terminate Submains,,checklist,,,,,,,SWITCHBOARD FIT-OFF,,,,
ITR No. 18 Light and Power Fit Off,,checklist,,,,,,,LIGHT & POWER FIT-OFF,,,,
ITP No. 08 STRUCTURED CABLING FIT OFF,,checklist,,,,,,,STRUCTURED CABLING FIT-OFF,,,,
,,step,,,,,,LEVEL 2 ,,,,,
ITR No. 16 Switchboard Installation and Terminate Submains,,checklist,,,,,,,SWITCHBOARD FIT-OFF,,,,
ITR No. 18 Light and Power Fit Off,,checklist,,,,,,,LIGHT & POWER FIT-OFF,,,,
ITP No. 08 STRUCTURED CABLING FIT OFF,,checklist,,,,,,,STRUCTURED CABLING FIT-OFF,,,,
,,step,,,,,COMMISSIONING ,,,,,,
,,step,,,,,,GROUND ,,,,,
ITR No. 12 Switchboard Commissioning,,checklist,,,,,,,SWITCHBOARD COMMISSIONING,,,,
ITR No. 41 Field Commissioning,,checklist,,,,,,,LIGHT & POWER COMMISSIONING,,,,
ITP No. 09 STRUCTURED CABLING TESTING CERTIFIED SYSTEM,,checklist,,,,,,,STRUCTURED CABLING COMMISSIONING,,,,
,,step,,,,,,LEVEL 1 ,,,,,
ITR No. 12 Switchboard Commissioning,,checklist,,,,,,,SWITCHBOARD COMMISSIONING,,,,
ITR No. 41 Field Commissioning,,checklist,,,,,,,LIGHT & POWER COMMISSIONING,,,,
ITP No. 09 STRUCTURED CABLING TESTING CERTIFIED SYSTEM,,checklist,,,,,,,STRUCTURED CABLING COMMISSIONING,,,,
,,step,,,,,,LEVEL 2 ,,,,,
ITR No. 12 Switchboard Commissioning,,checklist,,,,,,,SWITCHBOARD COMMISSIONING,,,,
ITR No. 41 Field Commissioning,,checklist,,,,,,,LIGHT & POWER COMMISSIONING,,,,
ITP No. 09 STRUCTURED CABLING TESTING CERTIFIED SYSTEM,,checklist,,,,,,,STRUCTURED CABLING COMMISSIONING,,,,
,,step,,,Pre Start,,,,,,,,
,,step,,,,April 23,,,,,,,
,,step,,,,May 23,,,,,,,
,,step,,,,June 23,,,,,,,
,,step,,,,July 23,,,,,,,
,,step,,,,August 23,,,,,,,
,,step,,,,September 23,,,,,,,
,,step,,,,October 23,,,,,,,
,,step,,,,November 23,,,,,,,
,,step,,,,December 23,,,,,,,
,,step,,,,January 24,,,,,,,
,,step,,,,February 24,,,,,,,
,,step,,,,March 24,,,,,,,
,,step,,,,April 24,,,,,,,
,,step,,,Toolbox Meeting,,,,,,,,
,,step,,,,April 23,,,,,,,
,,step,,,,May 23,,,,,,,
,,step,,,,June 23,,,,,,,
,,step,,,,July 23,,,,,,,
,,step,,,,August 23,,,,,,,
,,step,,,,September 23,,,,,,,
,,step,,,,October 23,,,,,,,
,,step,,,,November 23,,,,,,,
,,step,,,,December 23,,,,,,,
,,step,,,,January 24,,,,,,,
,,step,,,,February 24,,,,,,,
,,step,,,,March 24,,,,,,,
,,step,,,,April 24,,,,,,,
,,step,,,Site Induction,,,,,,,,
