type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Photos (1561 - 1593),,,,,,,
section,Details,,,,,,,
checkpoint,Photo #1561 - Northern 2xR20 Lap Weld West,,,,,,,
checkpoint,Photo #1562 - Northern 2xR20 Lap Weld Middle,,,,,,,
checkpoint,Photo #1563 - Northern 2xR20 Lap Weld East,,,,,,,
checkpoint,Photo #1564 - H6:D1 Joining Weld to 3xR20 West Bar,,,,,,,
checkpoint,Photo #1565 - 3xR20 West Bar Joining Weld From H6:D1,,,,,,,
checkpoint,Photo #1566 - Northern 2xR20 Joining Weld to 3xR20 East Bar,,,,,,,
checkpoint,Photo #1567 - 3xR20 East Bar Joining Weld From Northern 2xR20,,,,,,,
checkpoint,Photo #1568 - Northern 2xR20 Joining Weld to 2xR20 West Bar,,,,,,,
checkpoint,Photo #1569 - 2xR20 West Bar Joining Weld From Northern 2xR20,,,,,,,
checkpoint,Photo #1570 - Northern 2xR20 Joining Weld to 2xR20 East Bar,,,,,,,
checkpoint,Photo #1571 - 2xR20 East Bar Joining Weld From Northern 2xR20,,,,,,,
checkpoint,Photo #1572 - Western 3xR20 Lap Weld North,,,,,,,
checkpoint,Photo #1573 - Western 3xR20 Lap Weld Middle,,,,,,,
checkpoint,Photo #1574 - Western 3xR20 Lap Weld South,,,,,,,
checkpoint,Photo #1575 - 3xR20 to Wricon Terminal 1,,,,,,,
checkpoint,Photo #1576 - 3xR20 to Wricon Terminal 2,,,,,,,
checkpoint,Photo #1577 - 3xR20 to Wricon Terminal 3,,,,,,,
checkpoint,Photo #1578 - 3xR20 to Wricon Terminal 4,,,,,,,
checkpoint,Photo #1579 - 3xR20 to Wricon Terminal 5,,,,,,,
checkpoint,Photo #1580 - Eastern 2xR20 Lap Weld North,,,,,,,
checkpoint,Photo #1581 - Eastern 2xR20 Lap Weld Middle,,,,,,,
checkpoint,Photo #1582 - Eastern 2xR20 Lap Weld South,,,,,,,
checkpoint,Photo #1583 - Southern 2xR20 Lap Weld West,,,,,,,
checkpoint,Photo #1584 - Southern 2xR20 Lap Weld Middle,,,,,,,
checkpoint,Photo #1585 - Southern 2xR20 Lap Weld East,,,,,,,
checkpoint,Photo #1586 - H6:D2 Joining Weld to 3xR20 West Bar,,,,,,,
checkpoint,Photo #1587 - 3xR20 West Bar Joining Weld From H6:D2,,,,,,,
checkpoint,Photo #1588 - Southern 2xR20 Joining Weld to 3xR20 East Bar,,,,,,,
checkpoint,Photo #1589 - 3xR20 East Bar Joining Weld From Southern 2xR20,,,,,,,
checkpoint,Photo #1590 - Southern 2xR20 Joining Weld to 2xR20 West Bar,,,,,,,
checkpoint,Photo #1591 - 2xR20 West Bar Joining Weld From Southern 2xR20,,,,,,,
checkpoint,Photo #1592 - Southern 2xR20 Joining Weld to 2xR20 East Bar,,,,,,,
checkpoint,Photo #1593 - 2xR20 East Bar Joining Weld From Southern 2xR20,,,,,,,
,,,,,,,,
checklist,Photos (1594 - 1620),,,,,,,
section,Details,,,,,,,
checkpoint,Photo #1594 - Northern 2xR20 Lap Weld West,,,,,,,
checkpoint,Photo #1595 - Northern 2xR20 Lap Weld Middle,,,,,,,
checkpoint,Photo #1596 - Northern 2xR20 Lap Weld East,,,,,,,
checkpoint,Photo #1597 - Northern 2xR20 Joining Weld to 3xR20 West Bar,,,,,,,
checkpoint,Photo #1598 - 3xR20 West Bar Joining Weld From Northern 2xR20,,,,,,,
checkpoint,Photo #1599 - Northern 2xR20 Joining Weld to 3xR20 East Bar,,,,,,,
checkpoint,Photo #1600 - 3xR20 East Bar Joining Weld From Northern 2xR20,,,,,,,
checkpoint,Photo #1601 - 3xR20 Lap Weld North,,,,,,,
checkpoint,Photo #1602 - 3xR20 Lap Weld Middle,,,,,,,
checkpoint,Photo #1603 - 3xR20 Lap Weld South,,,,,,,
checkpoint,Photo #1604 - 3xR20 to Wricon Terminal 1,,,,,,,
checkpoint,Photo #1605 - 3xR20 to Wricon Terminal 2,,,,,,,
checkpoint,Photo #1606 - 3xR20 to Wricon Terminal 3,,,,,,,
checkpoint,Photo #1607 - 3xR20 to Wricon Terminal 4,,,,,,,
checkpoint,Photo #1608 - 3xR20 to Wricon Terminal 5,,,,,,,
checkpoint,Photo #1609 - Southern 2xR20 Lap Weld West,,,,,,,
checkpoint,Photo #1610 - Southern 2xR20 Lap Weld Middle,,,,,,,
checkpoint,Photo #1611 - Southern 2xR20 Lap Weld East,,,,,,,
checkpoint,Photo #1612 - Southern 2xR20 Joining Weld to 3xR20 West Bar,,,,,,,
