Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,Site QA,,
,Rows,,,,,
,,Inground - PP1,dynamic,PP1,Inground,Site QA
,,Inground - PP2,dynamic,PP2,Inground,Site QA
,,Ground Floor - Warehouse 1,dynamic,Warehouse 1,Ground Floor,Site QA
,,Ground Floor - Warehouse 1B,dynamic,Warehouse 1B,Ground Floor,Site QA
,,Ground Floor - Warehouse 3,dynamic,Warehouse 3,Ground Floor,Site QA
,,Ground Floor - Warehouse 4,dynamic,Warehouse 4,Ground Floor,Site QA
,,Ground Floor - External Warehouse,dynamic,External Warehouse,Ground Floor,Site QA
,,Level 1 - Warehouse 4,dynamic,Warehouse 4,Level 1,Site QA
,,Level 1 - Warehouse 5,dynamic,Warehouse 5,Level 1,Site QA
,,Level 1 - Warehouse 6,dynamic,Warehouse 6,Level 1,Site QA
,,Level 1 - Warehouse 7,dynamic,Warehouse 7,Level 1,Site QA
,,Level 1 - Warehouse 8,dynamic,Warehouse 8,Level 1,Site QA
,,Level 1 - Warehouse 9,dynamic,Warehouse 9,Level 1,Site QA
,,Level 1 - External of Warehouse,dynamic,External of Warehouse,Level 1,Site QA
,,Level 1 - Roof,dynamic,Roof,Level 1,Site QA
,Columns,,,,,
,,A-C,,A-C,,
,,Rough In,,Rough In,,
,,Cold Water,,Cold Water,,
,,Hot water,,Hot water,,
,,Stormwater,,Stormwater,,
,,Recycled water,,Recycled water,,
,,Sewer drainage,,Sewer drainage,,
,,Sanitary Waste Stacks,,Sanitary Waste Stacks,,
,,Siphonic,,Siphonic,,
,,FH,,FH,,
,,FHR,,FHR,,
,,Potable water,,Potable water,,
,,Rain water pressure,,Rain water pressure,,
,,Sanitary fixtures fit off,,Sanitary fixtures fit off,,
