Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Stage 1 - B01 - Basement,dynamic,Basement,Stage 1 - B01
,,Stage 1 - B01 - Ground,dynamic,Ground,Stage 1 - B01
,,Stage 1 - B01 - Level 1,dynamic,Level 1,Stage 1 - B01
,,Stage 1 - B01 - Level 2,dynamic,Level 2,Stage 1 - B01
,,Stage 5 - B03 - Basement,dynamic,Basement,Stage 5 - B03
,,Stage 5 - B03 - Ground Floor,dynamic,Ground Floor,Stage 5 - B03
,,Stage 5 - B03 - Level 1,dynamic,Level 1,Stage 5 - B03
,,Stage 5 - B03 - Level 2,dynamic,Level 2,Stage 5 - B03
,Columns,,,,
,,Penetration Details,,penetration details,
,,Area of Installation,Area of Installation,penetration details,
,,Fire Rating (Minutes),Fire Rating (Minutes),penetration details,
,,Penetration Type,Penetration Type,penetration details,
,,Service Type,Service Type,penetration details,
,,Product Used,Product Used,penetration details,
,,Fire Sealant Used,Fire Sealant Used,penetration details,
,,Raise Remedial / Request Signoff,Raise Remedial / Request Signoff,penetration details,
