type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Pre Wire,,,,,,Common Areas - Pre Wire
checkpoint,Cabling Complete,,,,,,
checkpoint,Flush Box Fire Box Installed (Photos Attached Of Fire Box),,,,,,
checkpoint,Attach Photos Of Fire Penetrations,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Terminated & Tested,,,,,,Common Areas - Terminated & Tested
checkpoint,Lan Test Complete,,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Fit off,,,,,,Common Areas - Fit off
checkpoint,Nurse Call Fit Off (Photos Attached),,,,,,
checkpoint,Home & Away Fit Off (Photos Attached),,,,,,
checkpoint,Repeaters Installed (Photos Attached),,,,,,
,,,,,,,
checklist-flat,Pre Wire,,,,,,Residential Areas - Pre Wire
checkpoint,Internal Cabling Complete,,,,,,
checkpoint,Main Cabling Complete (Photos Attached),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Install DB,,,,,,Residential Areas - Install DB
checkpoint,Lan Test Internals (Add Signature),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Fit off,,,,,,Residential Areas - Fit off
checkpoint,Nurse Call Fit Off (Photos Attached),,,,,,
,,,,,,,
checklist-flat,Comms Cabinet Commissioning,,,,,,
checkpoint,Separate and Tone Nurse Call and Home & Away Cables (Add Signature),,,,,,
checkpoint,Terminate Nurse Call and Home & Away Patch Panels (Attach Photos),,,,,,
checkpoint,Build Nurse Call and Home & Away System (Attach Photos),,,,,,
checkpoint,Commission Nurse Call and Home & Away System (Attach Photos),,,,,,
checkpoint,Commission Fire Interface (Attach Photos),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Building Commissioning,,,,,,
checkpoint,Build Patch Panels (Attach Photos),,,,,,
checkpoint,Build Nurse Call System (Attach Photos),,,,,,
checkpoint,Program Nurse Call System (Add Signature),,,,,,
checkpoint,Commission Nurse Call System (Attach Photos),,,,,,
checkpoint,Commission Fire Interface (Attach Photos),,,,,,
,,,,,,,
,,,,,,,
checklist-flat,Completion Documents,,,,,,
checkpoint,Producer Statements PS3s,,,,,,
checkpoint,As-Built Plans,,,,,,
checkpoint,O & M Manual,,,,,,
checkpoint,Other required documents,,,,,,
