Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Passive Fire / Collars Penetration,,,,,
,Scope,,,Fire Register,
,Rows,,,,
,,Level LG,dynamic,Level LG,Fire Register
,,Level MZ,dynamic,Level MZ,Fire Register
,,Level GF,dynamic,Level GF,Fire Register
,,Level 01,dynamic,Level 01,Fire Register
,,Level 02,dynamic,Level 02,Fire Register
,,Level 03,dynamic,Level 03,Fire Register
,,Level 04,dynamic,Level 04,Fire Register
,,Level 05,dynamic,Level 05,Fire Register
,,Level 06,dynamic,Level 06,Fire Register
,,Level 07,dynamic,Level 07,Fire Register
,Columns,,,,
,,Please take detail photos of penetration & labelling,,please take detail photos of penetration & labelling,
,,Drawing Ref Number,Drawing Ref Number,please take detail photos of penetration & labelling,
,,Material,Material,please take detail photos of penetration & labelling,
,,Pipe size,Pipe size,please take detail photos of penetration & labelling,
,,Fire Matrix Ref Number,Fire Matrix Ref Number,please take detail photos of penetration & labelling,
