type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,Carpentry - Steel Stud,,,,,,Carpentry - Steel Stud
checkpoint,Area ready for Steel Stud install,,,,,,
checkpoint,Dimensions / locations checked and accurate,,,,,,
checkpoint,All the Deflection head track installed as per Seismic drawings spec,,,,,,
checkpoint,All the Deflection floor track installed as per Seismic drawings spec,,,,,,
checkpoint,All the Deflection stud installed as per Seismic drawings spec,,,,,,
checkpoint,"All frames are square, straight and level",,,,,,
checkpoint,Fixings are correct,,,,,,
checkpoint,Any bracing requirements installed,,,,,,
checkpoint,Fire rating elements installed as per spec,,,,,,
checkpoint,Nogs / service nogs installed correctly as per plan,,,,,,
checkpoint,All Steel Stud completed correctly within tolerance in area,,,,,,
