"Warnings","Id","Type","Name","Values","Prompting Name","Usage Count","Resource Id"
"","/2","checklist","QA - Ductbanks","","QA - Ductbanks",7,"8f2092b4-d5ae-460a-b775-4a027db439a3"
"",,"section","Pre Installation",,,,
"",,"checkpoint","Conduits were laid as per approved shop drawings",,,,
"",,"signoff","Request signoff",,,,
"",,"checkpoint","Conduits are joined & terminated in accordance to the manufacturers instructions and specifications",,,,
"",,"checkpoint","Permanent adhesives were used, water-tight joints was made in conjunction with standard accessories",,,,
"",,"checkpoint","Conduits saddles are provided prior to sand backfilling",,,,
"",,"checkpoint","Concrete topping for duct bank is as per specifications",,,,
"",,"checkpoint","Backfilled as per drawings and specifications",,,,
"",,"checkpoint","Tracer wire, magslab and warning tape provided",,,,
"",,"checkpoint","Ducts cleaned and tested and handed over to electrical/Telecom contractor",,,,
"",,"section","Installation",,,,
"",,"checkpoint","Subgrade tested and passed",,,,
"",,"signoff","Request signoff",,,,
"",,"checkpoint","Any undercutting required?",,,,
"","84540d0e-3aa2-526f-91f3-2e2ee600750c","tickbox","Yes",,,,
"","78eb780c-1436-56ce-95d5-dbde27b94a92","tickbox","No",,,,
"","79566ef8-fb1f-594b-9281-4ead3ccdf34d","textbox","Undercutting/other remedials as instructed by Jacobs (if required)",,,,
"",,"checkpoint","Bedding material placed and compacted",,,,
"","e5bbe882-7537-5623-a902-0b3f4da433e4","textbox","Cleggs/NDM test results for bedding:",,,,
"",,"checkpoint","Geotextile installed (if applicable)",,,,
"",,"checkpoint","Backfill material placed and compacted",,,,
"","297177c7-8638-54db-b634-5b921f39ec8b","textbox","Cleggs/NDM test results for backfill:",,,,
"",,"checkpoint","Geogrid installed (if applicable)",,,,
"",,"checkpoint","Service placed at design RL?",,,,
"",,"checkpoint","Invert levels checked and correct",,,,
"",,"checkpoint","Voids filled with epoxy mortar or concrete",,,,
"",,"checkpoint","Trades QA completed, received & reviewed",,,,
"",,"checkpoint","General progress photos recorded",,,,
"",,"signoff","Request signoff",,,,

"","/1","checklist","QA - Pits, Vaults and Manholes","","QA - Pits, Vaults and Manholes",6,"dc602312-5ec6-476e-bbcd-beae4e46f9d0"
"",,"section","Pre Installation",,,,
"",,"checkpoint","Photo of item",,,,
"","a6885526-e287-50e2-be7e-40a5eeeac3e0","dropdown","Item","Pit, Vault, Manhole, Ductbank",,,
"","f347dc2e-aeb8-599a-9fcf-6cc0193a41b3","dropdown","Size and dimensions are manufactured according to approved shop drawing","Yes, No, N/A",,,
"",,"checkpoint","No visible damage",,,,
"",,"checkpoint","Pulling irons are provided inside the pits",,,,
"",,"checkpoint","Cast in bolts are present",,,,
