Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Overall Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,B01 - Ground Level - Area 2,dynamic,Apartments,Area 2,Ground Level,Fitout,QA - Building B01
,,B01 - Level 1 - Area 1,dynamic,Apartments,Area 1,Level 1,Fitout,QA - Building B01
,,B01 - Level 1 - Area 2,dynamic,Apartments,Area 2,Level 1,Fitout,QA - Building B01
,,B01 - Level 1 - Area 3,dynamic,Apartments,Area 3,Level 1,Fitout,QA - Building B01
,,B01 - Level 2 - Area 1,dynamic,Apartments,Area 1,Level 2,Fitout,QA - Building B01
,,B01 - Level 2 - Area 2,dynamic,Apartments,Area 2,Level 2,Fitout,QA - Building B01
,,B01 - Level 2 - Area 3,dynamic,Apartments,Area 3,Level 2,Fitout,QA - Building B01
,,B01 - Level 3 - Area 1,dynamic,Apartments,Area 1,Level 3,Fitout,QA - Building B01
,,B01 - Level 3 - Area 2,dynamic,Apartments,Area 2,Level 3,Fitout,QA - Building B01
,,B01 - Level 3 - Area 3,dynamic,Apartments,Area 3,Level 3,Fitout,QA - Building B01
,,B03 - Level 0 - Ground,dynamic,qa - building b03,level 0 - ground,,,
,,B03 - Level 1,dynamic,qa - building b03,level 1,,,
,,B03 - Level 2,dynamic,qa - building b03,level 2,,,
,,B04 - Level 0 - Ground,dynamic,qa - building b04,level 0 - ground,,,
,,B04 -Level 1,dynamic,qa - building b04,level 1,,,
,,B04 -Level 2,dynamic,qa - building b04,level 2,,,
,,B05 - Fitout - Ground Level,dynamic,fitout,qa - building b05,ground level,apartments,
,,B05 - Fitout - First Level,dynamic,fitout,first level,qa - building b05,apartments,
,,B05 - Fitout - Second Level,dynamic,fitout,qa - building b05,apartments,second level,
,Columns,,,,,,,
,,Area floor level acceptable,,area floor level acceptable,,,,
,,Wiring on the floor completed (photos attached),,wiring on the floor completed (photos attached),,,,
,,Self leveling coverage completed,,self leveling coverage completed,,,,
,,Raise Remedial/ Main Contractor Sign Off,,raise remedial/ main contractor sign off,,,,
,,B01/B05 - Wiring on the floor completed correctly,,Wiring on the floor completed correctly,,,,
,,B01/B05 - Self leveling coverage completed & acceptable,,Self levelling coverage completed and acceptable,,,,
,,B01/B05 - Underfloor heating completed,,Underfloor heating completed - specified level of finish achieved ,,,,
,,B01 - Inspections completed and issued to Foreman,,Inspections completed and issued to Foreman,,,,
