Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
Communications - Horizontal Cable (TERs),,,,,,,,,
,Scope,,,Communications,,,,,
,Rows,,,,,,,,
,,TERs - TER 1,dynamic,Communications,TERs,TER 1,,,
,,TERs - TER 2,dynamic,Communications,TERs,TER 2,,,
,Columns,,,,,,,,
,,Cabling is not susceptible to mechanical damage,,Cabling is not susceptible to mechanical damage.,,,,,
,,Cable is dressed on cable pathways with velcro,,Cable is dressed on the cable pathways with velcro.,,,,,
,,Apply a plastic wrap printed label to each end of the cable,,Apply a plastic wrap printed label to each end of the cable.,,,,,
,,Cable terminated into a faceplate or surface mount block,,Cable is terminated into a faceplate or surface mount block.,,,,,
,,Cable terminated into correct patch panel reflected in communication cabinet elevations,,Cable is terminated into the correct patch panel reflected in the communication cabinet elevations.,,,,,
,,"Patch panel, faceplate/surface mount block are labelled correctly with a traffolyte",,"The patch panel, faceplate/surface mount block are labelled correctly with a traffolyte.",,,,,
,,,,,,,,,
Communications - Horizontal Cable (BAF - Basement/Ground),,,,,,,,,
,Scope,,,Communications,,,,,
,Rows,,,,,,,,
,,BAF - Cabinets - Basement - BDR1-4B44.01,dynamic,Communications,BAF,Cabinets,Basement,BDR1-4B44.01,
,,BAF - Cabinets - Basement - BDR2-4B40.16,dynamic,Communications,BAF,Cabinets,Basement,BDR2-4B40.16,
,,BAF - Cabinets - Basement - FDR\SPLIT RACK-4B44.02,dynamic,Communications,BAF,Cabinets,Basement,FDR\SPLIT RACK-4B44.02,
,,BAF - Cabinets - Basement - FDR\SPLIT RACK-4B44.04,dynamic,Communications,BAF,Cabinets,Basement,FDR\SPLIT RACK-4B44.04,
,,BAF - Cabinets - Basement - FDR\SPLIT RACK-4B44.03,dynamic,Communications,BAF,Cabinets,Basement,FDR\SPLIT RACK-4B44.03,
,,BAF - Cabinets - Basement - FIELD HUB-4B43.06,dynamic,Communications,BAF,Cabinets,Basement,FIELD HUB-4B43.06,
,,BAF - Cabinets - Basement - FIELD HUB-4B48.04,dynamic,Communications,BAF,Cabinets,Basement,FIELD HUB-4B48.04,
,,BAF - Cabinets - Basement - FIELD HUB-4B43.08,dynamic,Communications,BAF,Cabinets,Basement,FIELD HUB-4B43.08,
,,BAF - Cabinets - Ground - ASNET RACK-4056.4,dynamic,Communications,BAF,Cabinets,Ground,ASNET RACK-4056.4,
,,BAF - Cabinets - Ground - DAFF SPLIT RACK-4056.77,dynamic,Communications,BAF,Cabinets,Ground,DAFF SPLIT RACK-4056.77,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.21,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.21,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.07,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.07,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.09,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.09,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.23,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.23,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.2,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.2,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.17,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.17,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.15,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.15,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.16,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.16,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.18,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.18,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.14,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.14,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.08,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.08,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.19,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.19,
