Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.15,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.15,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.16,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.16,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.18,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.18,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.14,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.14,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.08,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.08,
,,BAF - Cabinets - Ground - FDR\SPLIT RACK-4044.19,dynamic,Communications,BAF,Cabinets,Ground,FDR\SPLIT RACK-4044.19,
,,BAF - Cabinets - Ground - FIELD HUB-4042.13,dynamic,Communications,BAF,Cabinets,Ground,FIELD HUB-4042.13,
,,BAF - Cabinets - Ground - PATCH ROOM-4056.67,dynamic,Communications,BAF,Cabinets,Ground,PATCH ROOM-4056.67,
,,BAF - Cabinets - Ground - SERVER ROOM-4056.36,dynamic,Communications,BAF,Cabinets,Ground,SERVER ROOM-4056.36,
,,BAF - Cabinets - Ground FLB - FLB 1-FIELD HUB-4042.12,dynamic,Communications,BAF,Cabinets,Ground FLB,FLB 1-FIELD HUB-4042.12,
,,BAF - Cabinets - Ground FLB - FLB 2-FIELD HUB-4042.14,dynamic,Communications,BAF,Cabinets,Ground FLB,FLB 2-FIELD HUB-4042.14,
,,BAF - Cabinets - Ground FLB - FLB 3-FIELD HUB-4042.15,dynamic,Communications,BAF,Cabinets,Ground FLB,FLB 3-FIELD HUB-4042.15,
,,BAF - Cabinets - Ground FLB - FLB 4-FIELD HUB-4042.04,dynamic,Communications,BAF,Cabinets,Ground FLB,FLB 4-FIELD HUB-4042.04,
,,BAF - Cabinets - Ground FLB - FLB 5-FIELD HUB-4042.02,dynamic,Communications,BAF,Cabinets,Ground FLB,FLB 5-FIELD HUB-4042.02,
,,BAF - Cabinets - Ground FLB - FLB 6-FIELD HUB-4042.03,dynamic,Communications,BAF,Cabinets,Ground FLB,FLB 6-FIELD HUB-4042.03,
,,BAF - Cabinets - Ground FLB - FLB 7-FIELD HUB-4042.01,dynamic,Communications,BAF,Cabinets,Ground FLB,FLB 7-FIELD HUB-4042.01,
,,BAF - Cabinets - Level 2 - FDR\SPLIT RACK-4244.18,dynamic,Communications,BAF,Cabinets,Level 2,FDR\SPLIT RACK-4244.18,
,,BAF - Cabinets - Level 2 - FDR\SPLIT RACK-4244.12,dynamic,Communications,BAF,Cabinets,Level 2,FDR\SPLIT RACK-4244.12,
,,BAF - Cabinets - Level 2 - FDR\SPLIT RACK-4244.17,dynamic,Communications,BAF,Cabinets,Level 2,FDR\SPLIT RACK-4244.17,
,,BAF - Cabinets - Level 2 - FDR\SPLIT RACK-4244.13,dynamic,Communications,BAF,Cabinets,Level 2,FDR\SPLIT RACK-4244.13,
,,BAF - Cabinets - Level 2 - FDR\SPLIT RACK-4244.14,dynamic,Communications,BAF,Cabinets,Level 2,FDR\SPLIT RACK-4244.14,
,,BAF - Cabinets - Level 2 - FDR\SPLIT RACK-4244.03,dynamic,Communications,BAF,Cabinets,Level 2,FDR\SPLIT RACK-4244.03,
,,BAF - Cabinets - Level 2 - FDR\SPLIT RACK-4244.15,dynamic,Communications,BAF,Cabinets,Level 2,FDR\SPLIT RACK-4244.15,
,,BAF - Cabinets - Level 2 - FDR\SPLIT RACK-4244.04,dynamic,Communications,BAF,Cabinets,Level 2,FDR\SPLIT RACK-4244.04,
,,BAF - Cabinets - Level 2 - FIELD HUB-4241.08,dynamic,Communications,BAF,Cabinets,Level 2,FIELD HUB-4241.08,
,,BAF - Cabinets - Level 2 - FIELD HUB-4244.20,dynamic,Communications,BAF,Cabinets,Level 2,FIELD HUB-4244.20,
,,BAF - Cabinets - Level 2 - FIELD HUB-4241.01,dynamic,Communications,BAF,Cabinets,Level 2,FIELD HUB-4241.01,
,,BAF - Cabinets - Level 2 - FIELD HUB-4243.02,dynamic,Communications,BAF,Cabinets,Level 2,FIELD HUB-4243.02,
,,BAF - Cabinets - Level 2 - PATCH ROOM-4256.21,dynamic,Communications,BAF,Cabinets,Level 2,PATCH ROOM-4256.21,
,,BAF - Cabinets - Level 3 - FDR\SPLIT RACK-4344.10,dynamic,Communications,BAF,Cabinets,Level 3,FDR\SPLIT RACK-4344.10,
,,BAF - Cabinets - Level 3 - FDR\SPLIT RACK-4344.09,dynamic,Communications,BAF,Cabinets,Level 3,FDR\SPLIT RACK-4344.09,
,,BAF - Cabinets - Level 3 - FDR\SPLIT RACK-4344.01,dynamic,Communications,BAF,Cabinets,Level 3,FDR\SPLIT RACK-4344.01,
,,BAF - Cabinets - Level 3 - FDR\SPLIT RACK-4344.06,dynamic,Communications,BAF,Cabinets,Level 3,FDR\SPLIT RACK-4344.06,
,,BAF - Cabinets - Level 3 - FDR\SPLIT RACK-4344.02,dynamic,Communications,BAF,Cabinets,Level 3,FDR\SPLIT RACK-4344.02,
,,BAF - Cabinets - Level 3 - FIELD HUB-4344.08,dynamic,Communications,BAF,Cabinets,Level 3,FIELD HUB-4344.08,
,,BAF - Cabinets - Level 3 - FIELD HUB-4342.02,dynamic,Communications,BAF,Cabinets,Level 3,FIELD HUB-4342.02,
,,BAF - Cabinets - Level 3 - PATCH ROOM-4346.02,dynamic,Communications,BAF,Cabinets,Level 3,PATCH ROOM-4346.02,
,,BAF - Cabinets - Level 3 - SERVER ROOM-4356.29,dynamic,Communications,BAF,Cabinets,Level 3,SERVER ROOM-4356.29,
,,BAF - Cabinets - Attic - FIELD HUB-4401.01,dynamic,Communications,BAF,Cabinets,Attic,FIELD HUB-4401.01,
,,BAF - Cabinets - Terminal Plaza - FIELD HUB TYPE 2-FIELD HUB-2,dynamic,Communications,BAF,Cabinets,Terminal Plaza,FIELD HUB TYPE 2-FIELD HUB-2,
,,BAF - Cabinets - Terminal Plaza - FIELD HUB TYPE 2-FIELD HUB-4,dynamic,Communications,BAF,Cabinets,Terminal Plaza,FIELD HUB TYPE 2-FIELD HUB-4,
,,BAF - Cabinets - Terminal Plaza - FIELD HUB TYPE 3-FIELD HUB-1 (FDH1),dynamic,Communications,BAF,Cabinets,Terminal Plaza,FIELD HUB TYPE 3-FIELD HUB-1 (FDH1),
,,BAF - Cabinets - Terminal Plaza - FIELD HUB TYPE 3-FIELD HUB-3 (FDH2),dynamic,Communications,BAF,Cabinets,Terminal Plaza,FIELD HUB TYPE 3-FIELD HUB-3 (FDH2),
,,BAF - Cabinets - Car Park 1-4 - FIELD HUB TYPE 2-FIELD HUB-1 (FDH1),dynamic,Communications,BAF,Cabinets,Car Park 1-4,FIELD HUB TYPE 2-FIELD HUB-1 (FDH1),
,,BAF - Cabinets - Car Park 1-4 - FIELD HUB TYPE 2-FIELD HUB-2,dynamic,Communications,BAF,Cabinets,Car Park 1-4,FIELD HUB TYPE 2-FIELD HUB-2,
,,BAF - Cabinets - Car Park 1-4 - FIELD HUB TYPE 2-FIELD HUB-3,dynamic,Communications,BAF,Cabinets,Car Park 1-4,FIELD HUB TYPE 2-FIELD HUB-3,
,,BAF - Cabinets - Car Park 1-4 - FIELD HUB TYPE 2-FIELD HUB-4,dynamic,Communications,BAF,Cabinets,Car Park 1-4,FIELD HUB TYPE 2-FIELD HUB-4,
,,BAF - Cabinets - Car Park 1-4 - FIELD HUB TYPE 2-FIELD HUB-5,dynamic,Communications,BAF,Cabinets,Car Park 1-4,FIELD HUB TYPE 2-FIELD HUB-5,
,,BAF - Cabinets - Car Park 1-4 - FIELD HUB TYPE 2-FIELD HUB-6,dynamic,Communications,BAF,Cabinets,Car Park 1-4,FIELD HUB TYPE 2-FIELD HUB-6,
