"Id","Type","Name","Values","Prompting Name","Prefix","Postfix","Usage Count","Resource Id"
"531f2512-5464-5ad5-9375-cf532c19b953/2","checklist-flat","Add Fire Penetration Checklist","","Fire Penetration:",,,0,"0ee42fe2-897b-4384-b45d-434068f7f524"
"41ae2d91-a6ac-52bd-b5d3-a07a5297e838","checkpoint","Treatment Type",,,,,,
"dda08e40-7dd9-531a-a2a2-34cae406e2c6","dropdown","Treatment Type:","A1,A2,B,C,D,E,F,G,H1,H2,H3,J,K,M,N1,N2,O,P,Q,R,S,T,V",,,,,
"4f16d8a7-40e7-5f2f-8120-ee5531a4c1d7","checkpoint","Photo of penetration and sticker must be taken",,,,,,
"6bebe046-7503-5351-8608-2524b69b0fd5","textbox","Installed by:",,,,,,
"1f933fe7-d624-5fb9-9385-a1b250206f58","textbox","Comments / Reasons why cannot complete:",,,,,,

"0588dd2a-d440-5502-9cc1-2a984d2e6c8d/2","checklist-flat","Add Project Photos","","Project Photos",,,6,"d9446279-f7c0-4a90-9209-5a3263e25abd"
"b3a47312-e99b-57a3-b655-b50313c2200a","checkpoint","Attach Photos and Comments",,,,,,

"72644a6c-34e1-530c-a7e8-5351e29f25a3/2","checklist","Backflow Test Report Water Authority Approved","","Backflow Test Report",,,0,"a70d30b6-d859-4b46-a45f-343af06bb8c8"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"585974c6-02cb-514b-9e87-5b7ac108700e","checkpoint","Description of property or vehicle",,,,,,
"91e79822-8dde-5aaa-81f9-ad08e78269e1","note","The description must identify all land or vehicles covered in the application",,,,,,
"d284e6b4-f929-58b8-94d5-0b328a9cf63d","textbox","Street address (number, street, suburb and postcode)",,,,,,
"4a848919-0a0e-541f-a59c-c2625acc7dab","textbox","Water authority property service / installation number",,,,,,
"9dc5fb52-17c2-530c-a000-50835cf81245","textbox","Water meter number",,,,,,
"eb7d2055-3881-5790-b5ce-e9490cc3e55d","checkpoint","Type of test",,,,,,
"38a9d5f6-b05a-5498-98c5-4bce9616c23c","tickbox","Commissioning of new device",,,,,,
"8815a749-aa74-5e87-ab81-c49f5d75a947","tickbox","Replacement",,,,,,
"1abf7be1-a725-53fe-86df-cd47f8d1769d","tickbox","Annual",,,,,,
"8d5f7a6e-e223-5aec-9068-1f6429463172","tickbox","Repairs",,,,,,
"eabc2bab-5633-5361-806d-02a5912b0381","tickbox","Decommission",,,,,,
"b0097003-182e-5bee-9086-d9aecfce067d","checkpoint","Backflow prevention device location",,,,,,
"dabf55fa-a50b-5e34-aa0f-f1178dd403b7","textbox","Location of device (eg: Northwest side of building @ FHR external)",,,,,,
"0f7e2599-45b6-5ae7-aeff-a9e32a79ea55","textbox","Mains pressure (kPa)",,,,,,
"167cc3d1-a150-5625-91b7-98a2ff866f98","textbox","Time and date of test",,,,,,
"195a525d-2640-51ef-86c4-48fc1bd7b51f","checkpoint","Main device",,,,,,
"3f607054-57b2-56fd-b5a3-bdd681f9125b","tickbox","RPZD (E)",,,,,,
"4451b81e-49c5-5893-a754-f1aabfbea05a","tickbox","DCV (F)",,,,,,
"62c14501-fdb5-5157-8ba8-a68b3c58c61c","tickbox","SCVT (I)",,,,,,
"4184f236-50c4-5177-9856-70f36e54b629","tickbox","Containment",,,,,,
"279b225c-e44e-5aa9-a574-3ca1b344a48e","tickbox","Zone",,,,,,
"8eed17e7-55b9-5e08-bab3-9e3a37d050e4","tickbox","Individual",,,,,,
"c9db3a6a-76e1-5823-bf3f-a52d6a8e51d2","textbox","Make",,,,,,
"9457a020-8737-57ff-858b-75daf7e11cfe","textbox","Size mm",,,,,,
"7b3015ab-e9e0-5035-9c59-7fb0cbf10929","textbox","Model",,,,,,
"09e8e5b3-85e2-53c5-885b-451cc7ba6d26","textbox","Serial number",,,,,,
"a2a6c3c8-2301-5317-91a1-aae5b5896c45","button","Cleaned strainer","Yes,No,N/A",,,,,
"58b40ab6-c938-530b-bc7b-d08afedd0d60","button","Upstream IV","Leaked,Tight",,,,,
"e1b28486-56bd-59ee-aa85-4ce4c68719a8","button","Downstream IV","Leaked,Tight",,,,,
"037c66ea-b7d8-5f7f-9602-7acb9d67cae9","textbox","Check valve #1 (kPa)",,,,,,
"5ebdaeaf-8ef3-52ef-ba56-5233fb655e6f","textbox","Check valve #2 (kPa)",,,,,,
"afc60cf1-7e69-554c-a659-1b74fa1489e5","textbox","Relief valve opened",,,,,,
"0cba4129-b150-5f77-a2f5-6454677b69d6","checkpoint","Device installation notes",,,,,,
"fdd1c243-3089-52b3-af5c-90b48c74adfa","button","Isolating padlocks installed","Yes,No",,,,,
"0344672a-becd-5883-9173-5ac4205d9314","button","Installation complies with AS/NZS 3500.1","Yes,No",,,,,
"4c6f0025-e719-525b-81ac-ef265d68a9e7","checkpoint","Test kit",,,,,,
"ae15db3e-6952-5cef-95d1-8ada9b262ca1","textbox","Test kit serial number",,,,,,
"aadc8d9f-7ee3-56a0-9656-caa41158d9ca","date","Date last calibrated",,,,,,
"b65a095e-ac93-52c6-b0db-1e184e5966f0","checkpoint","Authorised testers details",,,,,,
"10c31868-8c42-5421-8cd4-4a74de251d0d","textbox","Testers name",,,,,,
"d5dcd8c6-8dcd-5d91-996f-dfc18faf8517","textbox","Registration licence number",,,,,,
"a93227d5-1a19-5a17-88a6-a5daeab6485d","textbox","Phone number",,,,,,
"3d9483e0-efb8-5e50-ad56-69f06fa15b7b","checkpoint-no-value","Licence person",,,,,,
"bdc0c5c3-19f3-57aa-8610-ec2e6d576a0a","note","Full company name - Geschke plumbing",,,,,,
"10d62ae7-66af-5714-bd04-14174f6d98d4","note","Licensed tester name – David Geschke",,,,,,
"01ba6182-b263-5b04-ba70-d2c8917ea205","note","Licence number -50043",,,,,,
"53a86f34-72bb-5c37-a036-58be8b5e2241","checkpoint","I hereby state that the information provided in this form is a true and accurate record. I have tested the above device/s in accordance with AS/NZS 2845.3:2020",,,,,,
"fffa76eb-8043-5d23-b241-64d19d311e66","note","Note: Failed devices must be repaired and retested within 20 business days as per the Water (Estimation, Supply and Sewerage) Regulation 2014.",,,,,,
"293ff535-4f83-5dac-b044-caeb4ce197e8","textbox","Signature licenced plumber",,,,,,
"7419f545-15ef-5d6c-b003-dab505d3db76","date","Date",,,,,,
"e73241f0-0943-57bb-8c1c-35dd4ee1589d","textbox","Signature tester",,,,,,
"b8763db2-dd2a-5dee-bc73-25179502e2df","date","Date",,,,,,

"6f002ec6-dce0-558c-8fdb-30e47eb710bb/2","checklist-flat","Day Labour Docket","","Day Labour Docket",,,4,"5dceae5e-796d-49fe-ac90-394a5867e770"
"bebe4fd5-1509-5079-aaeb-c20fb5659019","checkpoint","Day Docket Details",,,,,,
"5c7662b9-6d67-5076-b081-34174d83b306","textbox","Project Name",,,,,,
"b7294f2b-5cf0-527e-907f-9d7ee8f6d1ea","textbox","Job Number",,,,,,
"87975a9c-dc3f-53d8-b468-d8bf91570174","textbox","Site Instruction",,,,,,
"fd3b561b-2193-5a5b-b7e3-1de40a68ce7b","textbox","Geschke Reference / Subject",,,,,,
"43851586-96a4-59f4-8761-4f20e0c93511","textbox","Requested by name",,,,,,
"bf76ba28-5cd9-5a95-8e48-c79ba2487249","textbox","Requested by company",,,,,,
"2340b828-e42a-5a5c-9fb2-c2644dc2d5db","textbox","Brief description - scope, location, other contractor involvement",,,,,,
"79e98b40-db35-5c2a-8348-61e9ec1a4f7a","note","Attached - requester signature",,,,,,
"5993b08a-e5d6-5cb6-b10b-38646360139f","note","Attached - photos before",,,,,,
"cf644e64-73f9-5910-a520-92d88986c35a","note","Attached - photos after",,,,,,

"95205f90-fd02-5995-9077-97ac82efda45/2","checklist-flat","QA 4_Installation Test Sheet (Waste, Vent, Downpipes etc.)","","Installation Test Sheet (Waste, Vent, Downpipes etc.)",,,0,"be1bc74f-83ed-4637-b1fe-a5a42f07c447"
"bbffbe63-d8b4-5952-9ad7-d75592a34e92","checkpoint","Installation Test Sheet:",,,,,,
"50010c6a-497e-5442-9047-6492ddcedc0b","textbox","Drawing No.:",,,,,,
"b6c19f8e-eb8a-53c9-b4e8-67dcd34fce06","textbox","Rev.:",,,,,,
"6c4bf7ba-2983-56a1-995a-4eaa6d91d10b","checkpoint","PIPE CLIP HANGERS",,,,,,
"938ff211-8098-5850-9575-547557287724","textbox","Details:",,,,,,
"61a94842-7c6e-541b-bad2-1b3201e79bfb","textbox","Tester:",,,,,,
"b28b0af2-61aa-572a-ac1c-e3ca9ddd0b1a","textbox","Date:",,,,,,
"bf76422e-333d-5726-99d8-65920e82aec8","textbox","Notes:",,,,,,
"29d25cbe-4aa7-592d-b757-54dd70096c60","checkpoint","MATERIAL AND SIZE",,,,,,
"99c29d93-4585-59e5-aaf6-0a0732abe73b","textbox","Details:",,,,,,
"0c553487-159c-5ffd-b6a3-067893b8312a","textbox","Tester:",,,,,,
"6d13be7e-a92e-5f79-a73b-929f25b82f73","textbox","Date:",,,,,,
"9421d903-7af1-5d2c-a7f9-fbd2aabb05b0","textbox","Notes:",,,,,,
"b306a341-3433-5336-81ce-0301f9ca9bb8","checkpoint","ALIGNMENT",,,,,,
"77660e0b-d569-505a-a31a-b220d1e993a5","textbox","Details:",,,,,,
"7d17e639-b3a4-5a7d-9976-ad0cb2ac69f8","textbox","Tester:",,,,,,
"ceb4259c-3937-598d-873e-fa47ea3ed01a","textbox","Date:",,,,,,
"70aa940b-9f9a-528e-9295-a408b66037d5","textbox","Notes:",,,,,,
"56f12a8e-7e85-5747-af83-274fc1392d83","checkpoint","LABELLING AND IDENTIFICATION",,,,,,
"b0528441-550f-515a-b6ee-03333d09591b","textbox","Details:",,,,,,
"bda1a7d3-9a71-53af-a354-ceab8bfc2f14","textbox","Tester:",,,,,,
"5e844718-ee95-5f26-bb04-7995b0a5b725","textbox","Date:",,,,,,
"d1ca136a-b3f7-5a7e-a325-b9abd3f25d26","textbox","Notes:",,,,,,
"ae12828b-92fe-55a7-92e5-d9c87f98cb80","checkpoint","JOINTING",,,,,,
"09df9ddf-ee35-57ba-9a0e-1d4ea48284f8","textbox","Details:",,,,,,
"2080e1ce-7158-562c-b028-f2e362dd17c2","textbox","Tester:",,,,,,
"1caad794-5e16-5e67-89ab-308b732a129d","textbox","Date:",,,,,,
"650f6886-eeb2-52dc-9c74-db0e726bfdbd","textbox","Notes:",,,,,,
"fde925e3-67b3-5a13-b700-5f5b4e5fd14d","checkpoint","PENETRATION SEALING",,,,,,
"5fec8545-0bd5-5769-b785-5886e48e0a2d","textbox","Details:",,,,,,
"d5687398-72b2-5175-9227-11829ada762c","textbox","Tester:",,,,,,
"08552a3d-e64e-5352-a0fd-87d9cce07ff2","textbox","Date:",,,,,,
"796b720d-7223-58d3-bc3b-74f444f1c736","textbox","Notes:",,,,,,
"d0c5e9ea-c239-5c52-a6ed-6c2a4209ac90","checkpoint","FIRE STOP COLLARS",,,,,,
"b1de19e6-6232-586f-8acc-ab7e8e91002e","textbox","Details:",,,,,,
"13acb819-4a2d-5ae0-aa5d-f0463cf81883","textbox","Tester:",,,,,,
"721432cd-fd09-53f0-a61f-eaffa6e93089","textbox","Date:",,,,,,
"9cd6ac9f-62df-55b4-85a2-4ee5f0385d38","textbox","Notes:",,,,,,
"11221f52-ebf2-524c-8569-a9ad457365f0","checkpoint","TESTING",,,,,,
"2a8de8f4-e50e-58a0-a6f9-4ff82aff92b5","textbox","Details:",,,,,,
"afff0e22-f456-5c83-85cb-657a96c4b0e2","textbox","Tester:",,,,,,
"67f96e93-463c-5056-832b-34fee4b4b963","textbox","Date:",,,,,,
"c891d953-500a-55fe-af4d-2cc4ca4434a1","textbox","Notes:",,,,,,
"c2557bd5-4311-5506-9a22-c4ea2f07dd74","checkpoint","AUTHORITY INSPECTION (if applicable)",,,,,,
"84adf893-0c43-57df-ac7f-6579c80dfe92","textbox","Details:",,,,,,
"898a8d40-cb8b-5a3b-9a3a-39f5585b4a52","textbox","Tester:",,,,,,
"4b973924-17ce-5584-b35c-4cc2d19bb4ba","textbox","Date:",,,,,,
"cdbedb38-df79-5a4d-b1fd-36b980b5e7aa","textbox","Notes:",,,,,,
"efa173e9-5e85-5a3d-8e9d-c5a1880b62d8","checkpoint","AS BUILT INFORMATION UPDATED ONTO DRAWINGS",,,,,,
"3fc1722d-62e9-5876-ae82-146959941991","textbox","Details:",,,,,,
"f375dc1b-3bfa-5c81-8ee0-5872cec70607","textbox","Tester:",,,,,,
"5d2a97de-b848-59d4-b966-2e1aafd650ac","textbox","Date:",,,,,,
"d1f47705-35b0-54c6-8286-0a94093f6635","textbox","Notes:",,,,,,

"91836b11-1ea4-566c-a311-6be185a6d10d/3","checklist","QA 5_Installation Test Sheet (Cold Water, Hot Water & Flusher Line)","","Installation Test Sheet (Cold Water, Hot Water & Flusher Line)",,,0,"082f88f6-6b6f-4402-8c6d-766075bbf335"
"45e8814a-82cf-423b-a9fd-c3a56e777229","section","Details",,,,,,
"bbffbe63-d8b4-5952-9ad7-d75592a34e92","checkpoint","Installation Test Sheet:",,,,,,
"3ab24f75-839e-5feb-8634-746ace1f5ec0","textbox","Drawing No.:",,,,,,
"a27b0c19-c337-506e-b01c-bd672377243d","textbox","Rev.:",,,,,,
"6c4bf7ba-2983-56a1-995a-4eaa6d91d10b","checkpoint","PIPE CLIP HANGERS",,,,,,
"8c6d265d-72c8-5004-8826-735678e11270","textbox","Details:",,,,,,
"c9f33966-4235-5d2c-a642-55dfe9387742","textbox","Tester:",,,,,,
"a23e1ec7-52f8-5620-a7d7-b2bddcda1640","textbox","Date:",,,,,,
"8b10b5a1-ede7-5467-be9c-8756e0fad657","textbox","Notes:",,,,,,
"29d25cbe-4aa7-592d-b757-54dd70096c60","checkpoint","MATERIAL AND SIZE",,,,,,
"85f2a050-6afa-5632-828b-afe3efe2bff8","textbox","Details:",,,,,,
"6c47264b-1054-5e3b-a3c7-ae22638da042","textbox","Tester:",,,,,,
"2306a096-48bf-5628-8f85-1ab5cb86ca41","textbox","Date:",,,,,,
"d31e1f32-415e-5ad2-8d6a-f453efef7a00","textbox","Notes:",,,,,,
"b306a341-3433-5336-81ce-0301f9ca9bb8","checkpoint","ALIGNMENT",,,,,,
"f5e906a4-c6cd-5d02-9781-85aebcb826de","textbox","Details:",,,,,,
"730d0518-46a4-5cc3-b078-51778c4b8d8b","textbox","Tester:",,,,,,
"204d18fb-5407-5e02-9e0e-772c5a3c2e52","textbox","Date:",,,,,,
"b167628e-1b40-523f-a9b9-9bc950edd00e","textbox","Notes:",,,,,,
"56f12a8e-7e85-5747-af83-274fc1392d83","checkpoint","LABELLING AND IDENTIFICATION",,,,,,
"5abc4733-91e2-5ea4-b265-e7c6756baa16","textbox","Details:",,,,,,
"8974f3be-8334-55cc-af4a-2bb675612ded","textbox","Tester:",,,,,,
"84bad23e-8903-5866-897e-c0413010add4","textbox","Date:",,,,,,
"a0ca3daf-c85a-5c24-aea4-1ecc86442a29","textbox","Notes:",,,,,,
"ae12828b-92fe-55a7-92e5-d9c87f98cb80","checkpoint","JOINTING",,,,,,
"913fc093-f4bc-54b9-a317-bfecc43b50f6","textbox","Details:",,,,,,
"519b6096-c428-5344-a043-a484cd7e9880","textbox","Tester:",,,,,,
"905fa5ed-ce72-566f-9b3f-fac78692c228","textbox","Date:",,,,,,
"04a550b5-9486-5356-b2fb-30fa1a7ccefc","textbox","Notes:",,,,,,
"fde925e3-67b3-5a13-b700-5f5b4e5fd14d","checkpoint","PENETRATION SEALING",,,,,,
"9be6327d-0481-5941-bb4a-5bf15dca51b7","textbox","Details:",,,,,,
"c85eca5d-c701-55e4-a5af-08a875a2a68e","textbox","Tester:",,,,,,
"743a8e40-3b63-5297-867f-405fbe2667c6","textbox","Date:",,,,,,
"7e580f26-9c6e-504a-87da-e436fdd65de2","textbox","Notes:",,,,,,
"d0c5e9ea-c239-5c52-a6ed-6c2a4209ac90","checkpoint","FIRE STOP COLLARS",,,,,,
"0200e894-a180-549e-9b0c-989540dd4e67","textbox","Details:",,,,,,
"9aa43dfe-a906-5bad-8885-4b764f7e21b7","textbox","Tester:",,,,,,
"2a9328f3-06bf-5b16-8c56-3b079327bc60","textbox","Date:",,,,,,
"ab52bfac-c6dd-5de8-b64a-19a4de88067d","textbox","Notes:",,,,,,
"6b9e46e7-ca72-5039-bd7c-8708adfc0365","checkpoint","PRESSURE TESTING COMPLTED (QA6)",,,,,,
"af5b740e-faef-5789-a3ae-8f61f4fdc16d","textbox","Details:",,,,,,
"055e2025-36cb-5358-b845-3077ed4db718","textbox","Tester:",,,,,,
"657b7f34-25e2-5b91-8a7b-58724dae4629","textbox","Date:",,,,,,
"a766b5a7-0571-5221-8413-f0f52772285b","textbox","Notes:",,,,,,
"c2557bd5-4311-5506-9a22-c4ea2f07dd74","checkpoint","AUTHORITY INSPECTION (if applicable)",,,,,,
"2515ced0-5814-5994-b676-f17015782dfb","textbox","Details:",,,,,,
"1821d907-771d-5c8a-86d7-56dceb371f87","textbox","Tester:",,,,,,
"a096b3af-3fc2-5ee8-9433-4cdcbaaf1aa4","textbox","Date:",,,,,,
"c0fd3aac-4831-56b5-9961-9b4fa4a1637a","textbox","Notes:",,,,,,
"efa173e9-5e85-5a3d-8e9d-c5a1880b62d8","checkpoint","AS BUILT INFORMATION UPDATED ONTO DRAWINGS",,,,,,
"3f7c901e-6389-5596-a074-565185b26a1a","textbox","Details:",,,,,,
"41b3f8cd-36a1-5dc1-8c11-361431372622","textbox","Tester:",,,,,,
"77f1edcf-168c-5878-978b-5ce8cfa53139","textbox","Date:",,,,,,
"d9dcab85-f7b9-5291-86ae-31dfa9e23d03","textbox","Notes:",,,,,,
"3e9de2c7-7c85-4a52-b82b-867524110cb9","checkpoint","WATER FLUSHING PROCEDURE",,,,,,
"f8ddb1c4-be67-5894-a87c-201dc5fcf377","textbox","Details:",,,,,,
"9d344924-586e-5ca2-ae49-67f04152f855","textbox","Tester:",,,,,,
"69bbe612-4b75-506f-83bc-6bfd6498cc1e","textbox","Date:",,,,,,
"3739f8bf-70d5-5a18-b07a-f3805d3d9ee8","note","No stagnant water to be left in mains. Refer separate GPL procedure QA29 and confirm compliance Yes/No",,,,,,

"62625ad3-e09e-522e-a81d-22149d4864d8/2","checklist-flat","QA 6_Quality Control Pressure Test Report","","Quality Control Pressure Test Report",,,1,"cc0048d2-1472-4f3c-83f3-0a1e820947c9"
"4114736c-2d08-5a3e-ab7b-04288eaa2c81","checkpoint","Quality Control Pressure Test Report:",,,,,,
"763fb90a-77bd-530a-b6df-f09df5777087","textbox","Drawing No.:",,,,,,
"377238ab-017c-5bf4-a86c-fd0a05fc475c","textbox","Rev.:",,,,,,
"ef171ad8-9030-5a90-b621-10466e7e971f","button","Test:"," Air,Water",,,,,
"78b5cfbc-0b1e-5857-badf-8bef5677741b","textbox","Section",,,,,,
"e593cb21-9700-5405-9c45-7a192a0b9b52","textbox","From",,,,,,
"96816a98-8b0f-5e90-9d26-582360018db8","textbox","To",,,,,,
"779c7016-ce0a-5f4a-8a04-2ac7cbf79cb9","note","Specified System Working",,,,,,
"c1866042-532f-537a-9637-cd9a1ab947d1","textbox","Pressure (KPA)",,,,,,
"2a580541-ea39-55db-b94e-93e2d5bc073e","textbox","Duration (HRS)",,,,,,
"752bf769-b934-51aa-af8a-8e9706d24599","note","Specified System Test",,,,,,
"421be4fe-6ef0-5846-8e48-808c8cc96a3d","textbox","Pressure (KPA)",,,,,,
"c9b007dc-a936-53c4-ab20-fe1e1a046f3a","textbox","Duration (HRS)",,,,,,
"1dde2b84-4574-5682-aacc-8adb31a1fda5","checkpoint","1st Reading",,,,,,
"329e9c81-74de-5c4f-a364-de758d416404","textbox","Time",,,,,,
"692d5b19-1191-5d41-b5ba-b6712b4cb2b2","textbox","KPA",,,,,,
"65a3f29e-e8e0-5d9e-b114-84eeb16dc30c","textbox","Ambient Temp",,,,,,
"6a22ddb1-0102-5030-a26b-315ec1394bb7","checkpoint","2nd Reading",,,,,,
"c4677bc9-425a-511a-93f2-24fe2225546d","textbox","Time",,,,,,
"81d6c326-30e4-5390-afd9-ab54e48cb0cb","textbox","KPA",,,,,,
"b230e7fb-2924-5453-bbae-ed90b51cd7d4","textbox","Ambient Temp",,,,,,
"59382eed-be99-5466-be0a-acadd7d1c05e","checkpoint","Test Result - Passed?",,,,,,
"8a353ae8-0c9a-5e49-936a-7b86c2c57803","textbox","Repeat",,,,,,
"3ceadcd6-d779-5c97-8426-53dd865a89c4","checkpoint","Sign Off",,,,,,
"dd6f186b-67e9-5218-bc00-7f9ecceb30ff","textbox","Geschke Pty Ltd. Representative",,,,,,
"c7fd4486-479e-5db0-905f-1c6d91cc5207","textbox","Others Present",,,,,,
"92abec15-c9d1-5554-9e19-262c60d28f74","textbox","Date of Satisfactory Completion",,,,,,

"79ab1221-9f44-512a-bfef-2ae51e4a1850/2","checklist-flat","QA 6D_Quality Control Gas Regulation Test Report","","Quality Control Gas Regulation Test Report",,,0,"5004e7a0-76f1-40f0-96af-ed29722b6500"
"f4e97549-b4d3-5f31-8888-864555bc2e08","checkpoint","Quality Control Gas Regulation Test Report:",,,,,,
"b2474475-47ea-597c-8878-544232a4436d","textbox","Drawing No.",,,,,,
"ed2e8944-0c4a-52db-9894-3c339e0c4c53","textbox","Rev:",,,,,,
"5784d677-b4c2-5460-b7f2-1caf57ff9d55","checkpoint","Test - Flowing inlet pressure to project",,,,,,
"b537697e-f43a-5a6f-994a-191577a42caf","textbox","Inlet Pipe and Size:",,,,,,
"006efab9-0f46-5811-b8d6-e42e873e4771","textbox","Spring range:",,,,,,
"74dacd66-d2b5-550f-8945-576709d4ab8e","textbox","Orifice Size:",,,,,,
"2ec37cb5-2073-524c-b468-28384a70ba40","textbox","Model:",,,,,,
"343543a7-4a57-50ae-a5b2-be8518821d54","checkpoint","Section",,,,,,
"8ea0efb3-15f5-57db-9f52-72ae9d5429e6","textbox","Section:",,,,,,
"fb0b5590-2bc7-5d62-b23e-dfe24567ee80","textbox","Pressure (KPA)",,,,,,
"e235452f-b0d3-5957-9e8f-9ec23c474c5a","checkpoint","Test upstream inlet pressure to regulation",,,,,,
"3b56a1ec-b6a5-569a-96a0-1bd2cc5523fa","textbox","Pressure (KPA)",,,,,,
"300c5ab3-6ae7-5638-88a9-d0cf8a32282f","checkpoint","Test downstream out pressure to regulation",,,,,,
"b6671b47-9467-54b0-8646-eb78feb3f51f","textbox","Pressure (KPA)",,,,,,
"0972ae5d-db47-56d7-9012-d89f2015ce44","textbox","Duration (hrs)",,,,,,
"c1fb9e1a-2101-5f9e-bf77-72fab365bc43","checkpoint","Adjust out pressure KPA as stated on GPL shop drawings",,,,,,
"ea5f6265-653d-5a55-859f-5464cc7ff375","textbox","Reading (KPA)",,,,,,
"38b3faf8-1274-5f6b-a5bc-00ab1f6d7aeb","checkpoint","Confirm outlet KPA does not fluctuate more than 0.8KPA",,,,,,
"1430adac-1555-59a0-8559-5093ac692453","textbox","Repeat:",,,,,,
"3ceadcd6-d779-5c97-8426-53dd865a89c4","checkpoint","Sign Off",,,,,,
"9939deb9-66c8-562a-a833-77d66f1060b1","textbox","Geschke Pty Ltd. Representative:",,,,,,
"80d7b81a-d4d1-523c-b839-9ba824c6d170","textbox","Others Present:",,,,,,
"fbed0f45-5d5d-52e0-923c-ff33638b9491","textbox","Date of Satisfactory Completion:",,,,,,

"8b7b2956-7179-5850-a84f-80a41f74e47d/2","checklist-flat","QA 7_Commissioning Test Report","","Commissioning Test Report",,,0,"169223b9-5755-47d4-873e-9b16f6aea576"
"e4899f25-d436-5b4a-b4c3-dd5cb6b2362a","checkpoint","Commissioning Test Report:",,,,,,
