"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"0c79cdc8-1eca-4725-b2ab-7cb0e4e6722c","","fail","","folder","TRUE","FALSE","H&S"
"7bb268e8-bb82-4d34-87e5-d9e14d99e155","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","H&S - Daily Pre Start Checklist"
"a20a9e5d-7a28-5893-a436-91cefc10446a","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","H&S","H&S - Daily Pre Start Checklist","Details"
"dcc0beb1-0bfc-5472-a696-5a0620adae2b","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:29cb5fa4-a4c6-4922-8f80-5160097256ab","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","Attendees documented"
"b9710cd0-d3f1-5c08-bef5-9df5f4d274e6","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:28fb0ddb-174e-43b6-aadb-7b0c0473886c","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","Where is each person working and what are they doing?"
"2c29ddea-0276-5cc3-921a-f1f3702ea066","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:cf2174d4-8a32-42d8-afc1-38627f2a4d56","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","Are any permits required?"
"b324a086-7b1a-51ab-a6bc-ae352472caf8","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:ebc90078-4861-4506-b445-37d6e73179f3","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","Are there any work Hazards?"
"31f66536-b6e2-521d-8cae-96ae552a6c9b","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:c6db01b3-e347-4d84-95d1-993a82ed7c2a","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","A JSEA been completed & Approved?"
"f54b7e49-cbec-595e-adf2-8d31a4a3338f","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:ff64eebd-d1ff-4ba7-9815-d6b62b88720e","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","Are there any concerns; Safety or Production?"
"090bad05-f18f-5f27-a8e8-d16399d73cd5","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:1551a102-62ac-4c62-b344-ef08621077a4","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","Everyone has got their minimum PPE for site and task related PPE"
"7564b949-4300-588c-b914-02248cfde4cf","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:b10772ef-2902-46cb-b46a-861974f5454a","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","All plant tagged and in good condition"
"f0976d07-97c9-53c3-9a5a-f120af95645b","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:3ef27d3d-9bfe-4327-b9d5-a822f824c5ca","checkpoint","TRUE","TRUE","H&S","H&S - Daily Pre Start Checklist","Details","All employees have attended this meeting and are aware of their roles in safety and the daily hazards"
"fde1227b-329f-47cc-a243-efbf63dde5eb","","not-started","H&S - Site Toolbox Checklist","checklist","FALSE","FALSE","H&S","H&S - Site Toolbox Checklist"
"42baa361-eaa7-5ffd-bb69-a567ca6e7663","","not-started","H&S - Site Toolbox Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","H&S","H&S - Site Toolbox Checklist","Details"
"a6599987-779b-5f60-bf47-c3615b39bbb2","","not-started","H&S - Site Toolbox Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:d4fd86ea-a6f4-4811-a0e3-f7680da06c2a","checkpoint","TRUE","TRUE","H&S","H&S - Site Toolbox Checklist","Details","Employees Attending"
"29b0f444-c27c-50c6-9ada-0e94b720def8","","not-started","H&S - Site Toolbox Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:4fccfa7b-23fe-41c6-9ebf-c4488154e2a5","checkpoint","TRUE","TRUE","H&S","H&S - Site Toolbox Checklist","Details","Site Activity / Safe Work Practices / Accident-Incident Investigations Discussed"
"ff500dbf-5855-5756-af8f-4e61bced23da","","not-started","H&S - Site Toolbox Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:2dff9346-05f2-40ab-bace-b2d32c310362","checkpoint","TRUE","TRUE","H&S","H&S - Site Toolbox Checklist","Details","Employee issue raised"
"b404dbcb-29d4-5cdb-8108-decaeb78ed2f","","not-started","H&S - Site Toolbox Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:1a34917a-ecc3-4f61-a772-ef65285087ef","checkpoint","TRUE","TRUE","H&S","H&S - Site Toolbox Checklist","Details","Safe Observations"
"ed5716db-967d-5e58-b030-706ac2202339","","not-started","H&S - Site Toolbox Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:849e1728-cd3c-44a9-95cf-af36229afdf2","checkpoint","TRUE","TRUE","H&S","H&S - Site Toolbox Checklist","Details","JSEA completed"
"d8aaebac-8764-45a9-b039-9e500a87b9bc","","not-started","H&S - Accident & Incident Investigation Report","checklist","FALSE","FALSE","H&S","H&S - Accident & Incident Investigation Report"
"36894fb9-0df8-59d3-af41-2b47b921f22c","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","H&S","H&S - Accident & Incident Investigation Report","Details"
"003272eb-841f-5204-a40f-90acb5fbd6eb","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:e30f9ba3-2e32-4e5f-b4d2-73df74c2c201","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Particulars of Incident details completed"
"705d7d21-202e-5ca7-a1b1-212114bdee87","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:375ad370-6625-4d6f-b87b-7e1f8e42f6b8","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Injured Person details completed"
"a2295f99-0bd3-5abe-90b8-02e1201b5fa0","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:75245d20-8505-4aa9-9bf0-90d38c9cc885","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Type Of Injury:"
"8569f78c-0746-5c8c-9a42-ea30fbce845b","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:04be056e-6356-4951-8d4f-45b20e2ae31c","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Damaged Property details"
"8c1c7475-2dae-5751-8dff-eca4a82b99bf","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:dab24842-14cd-42ca-a450-b1a1d5b6d03e","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Incident Details Complete"
"9305ef7b-2f2e-5409-8cd2-7a4a4afbfb49","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:b847453b-9789-4ed6-ac89-d9d2b709bc14","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Analysis Details Completed"
"8596ded8-4564-5847-92dc-4b1ee614996d","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:e9f98c33-3673-4f2f-8b82-5f5978e9f176","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Prevention Details Completed"
"8579fffe-7d0f-583b-8f82-c333ae9743ba","","not-started","H&S - Accident & Incident Investigation Report:45e8814a-82cf-423b-a9fd-c3a56e777229:b05f113c-9ff5-4b27-a366-0b66edf03f92","checkpoint","TRUE","TRUE","H&S","H&S - Accident & Incident Investigation Report","Details","Treatment and Investigation of Incident Details Completed"
"59989943-68bc-4e1f-97e0-07e9af794cb6","","work-in-progress","","folder","TRUE","FALSE","H&S","Daily Pre Start"
"3f6933fb-8cab-4e4d-bae5-b11723e53171","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24"
"03240222-7271-5d8a-9e73-df3c20db7f28","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24","Details"
"aba2f756-7a84-5542-a3c4-f91afa31f20f","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:29cb5fa4-a4c6-4922-8f80-5160097256ab","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24","Details","Attendees documented"
"1a8ff876-3c0e-52e8-9ac0-bf1a380a6288","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:28fb0ddb-174e-43b6-aadb-7b0c0473886c","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24","Details","Where is each person working and what are they doing?"
"c5c1bb7d-69ab-5c28-8472-b39945745dea","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:cf2174d4-8a32-42d8-afc1-38627f2a4d56","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24","Details","Are any permits required?"
"887fcf44-2a2b-54b3-aa23-056db01e68c3","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:ebc90078-4861-4506-b445-37d6e73179f3","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24","Details","Are there any work Hazards?"
"70b7c548-c37f-5337-85e4-2a8199df32fd","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:c6db01b3-e347-4d84-95d1-993a82ed7c2a","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24","Details","A JSEA been completed & Approved?"
"831690ff-b4e5-5c92-bfe9-76042bab9737","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:ff64eebd-d1ff-4ba7-9815-d6b62b88720e","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24","Details","Are there any concerns; Safety or Production?"
"9768c927-e749-52a2-ad7f-be36275b88d8","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:1551a102-62ac-4c62-b344-ef08621077a4","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24","Details","Everyone has got their minimum PPE for site and task related PPE"
"901673ef-885e-5789-82c1-94329705bc1b","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:b10772ef-2902-46cb-b46a-861974f5454a","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24","Details","All plant tagged and in good condition"
"448a2930-4fb7-5117-be73-7d8872f1379e","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:3ef27d3d-9bfe-4327-b9d5-a822f824c5ca","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 25.09.24","Details","All employees have attended this meeting and are aware of their roles in safety and the daily hazards"
"ec839ae8-67e8-4f2b-940d-63b95e8b67a3","","not-started","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24"
"6349da42-3112-53a6-82c4-cafa25452ddb","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24","Details"
"bf0aa20b-6290-58bf-9c32-1e715ea1ae48","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:29cb5fa4-a4c6-4922-8f80-5160097256ab","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24","Details","Attendees documented"
"dd8364b4-d8c0-5d00-a365-d2d67ca4ccfb","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:28fb0ddb-174e-43b6-aadb-7b0c0473886c","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24","Details","Where is each person working and what are they doing?"
"3b999e26-abab-5f20-bb7c-db0942643b13","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:cf2174d4-8a32-42d8-afc1-38627f2a4d56","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24","Details","Are any permits required?"
"6e3e2192-3cd9-50c6-9b20-f507f9c04944","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:ebc90078-4861-4506-b445-37d6e73179f3","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24","Details","Are there any work Hazards?"
"1f2be2d3-b4a3-5cbf-a534-c68ff13e9eed","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:c6db01b3-e347-4d84-95d1-993a82ed7c2a","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24","Details","A JSEA been completed & Approved?"
"c4d97d1b-fae3-53ad-8595-388c1b64ed4b","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:ff64eebd-d1ff-4ba7-9815-d6b62b88720e","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24","Details","Are there any concerns; Safety or Production?"
"b4163727-af03-55d0-bcf7-bbbf198e4042","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:1551a102-62ac-4c62-b344-ef08621077a4","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24","Details","Everyone has got their minimum PPE for site and task related PPE"
"821369ae-a1fe-5e19-bc94-b75825f5c493","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:b10772ef-2902-46cb-b46a-861974f5454a","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24","Details","All plant tagged and in good condition"
"546f9ca5-98dd-5c9c-9a7b-7f5e7cd4b3c1","","not-started","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:3ef27d3d-9bfe-4327-b9d5-a822f824c5ca","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 26.09.24","Details","All employees have attended this meeting and are aware of their roles in safety and the daily hazards"
"f05d3806-e862-4d81-8af5-97ff8f276c93","","pass","H&S - Daily Pre Start Checklist","checklist","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 27.09.24"
"45cf490e-8f4e-5e90-b4b3-9cab76b6a2a5","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229","section","FALSE","FALSE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 27.09.24","Details"
"de889870-84ab-5341-ad37-5776aa76cfef","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:29cb5fa4-a4c6-4922-8f80-5160097256ab","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 27.09.24","Details","Attendees documented"
"bcb244c7-bc0f-53c9-9cac-e684893a69eb","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:28fb0ddb-174e-43b6-aadb-7b0c0473886c","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 27.09.24","Details","Where is each person working and what are they doing?"
"67063331-6f1a-52df-8a54-8c6e47386218","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:cf2174d4-8a32-42d8-afc1-38627f2a4d56","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 27.09.24","Details","Are any permits required?"
"623dd297-b580-538a-ad22-bc972b9443b8","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:ebc90078-4861-4506-b445-37d6e73179f3","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 27.09.24","Details","Are there any work Hazards?"
"e1b22720-8b35-5e09-93cd-ac96b5ffaba4","","pass","H&S - Daily Pre Start Checklist:45e8814a-82cf-423b-a9fd-c3a56e777229:c6db01b3-e347-4d84-95d1-993a82ed7c2a","checkpoint","TRUE","TRUE","H&S","Daily Pre Start","H&S - Daily Pre Start Checklist 27.09.24","Details","A JSEA been completed & Approved?"
