Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-flat,,,checklist,Commissioning ITP,,,,121,Yes,Commissioning ITP (Apartments),dc04a90e-abd9-4d32-b89b-5a937b2cf85f
checkpoint-status,,,checkpoint,Bulk Hot Water,,,,,,,
checkpoint-status,,,checkpoint,Test Hot Water Temperature,,,,,,,
checkpoint-status,,,checkpoint,Test Waste for leaks,,,,,,,
checkpoint-status,,,checkpoint,Run Cycle on Dishwasher,,,,,,,
checkpoint-status,,,checkpoint,Gas cooktop commissioning,,,,,,,
,,,,,,,,,,,
checklist-flat,,,checklist,Commissioning ITP,,,,,Yes,Commissioning ITP,
checkpoint-status,,,checkpoint,Bulk Hot Water,,,,,,,
checkpoint-status,,,checkpoint,Test Hot Water Temperature,,,,,,,
checkpoint-status,,,checkpoint,Test Waste for leaks,,,,,,,
checkpoint-status,,,checkpoint,Run Cycle on Dishwasher,,,,,,,
